name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Marco Padalino,64.0,66.0,41.67,55.0,60.0,60.0,54.0,61.0,53.0,59.0,65.0,76.0,76.0,72.0,67.0,71.0,64.0,69.0,77.0,65.0,38.0,66.0,51.0,65.0,56.0,57.0,60.0,60.0,62.0,12.0,8.0,11.0,13.0,12.0,def
Antoine Rey,64.67,36.0,34.33,45.0,72.0,39.0,50.0,24.0,42.0,69.0,74.33,52.0,55.0,56.0,55.0,86.0,56.0,65.0,74.0,66.0,35.0,52.0,74.0,45.67,49.0,47.0,51.67,62.67,45.67,16.0,8.0,16.0,10.0,11.0,mid
Igor Djuric,53.0,49.0,35.0,61.0,50.0,33.0,43.0,44.0,35.0,63.0,49.0,69.0,68.0,65.0,65.0,65.0,60.0,55.0,61.0,58.0,41.0,57.0,33.0,21.0,53.0,42.0,59.0,47.0,58.0,16.0,6.0,6.0,11.0,14.0,def
Orlando Urbano,62.0,52.0,26.67,38.0,48.0,39.0,31.0,54.0,60.0,49.0,47.0,55.0,66.0,65.0,60.0,59.0,66.0,74.0,76.0,77.0,29.0,76.0,63.0,32.0,49.0,54.0,70.0,63.0,59.67,11.0,16.0,14.0,7.0,12.0,def
Alex Valentini,63.4,21.8,20.2,18.6,28.4,19.4,19.4,18.6,19.4,22.4,20.6,44.0,36.0,49.0,54.4,40.0,25.8,54.0,35.0,42.0,22.2,21.4,20.2,19.0,23.4,22.6,22.6,20.2,21.0,65.4,61.4,49.4,65.4,67.4,gk
Sandro Lombardi,61.0,59.0,40.0,38.0,65.0,56.0,52.0,67.0,69.0,61.0,67.0,77.0,74.0,69.0,66.0,88.0,47.0,75.0,59.0,55.0,42.0,49.0,62.0,57.0,72.0,55.0,24.0,37.0,32.0,6.0,6.0,16.0,15.0,15.0,for
Patrick Rossini,57.5,37.0,58.25,37.5,51.0,32.0,63.0,56.0,61.0,49.0,56.25,62.0,54.0,65.0,63.0,60.0,58.0,55.0,76.0,60.0,58.0,43.0,23.0,72.0,40.0,61.0,16.0,24.0,22.0,7.0,8.0,8.0,11.0,13.0,for
Goran Jozinovic,57.0,50.0,20.0,55.0,55.0,31.0,60.0,32.0,40.0,40.0,40.0,64.0,66.0,58.0,50.0,65.0,28.0,56.0,54.0,56.0,27.0,60.0,50.0,41.0,42.0,39.0,62.0,68.0,67.0,9.0,15.0,9.0,6.0,11.0,def
Matteo Tosetti,59.0,66.0,42.0,34.0,57.0,45.0,61.0,61.0,48.0,52.0,64.0,78.0,77.0,63.0,60.0,74.0,46.0,52.0,57.0,43.0,42.0,42.0,43.0,38.0,51.0,54.0,28.0,32.0,21.0,6.0,7.0,14.0,10.0,9.0,for
Domagoj Pusic,55.0,46.0,29.0,53.0,65.0,29.0,45.5,40.0,42.0,53.0,58.0,59.0,50.5,60.0,53.0,47.5,48.0,60.0,55.0,75.0,29.0,56.0,55.0,39.0,44.0,43.0,42.0,52.5,49.5,12.0,6.0,9.0,14.0,13.0,mid
Niko Datkovic,64.0,23.33,21.67,66.0,53.67,21.67,27.33,20.67,20.33,43.67,33.33,55.0,55.0,45.67,57.67,47.33,28.33,67.0,64.0,85.0,21.0,60.33,60.33,22.33,21.33,23.0,65.33,66.0,65.0,10.33,5.33,5.33,9.33,11.33,def
Mattia Bottani,61.5,38.5,42.0,26.0,56.0,36.0,73.0,45.0,39.5,43.0,68.0,80.0,86.5,72.0,61.0,72.0,60.0,55.75,80.0,45.0,56.0,43.0,40.0,66.0,35.0,57.0,35.0,41.0,36.0,6.0,12.0,7.0,7.0,14.0,for
Antonini Culina,59.43,55.43,53.14,34.57,56.0,46.86,62.43,53.14,45.43,50.29,63.14,74.0,74.43,62.0,56.29,59.0,60.86,49.0,71.0,61.0,49.57,42.0,34.86,51.71,51.71,54.57,21.57,28.57,25.57,12.57,6.57,13.57,6.57,5.57,for
Djordje Susnjar,55.0,28.0,62.0,65.0,43.0,39.0,53.0,39.0,31.0,30.0,52.0,63.0,57.0,58.0,47.0,56.0,54.0,68.0,53.0,62.0,50.0,31.0,11.0,51.0,50.0,67.0,12.0,16.0,18.0,6.0,12.0,7.0,7.0,12.0,for
Frederic Veseli,61.25,43.75,21.25,60.75,56.75,20.5,48.75,38.75,34.75,46.75,62.25,70.0,73.75,61.0,57.75,64.0,28.75,68.0,59.75,70.0,23.75,67.75,56.0,37.75,45.75,44.75,64.0,64.25,63.0,10.75,12.75,9.75,14.75,14.75,def
Mirko Salvi,60.0,16.0,13.0,10.0,21.0,23.0,13.0,19.0,19.0,20.0,22.0,44.0,35.0,50.0,61.0,54.0,22.0,53.0,38.0,54.0,18.0,34.0,16.0,13.0,24.5,24.0,14.0,10.0,12.0,60.0,62.0,58.0,58.0,59.0,gk
Domen Crnigoj,60.5,40.0,43.0,28.0,61.0,48.0,65.5,38.0,47.0,55.0,67.0,74.0,67.0,73.0,63.0,63.0,62.0,48.0,65.0,67.0,51.0,38.0,34.0,51.0,59.0,33.0,53.0,38.0,29.0,10.0,10.0,11.0,14.0,9.0,mid
Jonathan Sabbatini,59.0,60.0,37.75,52.0,63.0,44.5,64.75,61.0,35.0,56.0,65.25,68.0,62.0,71.0,51.0,74.0,58.0,49.0,60.0,58.0,40.0,60.0,57.0,62.0,63.0,46.0,36.5,49.0,50.0,8.0,11.0,9.0,10.0,7.0,mid
Mario Piccinocchi,60.5,51.0,39.5,54.0,68.0,43.0,53.5,42.0,43.0,67.0,68.0,68.0,67.0,83.0,61.0,84.0,65.0,72.0,61.0,35.0,46.0,67.0,53.0,60.0,54.5,55.0,49.0,51.0,53.0,10.0,6.0,9.0,13.0,14.0,mid
Anastasios Donis,60.0,41.33,62.22,57.33,53.33,62.33,65.33,46.33,40.33,37.33,60.33,73.0,69.33,59.0,55.33,74.33,57.44,61.67,63.67,49.67,63.33,38.33,23.33,56.33,49.33,68.33,22.33,22.67,23.33,7.33,13.33,11.33,14.33,10.33,for
