name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Alexandr Kerzhakov,76.0,70.33,70.67,71.33,76.33,67.33,70.33,66.33,78.33,69.33,78.33,77.33,80.67,74.0,76.33,71.0,82.33,83.0,80.33,69.0,73.67,78.33,34.33,80.33,75.33,79.33,40.33,21.33,23.33,12.33,13.33,12.33,15.33,11.33,for
Anthony Favre,60.0,16.0,15.4,15.4,22.6,14.8,14.8,15.4,16.0,21.6,22.6,60.0,51.0,42.0,52.6,40.0,24.6,64.4,38.0,61.0,14.8,40.6,23.6,16.0,30.4,23.6,15.4,15.4,16.0,64.6,62.6,54.6,60.6,55.6,gk
Alain Nef,62.75,42.38,22.75,78.88,48.38,21.38,23.12,43.38,37.38,49.38,37.38,29.0,38.5,43.0,49.38,30.25,46.88,73.25,42.62,79.12,32.38,56.38,62.38,42.38,30.38,44.38,60.12,64.12,62.12,8.38,13.38,7.38,11.38,11.38,def
Gilles Yapi,73.75,65.5,57.5,47.5,74.5,58.5,71.5,66.5,68.5,74.75,74.5,75.0,71.5,79.75,75.0,81.25,65.0,73.5,79.5,73.25,48.5,60.5,78.5,76.25,81.5,62.0,65.5,67.25,54.5,7.5,10.5,12.5,5.5,11.5,mid
Davide Chiumiento,71.44,65.89,63.78,51.33,74.33,60.33,73.67,69.33,69.33,69.78,70.22,73.0,76.33,72.0,65.33,81.11,69.44,61.0,70.89,51.22,60.33,53.67,38.78,74.11,75.44,64.33,25.33,27.33,20.33,6.33,11.33,12.33,10.33,6.33,for
Cabral,65.0,57.0,46.0,74.0,72.0,44.0,59.0,32.0,40.0,65.0,65.0,67.0,67.0,70.0,60.0,76.0,69.0,75.0,61.0,78.0,61.0,75.0,69.0,71.0,65.0,45.0,64.0,70.0,59.0,7.0,16.0,16.0,13.0,11.0,mid
Mario Gavranovic,70.62,42.38,67.25,64.38,70.38,63.38,73.88,39.62,49.12,53.38,70.62,80.0,79.0,81.0,74.38,74.0,67.88,83.0,67.25,69.0,57.38,54.38,44.38,80.12,67.25,65.38,32.38,38.38,23.38,13.38,11.38,6.38,13.38,12.38,mid
Christian Schneuwly,67.78,62.78,64.89,39.22,65.44,58.67,66.11,56.67,50.22,67.0,67.22,66.0,69.44,77.22,65.22,64.44,66.44,64.0,70.33,64.11,66.0,44.67,53.22,77.56,71.67,54.22,24.22,34.67,37.22,7.22,5.22,10.22,6.22,6.22,mid
Amine Mohamed Chermiti,68.67,54.17,67.0,61.17,66.17,68.5,69.67,65.17,65.17,48.17,71.17,75.0,81.67,82.83,69.33,76.0,67.67,56.0,66.0,59.0,60.17,70.17,40.17,74.33,64.67,67.17,24.0,30.17,36.17,14.17,5.17,13.17,5.17,5.17,for
Burim Kukeli,63.0,56.67,41.67,56.67,64.67,47.67,50.0,47.67,52.67,57.33,57.67,56.33,66.0,65.0,63.67,70.0,63.67,66.33,79.0,63.67,47.67,65.33,63.67,59.67,61.33,54.67,62.67,70.67,57.0,12.67,15.67,10.67,15.67,12.67,mid
Leonardo Sanchez,67.0,34.0,28.0,72.0,43.0,33.0,40.0,36.0,29.0,38.0,43.0,42.0,33.0,34.5,68.0,37.0,56.0,33.0,57.0,88.0,22.0,66.0,65.0,27.0,29.0,47.0,72.0,74.0,68.0,10.0,10.0,10.0,9.0,12.0,def
Philippe Koch,64.71,65.14,35.29,54.29,62.43,36.29,55.43,59.86,30.29,52.29,62.29,72.0,74.0,63.0,57.29,72.0,38.86,80.0,72.0,61.71,45.29,55.29,69.14,58.29,41.29,30.29,68.29,68.14,66.14,7.29,11.29,9.29,13.29,5.29,mid
