name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Marcel Herzog,60.6,19.4,20.6,19.0,37.4,20.6,20.2,21.0,19.8,30.6,21.4,36.0,35.0,41.0,61.4,38.0,31.4,60.0,30.0,56.0,19.4,33.4,20.6,20.2,19.0,23.8,18.6,22.6,22.6,66.0,53.0,54.4,62.8,60.6,gk
Albert Bunjaku,67.4,49.6,65.8,63.8,64.2,68.6,66.8,56.6,58.6,43.6,66.8,68.0,70.8,70.0,66.8,77.2,71.4,74.8,56.4,71.4,58.6,56.6,38.6,71.0,58.2,66.8,20.8,25.6,21.6,8.6,9.6,14.6,9.6,14.6,for
Daniel Lopar,61.5,18.0,20.0,20.0,28.5,20.5,19.5,21.0,20.0,27.5,26.5,42.0,38.0,44.0,60.5,48.0,22.5,61.0,31.0,56.0,20.0,34.0,22.0,20.5,18.33,25.0,19.5,18.0,19.0,66.0,57.17,58.0,60.17,63.83,gk
Mario Mutsch,58.86,63.43,50.43,55.71,58.86,50.43,60.43,46.0,59.43,63.43,51.86,51.0,53.57,63.71,54.0,70.86,62.71,70.57,75.86,66.71,55.71,44.43,63.43,61.43,50.43,60.43,58.86,56.71,57.71,7.43,11.43,13.43,10.43,7.43,mid
Marco Mathys,63.2,53.4,58.0,62.8,68.6,45.8,58.4,64.4,57.0,60.8,62.4,70.0,62.0,61.0,59.6,59.0,60.6,59.6,64.2,59.0,61.4,63.4,57.4,62.2,66.6,59.4,55.4,56.4,47.4,5.4,10.4,15.4,11.4,12.4,mid
Geoffrey Treand,61.62,53.75,40.38,53.25,67.25,40.25,61.25,48.0,62.0,50.25,59.25,66.0,66.5,69.25,63.62,64.62,57.0,71.0,63.0,58.25,48.5,56.25,35.75,73.25,63.25,58.25,32.25,43.25,30.25,5.25,13.25,14.25,14.25,6.25,mid
Pascal Thrier,53.17,36.67,24.0,44.17,40.5,22.17,33.5,28.5,22.17,42.17,34.5,58.0,66.17,45.17,50.17,62.5,33.17,71.0,61.83,54.83,25.17,42.17,49.17,25.17,26.17,41.17,55.83,63.83,66.0,9.17,11.17,9.17,8.17,15.17,def
Dzengis Cavusevic,63.86,40.29,65.43,57.29,63.29,51.29,56.29,44.29,53.29,51.29,56.57,59.0,71.14,61.0,61.0,62.71,68.86,66.0,71.14,80.29,59.29,60.29,38.29,75.71,63.29,60.29,37.29,41.29,38.29,5.29,10.29,9.57,4.57,11.0,for
Steven Lang,65.33,60.67,56.33,55.67,63.33,39.67,64.67,66.67,62.67,53.67,65.67,78.0,80.67,73.0,65.67,74.0,66.67,70.0,81.0,57.0,63.67,57.67,49.67,67.67,52.0,57.67,36.67,42.67,34.67,7.67,12.67,13.67,10.67,7.67,mid
Alain Wiss,62.67,45.67,58.67,65.67,65.67,50.67,56.67,45.67,44.67,60.67,61.67,66.0,64.0,65.0,64.0,68.67,62.67,70.0,61.0,61.0,62.67,63.67,63.67,58.67,64.67,54.67,59.0,64.0,58.67,12.67,15.67,12.67,12.67,7.67,def
