name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Philipp Muntwiler,61.67,55.33,54.33,52.33,63.33,45.33,52.33,61.33,68.33,61.0,62.0,71.0,66.0,64.33,64.0,72.0,72.0,69.33,73.67,53.33,71.33,47.33,51.33,56.33,66.33,67.67,mid
Diego Ciccone,53.67,46.0,49.67,42.67,55.33,42.33,38.33,40.33,50.0,65.0,61.0,59.0,61.67,50.33,44.33,63.0,41.0,41.33,51.33,60.33,60.33,53.0,50.33,43.33,42.33,43.33,mid
Stjepan Kukuruzovic,63.0,61.0,55.0,47.0,67.0,38.0,59.0,63.0,66.0,70.0,68.0,69.0,65.0,65.0,65.0,81.0,60.0,68.0,55.0,35.0,70.0,59.0,52.0,45.0,49.0,37.0,mid
Nick von Niederhausern,58.5,47.0,33.0,54.0,49.0,47.0,43.0,36.0,46.0,63.5,70.0,57.0,73.0,46.0,60.0,65.0,73.0,35.0,73.0,64.0,26.0,52.0,41.0,61.0,61.0,58.0,mid
"Manuel Sutter,19",58.33,48.33,57.83,48.33,59.33,45.33,52.33,46.33,56.33,66.0,69.0,73.0,57.0,61.33,59.0,60.17,57.0,48.33,58.33,39.33,74.33,52.33,53.33,39.33,49.33,38.33,mid
Nicolas Hasler,56.0,42.75,39.75,47.75,61.25,35.75,34.75,32.75,58.25,54.0,61.0,63.0,72.0,49.75,59.0,51.0,56.0,32.75,64.75,59.75,32.75,61.75,46.75,43.75,59.25,53.75,mid
Daniel Kaufmann,57.0,29.0,20.0,54.0,45.0,27.0,29.0,35.0,44.0,59.0,53.0,32.0,52.0,36.0,52.0,62.0,69.0,27.0,54.0,54.0,33.0,39.0,43.0,55.0,63.0,61.0,mid
Dejan Janjatovic,65.75,62.25,47.5,62.5,71.75,55.75,65.5,58.5,69.0,66.0,68.0,61.0,50.0,64.25,53.0,64.0,80.0,61.5,67.0,62.5,63.25,74.0,59.5,62.5,58.5,49.5,mid
Joel Untersee,59.33,50.67,31.67,56.67,56.67,31.67,51.67,33.67,53.67,65.0,65.0,65.0,66.0,54.67,71.33,66.0,54.0,44.67,44.67,56.67,32.67,33.67,56.67,62.67,66.0,66.67,mid
Axel Borgmann,59.0,61.0,31.0,53.0,61.0,35.0,37.0,43.0,56.0,58.0,57.8,52.0,66.0,65.0,63.0,54.4,58.0,55.0,61.0,55.0,54.0,51.0,45.0,63.0,65.0,65.0,mid
