name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Jakub Szmatula,60.5,9.0,15.0,14.0,21.0,12.0,14.0,11.0,11.0,13.0,17.0,31.0,35.0,42.0,54.0,41.0,24.0,53.0,25.0,68.0,9.0,38.0,22.0,16.0,33.0,15.0,12.0,15.0,12.0,63.5,57.5,59.0,63.0,63.0,gk
Kamil Vacek,68.0,63.0,52.0,69.0,71.0,67.0,63.0,45.0,67.0,69.0,70.0,60.0,64.0,69.0,69.0,64.0,67.0,63.0,74.0,77.0,74.0,76.0,70.0,68.0,62.0,66.0,56.0,69.0,68.0,6.0,5.0,6.0,14.0,10.0,mid
Marcin Pietrowski,64.5,50.5,47.5,53.5,66.5,50.5,57.5,58.5,57.5,60.5,64.5,70.25,63.0,62.0,65.0,57.0,59.5,63.0,82.0,75.0,65.5,73.5,60.5,60.5,58.5,57.5,65.0,65.5,57.0,5.5,6.5,15.5,5.5,15.5,mid
Patrik Mraz,64.12,64.38,49.12,62.5,59.38,37.5,64.5,61.62,66.5,60.75,62.5,71.12,63.38,63.0,72.5,59.0,43.5,68.75,60.5,61.75,48.5,52.5,70.12,53.38,50.75,38.5,58.38,63.12,65.5,11.5,8.5,15.5,15.5,13.5,mid
Uros Korun,63.0,25.0,23.0,55.0,51.0,28.0,29.0,30.0,31.0,49.0,47.0,58.0,62.0,40.0,51.0,51.0,39.0,66.0,61.0,74.0,20.0,58.0,64.0,30.0,29.0,42.0,65.0,67.0,66.0,6.0,10.0,11.0,6.0,13.0,mid
Josip Barisic,59.67,38.0,67.33,66.67,49.33,55.0,49.67,43.67,32.67,36.0,50.67,56.67,60.0,55.0,54.67,56.67,61.67,73.0,59.33,73.0,61.67,55.33,21.0,56.0,44.67,65.67,21.0,22.33,23.0,6.67,9.67,6.67,13.67,11.67,for
Adrian Klepczynski,61.0,56.0,30.0,51.0,45.0,35.0,40.0,59.0,32.0,41.0,42.0,50.0,61.0,73.0,74.0,57.0,62.0,57.0,79.0,64.0,48.0,61.0,56.0,36.0,42.0,36.0,60.0,61.0,71.5,13.0,12.0,8.0,7.0,13.0,def
Martin Nespor,64.0,38.0,68.0,62.0,50.0,62.0,67.0,45.0,47.0,41.0,59.5,81.0,79.0,84.0,62.0,84.0,67.5,85.0,64.0,61.0,62.5,58.5,17.0,59.0,38.0,55.0,31.0,38.0,35.0,16.0,9.0,10.0,11.0,10.0,for
"Sasa Aleksander Zivec,26",63.67,65.33,59.67,58.67,62.67,49.67,64.33,52.67,31.67,61.67,64.67,75.33,75.33,79.67,49.67,81.33,62.67,60.33,61.67,54.0,60.33,42.67,31.67,63.67,63.67,58.67,24.0,25.33,25.33,7.67,7.67,12.67,12.67,9.67,mid
Mateusz Mak,64.75,62.25,63.25,52.25,60.25,58.25,63.75,54.25,55.25,61.25,62.75,82.0,83.0,90.75,65.25,81.5,57.25,64.0,56.0,42.5,59.25,42.25,40.25,58.25,65.75,50.25,40.75,43.25,43.75,6.25,14.25,9.25,11.25,12.25,mid
Bartosz Szeliga,60.5,61.5,56.5,31.5,62.5,62.0,58.5,48.5,41.5,52.5,61.5,77.5,80.5,68.0,48.5,71.0,57.5,53.0,72.0,70.0,54.5,49.5,49.5,52.5,48.5,49.5,58.5,61.5,50.5,12.5,6.5,12.5,11.5,8.5,mid
Gerard Badia,64.8,66.2,59.0,37.4,58.0,63.4,66.6,75.8,68.4,58.4,66.2,76.0,74.6,79.0,61.4,73.0,62.4,68.2,63.2,56.0,58.4,41.4,30.4,61.4,63.6,68.2,26.4,22.4,29.4,11.4,11.4,9.4,15.4,8.4,mid
Martin Bukata,51.0,54.0,30.0,48.0,58.0,40.0,45.0,42.0,39.0,56.0,42.0,68.0,63.0,56.0,56.0,71.0,59.0,56.0,61.0,46.0,40.0,53.0,45.0,55.0,45.0,40.0,49.0,48.0,54.0,13.0,9.0,7.0,7.0,15.0,mid
Radoslaw Murawski,63.6,57.6,41.6,57.6,67.6,41.6,61.6,54.6,36.6,61.4,65.8,71.0,71.0,75.0,54.6,75.0,61.6,80.4,78.0,57.4,48.6,72.6,57.0,50.6,64.8,46.6,60.6,64.8,60.6,8.6,8.6,15.6,13.6,5.6,mid
Kornel Osyra,63.0,24.0,41.5,62.0,57.0,43.5,32.0,23.0,31.0,53.0,53.0,58.0,60.0,39.0,49.0,58.0,39.5,71.0,75.0,70.0,32.0,55.0,65.0,27.5,44.0,40.0,66.0,68.0,61.0,9.0,8.0,16.0,15.0,15.0,mid
Hebert,63.0,36.5,23.5,66.5,37.0,34.5,29.5,26.5,27.5,33.5,34.5,55.5,58.5,42.0,60.5,43.0,50.5,63.5,59.0,83.5,29.5,65.0,64.5,25.5,29.5,30.5,63.5,66.5,58.5,12.5,13.5,9.5,12.5,14.5,def
Tomasz Mokwa,53.0,50.33,25.33,42.33,32.33,26.33,59.33,32.33,32.33,28.33,42.33,70.0,70.0,57.33,53.33,62.0,23.33,64.0,70.0,59.0,22.33,49.33,49.33,42.33,38.33,36.33,45.33,60.0,58.33,6.33,13.33,9.33,13.33,9.33,mid
