name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Konstantin Vassiljev,69.0,66.0,70.0,47.0,74.0,60.0,66.0,62.0,61.0,72.0,70.0,68.0,55.0,72.0,70.0,76.0,75.0,58.0,61.0,63.0,79.0,64.0,46.0,70.0,70.0,73.0,58.0,65.0,61.0,15.0,12.0,6.0,8.0,15.0,mid
Marek Wasiluk,63.0,63.0,29.0,73.0,46.0,29.0,45.0,29.0,57.0,59.0,44.0,52.0,55.0,52.0,48.0,34.0,68.0,33.0,78.0,86.0,63.0,41.0,76.0,48.0,34.0,34.0,63.0,61.0,78.0,13.0,13.0,16.0,9.0,16.0,def
Sebastian Madera,69.0,44.0,36.0,66.0,66.0,50.0,42.0,49.0,24.0,58.0,60.0,38.0,32.0,34.0,60.0,51.0,39.0,51.0,71.0,81.0,42.0,72.0,67.0,44.0,44.0,49.0,76.0,71.0,72.0,15.0,11.0,12.0,6.0,15.0,def
Piotr Grzelczak,65.33,65.67,64.33,61.33,58.33,78.33,67.33,62.0,49.33,50.33,67.33,74.0,66.0,73.0,56.33,52.0,75.67,57.0,74.0,79.67,69.0,60.67,44.67,70.33,55.67,48.67,29.67,31.67,21.67,10.67,11.67,14.67,13.67,13.67,for
Rafal Grzyb,65.5,64.5,35.5,55.5,63.5,57.5,57.5,56.5,21.0,67.5,56.0,72.0,71.0,75.0,57.0,77.0,67.5,78.5,73.0,71.0,66.5,69.5,81.5,63.5,55.5,51.5,60.5,62.5,68.5,7.5,12.5,10.5,7.5,9.5,for
Igors Tarasovs,60.67,48.33,45.67,63.67,63.0,38.33,46.33,36.33,39.33,54.33,55.67,67.0,69.0,49.33,56.33,56.67,53.67,72.0,63.0,77.67,47.0,50.33,50.67,59.33,54.33,52.33,58.33,59.67,60.33,6.33,13.33,8.33,11.33,8.33,def
Martin Baran,64.0,58.5,40.5,64.5,58.5,56.5,60.5,48.5,45.5,56.5,57.5,52.0,71.0,50.0,65.5,43.0,60.5,80.0,71.0,79.5,42.5,63.5,50.5,40.5,49.5,51.5,68.5,63.5,58.5,11.5,12.5,7.5,10.5,10.5,def
Lukasz Burliga,64.25,57.75,55.5,47.75,58.75,42.75,56.75,57.75,43.75,54.75,54.75,65.0,76.0,64.0,64.75,61.0,51.75,70.5,65.0,82.0,49.75,91.0,72.75,61.0,48.75,52.75,57.25,66.5,67.5,6.75,8.75,10.75,10.75,7.75,mid
Piotr Tomasik,59.0,62.5,40.0,47.0,55.0,51.5,50.0,41.0,42.0,55.5,53.0,65.0,59.0,65.0,62.5,71.0,45.5,50.5,70.0,67.5,40.0,55.0,58.0,54.5,67.5,49.0,60.0,59.0,61.5,10.5,5.5,6.5,14.5,13.5,def
Patryk Tuszynski,62.67,51.67,66.67,61.67,60.0,42.67,60.33,42.67,41.67,53.67,61.67,71.0,70.0,61.0,55.67,59.0,61.67,62.0,60.67,72.0,55.67,31.67,37.67,63.67,52.67,65.67,32.67,32.67,37.67,13.67,9.67,11.67,9.67,8.67,for
Fiodor Cernych,64.0,59.0,67.0,57.0,64.0,58.0,66.0,47.0,40.0,53.0,67.0,73.0,70.0,65.0,59.0,62.0,62.0,54.0,84.0,57.0,60.0,35.0,14.0,67.0,59.0,58.0,20.0,13.0,13.0,7.0,8.0,13.0,6.0,7.0,for
Nika Dzalamidze,66.83,64.67,63.33,60.67,58.67,62.67,71.67,38.67,57.67,57.67,66.33,89.0,85.0,84.0,64.67,85.0,53.67,83.0,52.0,54.5,60.67,59.67,41.67,67.83,63.67,49.67,21.67,33.67,34.67,6.67,9.67,5.67,14.67,8.67,mid
Guti,67.0,33.0,18.0,69.0,61.0,20.0,37.0,54.0,45.0,48.0,55.0,50.0,38.0,59.0,65.0,49.0,48.0,71.0,49.0,78.0,16.0,73.0,68.0,38.0,39.0,46.0,70.0,66.0,62.0,16.0,9.0,12.0,11.0,10.0,def
Krzysztof Baran,65.0,20.0,14.0,15.0,24.0,16.0,20.0,17.0,19.0,22.0,20.0,20.0,12.0,25.0,57.0,25.0,23.0,50.0,21.0,65.0,13.0,23.0,11.0,7.0,32.0,22.0,17.0,15.0,14.0,68.0,62.0,55.0,67.0,68.0,gk
Filip Modelski,67.0,49.0,30.0,60.0,59.0,26.0,45.0,30.0,40.0,54.0,55.0,80.0,73.0,76.0,67.0,72.0,33.0,70.0,77.0,63.0,28.0,67.0,54.0,45.0,40.0,52.0,72.0,75.0,76.0,14.0,15.0,8.0,12.0,6.0,def
Jacek Goralski,66.5,55.0,47.0,55.0,69.0,47.0,66.0,46.0,46.0,64.0,68.0,69.0,73.0,84.0,64.0,81.0,50.0,62.0,71.0,65.0,46.0,70.0,73.0,62.0,64.0,43.0,65.0,69.0,66.5,11.0,14.0,7.0,10.0,5.0,mid
Maciej Gajos,67.0,49.5,64.5,52.0,69.0,49.0,69.0,57.0,51.0,63.5,67.0,73.0,66.5,71.0,61.5,83.0,68.5,78.0,86.0,57.5,71.5,51.0,59.0,62.0,68.5,58.5,58.0,55.5,55.5,6.5,5.5,12.5,6.5,6.5,mid
Przemyslaw Frankowski,64.33,57.33,60.67,56.67,67.33,52.33,60.33,56.0,46.67,67.0,64.0,91.0,91.0,71.0,51.67,62.0,57.33,69.0,59.67,73.67,54.0,46.0,47.67,60.0,49.33,51.0,45.67,35.67,35.67,6.67,13.67,12.67,7.67,10.67,mid
Jonatan Straus,61.5,63.5,40.5,38.5,51.5,35.5,64.5,38.5,31.5,57.5,54.5,74.0,74.0,61.0,59.5,64.0,38.5,61.0,72.0,70.0,40.5,45.5,59.5,46.5,46.0,35.5,65.0,65.5,67.0,7.5,13.5,10.5,13.5,9.5,def
Karol Mackiewicz,60.0,62.86,55.43,47.14,56.43,53.57,63.86,47.57,41.57,55.14,62.14,80.57,80.0,83.43,53.29,75.29,51.57,65.57,53.57,36.29,46.86,49.29,37.14,41.0,48.71,49.57,33.71,30.14,31.71,13.29,7.29,10.29,8.29,12.29,mid
Bartlomiej Dragowski,68.67,22.0,18.5,19.0,33.83,18.5,22.5,18.5,22.5,29.83,21.5,46.0,41.33,33.0,68.0,54.0,21.5,57.0,34.0,56.0,21.5,22.0,23.0,20.0,40.17,25.5,21.5,20.5,20.5,66.67,64.83,67.0,70.5,73.83,gk
Karol Swiderski,52.0,43.78,53.0,47.44,50.44,53.11,54.78,50.11,30.44,44.33,52.44,62.0,56.0,72.0,54.44,77.78,58.11,54.0,64.0,44.67,52.33,30.78,27.78,43.89,49.44,68.44,21.44,21.0,21.89,13.44,11.44,10.44,11.44,6.44,for
Taras Romanczuk,55.33,44.33,31.33,54.33,61.33,34.33,51.33,37.33,35.33,58.33,52.33,61.0,51.0,58.0,49.33,58.0,57.33,63.0,55.67,65.0,39.33,59.33,44.33,49.33,45.33,46.33,60.33,58.33,58.33,14.33,13.33,11.33,7.33,8.33,mid
