name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Dalibor Pleva,59.25,60.0,57.0,46.0,58.25,35.0,49.0,33.0,61.0,71.0,65.0,65.0,64.0,58.0,60.0,61.0,52.0,55.0,75.0,59.0,58.0,59.0,48.0,53.0,61.0,63.0,mid
Dawid Plizga,66.0,63.0,63.0,46.0,62.0,66.0,65.0,61.67,66.0,81.0,82.0,74.0,75.0,65.0,77.0,78.0,58.0,59.0,33.0,39.0,63.0,69.0,71.0,27.0,44.0,25.0,mid
Mario Licka,61.5,58.0,49.0,58.0,66.5,57.0,44.0,48.0,56.0,49.0,62.0,63.0,49.0,65.0,59.0,49.0,62.0,63.0,60.0,58.0,69.0,78.0,63.0,47.0,62.0,59.0,mid
Bartlomiej Babiarz,65.0,64.75,49.75,53.75,69.5,56.25,60.75,62.25,59.25,70.0,76.0,80.5,88.5,59.0,80.0,78.25,32.5,62.25,73.0,66.75,63.5,65.75,53.75,64.5,63.25,54.75,mid
Tomasz Foszmanczyk,61.5,43.0,49.0,53.0,65.5,51.0,47.0,39.0,61.5,64.0,58.0,80.0,92.0,59.0,61.0,70.0,54.0,63.0,60.5,61.5,64.0,61.5,49.0,54.0,38.0,33.0,mid
Jakub Biskup,63.0,64.0,58.0,37.0,66.0,44.0,35.0,42.0,62.0,74.0,71.0,73.0,81.0,45.0,32.0,52.0,64.0,48.0,67.0,22.0,62.0,62.0,40.0,37.0,47.0,51.0,mid
Emil Drozdowicz,60.0,57.0,65.0,45.0,61.0,62.0,43.0,55.0,34.0,76.0,73.0,67.0,71.0,63.0,58.0,63.0,74.0,58.0,49.0,43.0,62.0,51.0,53.0,13.0,25.0,22.0,mid
Mateusz Kupczak,58.4,39.0,49.0,53.0,67.2,36.0,29.0,30.0,67.2,65.0,68.0,75.0,65.0,57.0,69.0,62.0,63.0,53.0,49.0,51.0,33.0,48.0,51.0,54.0,55.2,52.0,mid
Volodymyr Koval,57.0,32.0,61.0,58.0,47.0,43.0,37.0,28.0,30.0,72.0,70.0,70.0,76.0,53.0,61.0,71.0,49.0,58.0,27.0,15.0,55.0,43.0,63.0,13.0,18.0,15.0,mid
Bartlomiej Smuczynski,56.0,55.0,43.0,37.0,56.0,46.0,48.0,47.0,53.0,71.0,76.0,74.0,76.0,57.0,53.0,76.0,58.0,39.0,43.0,22.0,40.0,60.0,50.0,33.0,29.0,32.0,mid
