name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Nick Proschwitz,63.67,44.33,67.33,74.67,59.33,60.33,53.33,40.33,46.33,43.33,57.33,43.67,50.33,52.0,65.33,46.67,70.33,62.33,59.0,82.33,57.33,69.33,23.0,64.67,51.33,72.33,21.67,21.33,21.67,14.33,15.33,13.33,5.33,12.33,for
Sascha Kotysch,65.0,55.0,29.0,63.0,59.0,40.0,45.0,43.0,52.0,49.0,44.0,48.0,54.0,59.0,62.0,58.0,57.0,68.0,61.0,73.0,38.0,69.0,68.0,28.0,58.0,42.0,67.0,66.0,65.0,10.0,10.0,15.0,14.0,13.0,for
Yves De Winter,65.67,15.67,17.0,16.33,37.67,15.67,20.33,21.0,21.67,31.67,27.67,46.0,54.0,46.0,66.33,42.0,37.67,60.67,37.0,64.0,16.33,24.67,21.67,16.33,36.33,19.0,15.67,17.0,21.67,69.0,63.67,57.0,65.67,66.33,gk
Mohammed Tchite,68.0,57.0,68.0,66.0,61.0,71.0,65.0,46.0,48.0,47.0,62.0,79.0,83.0,81.0,71.0,75.0,72.0,84.0,70.0,58.0,70.0,43.0,28.0,71.0,68.0,71.0,15.0,19.0,17.0,12.0,10.0,7.0,12.0,16.0,for
Mamadou Bagayoko,65.0,63.0,21.0,52.0,56.0,26.0,64.0,27.0,33.0,51.0,68.0,70.0,71.0,67.0,57.0,76.0,31.0,66.0,72.0,53.0,25.0,71.0,63.0,56.0,36.0,45.0,68.0,66.0,70.0,7.0,12.0,8.0,6.0,9.0,mid
Ruben Fernandes,75.0,51.0,39.0,78.0,65.0,51.0,47.0,48.0,31.0,59.0,64.0,69.0,75.0,65.0,70.0,60.0,65.0,92.0,70.0,76.0,51.0,68.0,77.0,40.0,52.0,58.0,78.0,77.0,70.0,16.0,7.0,16.0,14.0,8.0,for
May Mahlangu,70.75,49.5,55.5,56.5,71.5,63.5,60.75,62.5,58.5,71.75,73.0,86.0,90.0,84.0,79.5,81.0,78.5,85.0,93.0,64.0,60.5,77.5,65.5,72.5,67.5,40.5,46.5,65.5,62.5,15.5,8.5,12.5,10.5,12.5,mid
Yaya Soumahoro,67.25,62.5,60.75,55.75,61.5,62.75,73.25,68.75,56.75,52.5,67.0,88.0,84.0,90.0,66.0,79.0,63.75,92.75,37.0,56.0,61.75,28.75,33.0,63.75,63.0,57.75,20.5,26.75,24.75,5.75,15.75,12.75,15.75,7.75,mid
Yuji Ono,68.0,56.5,54.5,58.5,66.5,61.5,70.5,59.5,57.5,61.5,73.5,81.5,77.5,85.0,64.0,85.0,60.5,60.5,62.0,40.0,65.5,58.5,31.0,64.5,69.5,60.5,21.5,20.5,22.5,14.5,8.5,8.5,10.5,12.5,mid
Yvan Erichot,66.0,47.0,28.0,64.0,48.0,24.0,38.0,28.0,34.0,38.0,53.0,71.0,77.0,57.0,59.0,50.0,53.0,85.0,74.0,82.0,27.0,74.0,63.0,27.0,35.0,53.0,66.0,65.0,63.0,15.0,13.0,7.0,11.0,11.0,mid
