name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Jeremy Perbet,71.75,30.5,81.0,71.12,56.5,67.5,57.25,54.75,35.5,41.5,60.5,63.25,63.5,63.75,78.12,61.75,72.5,68.75,69.25,72.75,70.5,45.5,23.5,81.5,53.5,72.75,19.0,21.0,20.0,7.5,8.5,7.5,14.5,6.5,for
Francisco Javier Martos,68.0,62.17,27.17,64.17,65.17,26.17,58.17,56.17,42.17,62.17,61.83,69.17,74.67,66.0,67.5,71.0,46.17,75.83,67.0,65.0,32.17,67.5,70.5,52.17,51.17,35.17,67.33,70.5,69.17,14.17,11.17,9.17,13.17,8.17,def
Karel Geraerts,68.67,64.0,65.0,75.67,68.0,62.33,58.33,47.33,58.33,66.0,64.33,51.0,57.0,61.33,72.0,62.0,73.33,71.0,81.33,77.0,68.0,77.0,71.33,75.67,67.0,64.33,58.33,67.0,65.67,13.33,5.33,13.33,12.33,15.33,mid
Nicolas Penneteau,72.0,18.0,17.0,22.0,32.5,20.0,19.5,15.5,17.0,22.5,28.5,42.0,49.0,38.0,62.5,41.0,19.0,57.5,30.0,64.0,18.0,21.0,22.5,18.0,35.5,20.0,17.5,18.0,18.0,72.5,70.5,74.5,75.5,73.5,gk
Francis N'Ganga,70.0,71.0,35.0,54.0,63.0,52.0,62.0,42.0,38.0,61.0,64.0,79.0,78.0,76.0,69.0,74.0,52.0,76.0,74.0,68.0,50.0,73.0,69.0,36.0,52.0,33.0,68.0,72.0,70.0,12.0,9.0,16.0,16.0,12.0,for
Sotiris Ninis,73.0,73.5,57.5,49.5,74.5,69.5,77.0,75.5,73.5,65.5,80.5,78.0,70.5,84.0,70.0,77.0,67.5,60.0,71.0,58.0,75.5,54.5,22.0,64.5,71.5,74.5,22.5,31.5,22.5,11.5,4.5,11.5,9.5,14.5,for
David Pollet,69.5,28.5,72.5,70.5,62.5,70.5,52.5,57.5,49.5,36.5,62.0,67.0,72.0,59.5,67.5,46.5,78.75,73.5,70.0,80.0,70.0,48.5,22.5,70.5,48.5,70.5,30.5,24.5,21.5,7.5,7.5,15.5,12.5,15.5,for
Damien Marcq,68.0,51.5,39.5,72.5,67.5,25.5,54.5,55.5,29.5,65.5,65.5,56.0,64.5,62.0,67.5,65.0,41.5,74.5,76.0,70.0,38.5,73.5,72.5,38.5,57.5,32.5,63.5,69.0,65.5,15.5,9.5,14.5,13.5,6.5,mid
Stergos Marinos,68.8,66.0,36.6,64.4,68.6,30.6,66.4,30.6,40.6,68.8,67.8,80.0,78.0,71.8,66.0,72.4,72.6,69.6,72.6,67.4,42.6,71.2,64.8,42.6,60.8,43.6,71.0,70.0,69.8,8.6,13.6,8.6,14.6,13.6,mid
Amara Baby,64.0,58.67,57.67,41.67,66.67,35.67,60.67,56.67,49.67,52.33,63.67,76.0,86.0,72.0,58.67,62.0,57.67,57.0,80.0,77.0,37.67,36.67,45.67,67.67,55.67,58.67,56.67,60.67,62.67,6.67,5.67,14.67,7.67,6.67,for
Dorian Dessoleil,58.0,32.0,24.0,61.0,53.0,22.0,36.0,27.0,31.0,48.0,48.0,51.0,47.0,57.0,56.0,60.0,46.0,53.0,54.0,59.0,32.0,62.0,57.0,24.0,38.0,35.0,60.0,62.0,58.0,9.0,16.0,12.0,7.0,13.0,def
Cristophe Diandy,66.0,60.25,42.25,65.0,65.0,51.25,65.25,53.25,56.25,62.25,67.25,67.0,71.0,70.0,65.25,64.0,60.25,69.5,81.0,73.5,52.25,63.25,66.5,51.25,56.25,54.25,62.0,65.75,63.75,13.25,9.25,13.25,8.25,8.25,for
Enes Saglik,66.86,67.57,56.57,37.43,68.29,63.57,70.29,70.0,67.86,67.29,70.0,73.0,66.29,78.29,65.0,85.0,69.43,67.14,63.0,53.71,68.71,46.0,64.43,61.29,66.29,64.14,42.43,55.71,53.71,6.43,11.43,11.43,15.43,15.43,mid
Parfait Mandanda,68.0,15.67,15.0,17.67,22.67,17.0,15.67,18.33,17.67,21.67,21.67,53.0,38.0,56.0,64.67,42.0,21.67,74.33,20.33,73.0,20.33,19.67,19.67,15.67,29.67,17.67,17.67,20.33,19.0,71.67,64.67,66.67,64.67,72.67,gk
Neeskens Kebano,72.0,68.0,70.29,56.43,69.29,66.29,75.57,69.14,69.14,63.14,73.71,83.0,79.71,79.86,70.43,85.0,71.86,79.71,68.86,68.0,69.57,49.43,37.43,71.14,71.0,70.0,24.43,26.43,20.43,14.43,11.43,15.43,14.43,14.43,for
Clinton Mata,60.67,59.33,52.33,32.33,56.33,45.33,65.33,38.33,41.33,54.33,62.33,82.33,84.0,74.0,52.0,68.33,65.33,71.67,56.67,58.0,58.33,59.33,23.0,51.67,53.33,48.33,22.67,22.33,21.33,9.33,9.33,6.33,9.33,9.33,mid
Clement Tainmont,68.71,71.57,61.0,39.14,69.71,65.0,65.71,64.29,67.14,66.71,68.86,67.71,77.86,70.86,65.29,62.0,68.71,57.29,76.86,69.0,67.0,63.14,38.14,68.29,65.86,53.0,44.14,51.14,43.14,9.14,6.14,6.14,7.14,8.14,mid
Sebastien Dewaest,70.17,38.67,30.67,72.83,53.0,21.67,27.67,32.67,38.67,48.67,52.67,50.5,61.33,41.0,66.0,38.0,56.5,58.33,70.0,85.5,30.67,75.0,68.33,21.67,37.67,39.67,71.0,72.33,68.5,15.67,6.67,11.67,15.67,9.67,def
