name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Ibrahima Conte,72.25,67.25,43.5,39.5,67.5,52.5,58.5,56.5,64.5,85.5,82.75,92.0,83.0,56.5,84.5,82.75,43.0,51.5,61.5,47.5,67.0,61.5,53.5,37.5,43.5,38.5,mid
Guillaume Gillet,72.56,72.56,72.0,76.56,73.56,69.0,64.56,64.56,69.56,69.67,72.89,67.0,60.0,72.56,78.0,83.0,76.0,71.56,70.33,69.33,76.0,72.56,68.56,66.56,69.56,76.56,mid
Steven Defour,76.33,70.67,64.67,61.33,78.67,63.33,69.33,69.0,76.67,68.33,67.33,72.67,79.33,73.33,72.33,82.33,66.0,71.67,78.67,80.33,71.33,76.0,69.67,70.0,73.33,69.0,mid
Filip Djuricic,75.0,65.5,69.12,49.5,75.12,68.5,77.5,68.5,67.5,78.5,77.62,78.62,78.0,66.5,73.0,64.0,61.0,62.5,44.5,37.5,66.5,75.5,68.5,23.5,34.5,42.5,mid
Andy Najar,73.0,70.4,60.8,61.4,69.4,57.4,69.4,62.4,66.4,83.2,80.2,86.2,87.8,65.4,78.0,85.8,62.0,62.4,63.4,67.4,66.8,66.4,65.4,66.4,67.4,68.4,mid
Imoh Ezekiel,73.89,61.33,75.67,68.89,66.22,70.89,63.22,46.22,46.22,87.56,91.0,87.89,89.44,76.67,92.22,77.33,62.78,65.22,55.0,22.22,72.33,68.33,62.22,22.56,33.22,24.22,mid
Stephane Badji,67.22,48.33,46.33,66.33,70.67,39.33,48.33,42.33,70.67,69.0,68.0,66.89,61.67,76.11,67.11,75.0,84.0,64.89,81.0,67.44,53.78,65.33,45.33,65.56,68.44,64.0,mid
Leander Dendoncker,68.55,61.64,53.45,69.09,71.73,54.45,58.27,64.0,68.64,66.0,71.73,65.27,63.36,76.09,69.27,77.18,68.82,69.64,66.45,68.55,62.55,65.64,43.27,62.91,68.73,65.91,mid
Youri Tielemans,74.33,73.0,59.87,56.27,76.67,69.6,72.87,73.27,79.07,67.13,66.73,75.47,77.47,78.8,67.93,73.73,62.47,75.27,66.0,68.27,63.27,75.6,74.2,63.27,71.27,68.27,mid
Dodi Lukebakio,62.0,66.0,56.0,26.0,63.0,58.0,54.0,49.0,61.0,83.0,78.0,87.0,76.0,63.0,68.0,54.0,35.0,62.0,58.0,28.0,51.0,57.0,45.0,22.0,31.0,33.0,mid
