name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Gary Coulibaly,66.67,58.67,54.67,63.67,70.67,51.67,57.67,59.67,52.67,65.67,65.67,64.33,66.67,67.0,64.67,61.0,64.67,70.33,76.0,82.0,59.67,70.0,67.67,49.67,66.67,58.67,61.0,69.0,60.0,11.67,11.67,6.67,5.67,10.67,mid
Milos Maric,65.75,64.5,54.5,59.5,67.25,65.0,65.0,67.5,71.0,69.75,67.5,55.5,45.0,60.0,64.0,76.0,83.25,60.75,73.5,76.0,67.5,71.5,65.75,56.5,62.5,65.75,56.5,63.5,60.5,13.5,6.5,5.5,14.5,13.5,mid
Steeven Langil,70.2,66.8,59.2,43.4,66.6,55.4,74.6,65.0,49.6,55.6,69.0,92.4,92.0,84.0,66.6,74.0,61.6,49.2,67.0,56.8,59.4,43.6,34.0,68.0,67.6,43.6,16.6,26.6,24.2,8.6,11.6,12.6,15.6,7.6,for
Livio Nabab,67.5,66.25,67.25,66.25,63.25,58.25,63.0,55.5,49.0,54.0,66.25,86.0,90.0,81.0,65.0,68.0,67.5,73.0,69.25,63.0,60.0,54.0,39.0,66.75,57.0,58.0,28.0,18.0,19.0,16.0,10.0,14.0,16.0,15.0,mid
Valtteri Moren,61.8,31.4,24.4,61.4,47.4,22.6,31.4,32.4,39.4,52.4,48.4,52.0,59.0,52.0,58.4,52.2,37.4,63.0,59.0,71.0,20.4,67.4,64.4,22.4,28.4,46.4,63.2,66.2,56.2,6.4,15.4,5.4,9.4,9.4,def
Jonathan Buatu Mananga,64.0,50.0,37.0,63.0,61.0,42.0,57.0,35.0,41.0,55.0,59.0,67.0,74.0,58.0,52.0,58.0,64.0,67.0,63.0,84.0,44.0,72.0,57.0,54.0,57.0,42.0,61.0,64.0,60.0,14.0,6.0,8.0,8.0,9.0,def
Laurent Henkinet,64.0,20.0,19.0,22.0,37.5,18.5,19.0,18.5,20.0,34.5,24.5,58.0,58.0,65.0,57.5,50.0,33.5,66.5,28.0,68.0,21.0,22.5,22.0,19.0,31.5,34.5,18.5,19.0,20.0,66.5,64.25,64.5,63.5,65.25,gk
Thibault Moulin,65.0,62.0,50.0,62.0,70.0,38.0,61.0,66.0,63.0,62.0,66.0,68.0,63.0,77.0,60.0,82.0,65.0,84.0,87.0,70.0,67.0,73.0,53.0,62.0,63.0,54.0,61.0,61.0,55.0,10.0,12.0,15.0,10.0,8.0,for
Zakaria M'Sila,59.67,57.33,48.0,45.67,62.0,48.67,68.67,56.67,44.67,55.33,65.0,68.33,64.0,74.67,56.67,73.67,57.33,56.33,41.67,56.67,52.67,41.33,30.0,54.33,55.0,53.33,28.67,34.67,23.67,12.67,15.67,10.67,7.67,13.67,for
Erdin Demir,66.0,70.0,37.0,54.0,64.0,53.0,68.0,69.0,54.0,59.0,71.0,79.0,78.0,71.0,74.0,76.0,69.0,63.0,78.0,58.0,52.0,65.0,58.0,57.0,55.0,48.0,55.0,63.0,61.0,13.0,13.0,11.0,7.0,7.0,def
Ousseynou Cisse,68.67,44.33,42.33,68.0,69.33,42.33,58.67,37.33,39.33,64.33,68.67,40.0,34.0,36.33,64.0,32.67,62.67,77.67,75.33,89.0,38.33,74.33,68.67,19.0,43.33,47.33,69.33,70.67,59.33,6.67,9.67,10.67,8.67,8.67,mid
Zinho Gano,62.57,48.0,63.86,65.57,52.0,54.0,60.0,43.86,47.57,36.57,61.43,54.71,70.43,47.0,59.57,32.0,62.86,57.71,61.71,82.57,56.71,58.0,27.57,63.29,40.43,58.57,21.0,28.57,19.86,11.57,12.57,7.57,10.57,8.57,for
Laurent Jans,66.0,65.0,22.0,57.0,65.0,27.0,64.0,53.0,43.0,58.0,62.0,75.0,74.0,73.0,60.0,67.0,64.0,72.0,79.0,62.0,38.0,65.5,62.0,57.0,58.0,49.0,65.0,66.0,66.0,11.0,8.0,11.0,15.0,12.0,def
Merveille Goblet,60.0,13.0,12.0,12.0,26.0,16.0,19.0,13.0,15.0,19.0,20.0,53.5,49.5,49.25,51.0,63.5,23.0,81.0,16.0,71.0,13.0,17.0,21.0,18.0,31.0,32.0,15.0,16.0,12.0,64.75,55.75,58.5,57.0,67.5,gk
Siebe Schrijvers,67.22,61.44,66.11,54.22,69.0,59.22,72.67,53.22,46.22,59.89,72.44,77.78,75.78,80.67,69.44,76.11,58.78,73.67,58.89,46.0,57.22,27.22,24.44,68.44,70.22,62.22,21.22,23.22,24.22,7.22,5.22,5.22,13.22,13.22,for
