name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Stijn De Smet,67.86,64.57,65.86,62.29,68.86,63.43,71.0,64.14,65.14,62.14,71.14,54.43,64.29,62.71,65.86,63.43,65.43,63.57,70.86,67.14,67.29,68.14,47.14,68.86,68.71,66.43,35.14,46.29,39.71,14.14,10.14,8.14,14.14,7.14,for
Herve Kage,68.57,65.57,56.71,57.0,61.71,56.43,75.86,62.71,60.43,58.43,71.71,83.0,79.14,85.57,66.43,79.29,71.43,74.57,65.43,62.29,63.43,73.43,54.43,63.43,65.43,54.43,56.43,57.43,58.43,9.43,15.43,15.43,10.43,8.43,for
Athanassios Papazoglou,68.0,51.0,69.0,75.0,64.0,64.0,57.0,53.0,62.0,52.0,67.0,55.0,62.0,37.0,65.0,31.0,73.0,59.0,70.0,90.0,62.0,69.0,43.0,70.0,62.0,61.0,22.0,11.0,15.0,16.0,11.0,8.0,14.0,13.0,for
Lucas van Eenoo,65.5,64.5,56.5,48.5,68.5,61.5,67.5,73.5,70.5,65.5,68.5,65.0,59.0,72.0,65.5,76.0,65.5,57.5,67.0,53.0,66.5,56.5,62.5,66.5,67.5,66.5,47.5,51.5,45.5,8.5,10.5,10.5,8.5,10.5,for
Elohim Rolland,67.0,52.0,57.0,59.0,72.5,63.0,71.0,54.0,47.0,65.0,67.5,63.5,62.5,61.0,69.0,66.0,69.0,64.0,74.0,70.0,71.0,74.0,63.0,65.0,71.0,42.0,57.0,65.0,64.5,8.0,6.0,5.0,15.0,6.0,for
Kristof D'Haene,65.0,60.33,54.33,27.33,59.33,53.33,71.33,53.33,51.33,57.33,63.33,77.0,72.33,83.0,65.33,90.67,59.33,63.67,66.0,43.0,57.33,57.0,53.67,62.33,57.33,52.33,49.33,54.33,55.33,6.33,15.33,13.33,11.33,13.33,for
Tomislav Kis,64.0,35.33,72.0,61.33,53.67,48.33,65.0,40.33,36.33,34.0,66.33,70.0,68.0,66.33,57.0,68.67,62.33,64.33,67.67,59.0,65.33,47.33,21.67,62.0,55.0,63.0,11.0,16.0,17.0,12.0,7.0,12.0,8.0,8.0,for
Michael Olaitan,68.33,63.0,70.67,48.0,68.0,62.0,73.67,44.0,55.0,68.0,73.0,83.0,80.0,79.0,66.0,73.0,66.0,61.0,67.0,67.0,64.0,54.0,23.0,70.67,66.33,58.0,39.0,34.0,36.0,16.0,11.0,15.0,11.0,7.0,for
Adam Marusic,67.6,64.4,64.4,56.4,63.4,62.6,71.2,57.4,47.4,62.4,70.4,74.0,81.2,62.8,63.8,69.2,69.6,65.6,73.6,74.8,69.4,63.6,42.4,66.4,62.0,57.4,33.4,37.4,35.4,7.4,8.4,6.4,9.4,9.4,for
Aboubakar Kamara,60.33,32.33,64.33,66.33,58.33,51.33,62.33,44.33,42.33,41.33,60.33,64.0,65.0,59.0,58.33,69.0,58.33,66.67,62.0,57.0,54.33,32.33,21.0,57.33,49.33,71.33,21.33,22.33,20.33,5.33,13.33,11.33,6.33,10.33,for
