name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Igor de Camargo,73.6,58.4,72.6,87.0,72.8,68.4,67.2,63.2,56.8,58.8,73.2,53.6,63.8,60.4,72.0,52.2,74.4,82.8,75.0,84.0,70.0,81.2,47.8,77.4,72.6,69.8,40.8,54.0,37.8,7.8,7.8,13.8,7.8,14.8,for
Thomas Buffel,70.91,73.91,69.64,52.36,69.73,68.09,71.64,66.73,66.36,70.27,73.64,67.55,68.09,70.0,66.82,71.45,63.55,60.64,71.18,57.55,66.27,61.36,58.36,69.73,73.55,70.36,42.36,51.36,46.36,12.36,7.36,7.36,14.36,14.36,for
Julien Gorius,71.29,69.29,67.29,57.29,72.29,71.86,69.0,75.0,75.57,74.14,72.14,59.86,57.0,64.29,70.0,66.43,74.0,63.43,75.43,66.43,76.0,57.43,69.29,73.71,75.0,83.29,43.57,55.14,56.29,5.29,9.29,11.29,6.29,9.29,for
Yoni Buyens,68.25,55.88,57.5,72.62,69.12,53.0,60.25,52.75,55.5,65.62,67.0,65.0,71.0,64.0,70.62,67.0,74.5,78.0,88.12,72.12,65.88,77.5,69.0,70.0,66.62,69.25,59.62,70.62,67.5,14.5,7.5,8.5,13.5,5.5,mid
Brian Hamalainen,68.67,70.67,26.0,63.0,66.67,62.0,65.0,69.0,71.0,65.0,66.0,81.0,76.33,65.67,69.33,70.0,71.0,76.0,70.67,73.67,57.0,67.0,63.0,44.0,59.0,57.0,69.67,69.67,67.67,7.0,7.0,16.0,6.0,6.0,def
Laszlo Koteles,71.2,18.4,17.2,17.8,21.4,17.2,20.8,21.4,19.0,23.6,21.6,51.0,43.0,46.0,76.6,38.0,23.6,66.0,26.0,78.0,18.4,33.6,19.6,17.8,31.6,43.6,19.0,19.0,19.0,74.6,69.8,66.0,63.8,76.8,gk
Nikos Karelis,71.5,68.5,73.5,55.5,65.5,61.5,73.0,60.5,62.5,61.5,72.5,81.0,77.0,73.0,69.5,84.0,78.5,62.0,68.0,78.0,71.5,72.5,26.5,71.5,61.5,66.5,24.5,30.5,35.5,8.5,7.5,11.5,12.5,6.5,for
Christian Kabasele,71.0,46.38,39.15,72.08,53.69,40.62,58.38,24.15,26.38,53.85,63.38,76.38,78.0,71.0,65.15,59.69,58.38,74.46,68.0,82.69,43.38,76.38,63.31,36.08,35.38,35.77,71.23,71.23,75.0,13.38,10.38,5.38,13.38,15.38,def
Derrick Tshimanga,72.4,65.6,53.6,62.6,65.6,51.6,73.4,51.6,47.6,61.6,71.4,89.2,89.6,83.0,71.6,85.2,65.6,87.8,79.6,71.8,52.6,76.6,68.2,63.6,58.6,47.6,71.0,71.6,74.0,13.6,15.6,5.6,5.6,7.6,def
Tornike Okriashvili,69.83,66.67,63.67,38.33,67.67,48.33,76.33,63.33,66.0,66.0,74.0,80.67,73.67,72.67,69.33,68.67,64.33,53.67,59.33,57.33,62.0,36.33,21.33,66.0,68.33,46.33,32.33,28.33,35.33,10.33,6.33,10.33,6.33,10.33,for
Kara Mbodji,73.75,48.5,44.5,76.5,63.5,49.75,54.0,44.5,54.5,62.75,66.5,69.5,78.0,52.0,70.5,42.0,80.75,84.0,81.0,88.5,58.5,79.0,73.25,46.5,56.5,71.5,72.25,71.25,69.5,10.5,6.5,15.5,8.5,11.5,def
Marco Bizot,69.67,21.67,18.33,19.0,27.67,17.0,16.33,21.67,18.33,32.67,31.67,47.0,47.0,50.0,70.67,40.0,25.67,71.67,36.0,70.0,17.67,34.67,19.0,17.0,33.0,35.67,17.0,16.33,17.67,75.0,65.67,55.67,67.33,73.0,gk
Neeskens Kebano,72.0,68.0,70.29,56.43,69.29,66.29,75.57,69.14,69.14,63.14,73.71,83.0,79.71,79.86,70.43,85.0,71.86,79.71,68.86,68.0,69.57,49.43,37.43,71.14,71.0,70.0,24.43,26.43,20.43,14.43,11.43,15.43,14.43,14.43,for
