name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Miguel Fidalgo,68.0,61.0,72.0,76.0,65.0,67.0,60.0,58.0,47.0,58.0,62.0,63.0,52.0,74.0,77.0,73.0,69.0,86.0,41.0,61.0,49.0,57.0,28.0,76.0,66.0,68.0,31.0,32.0,41.0,9.0,13.0,12.0,15.0,6.0,for
Paulo Monteiro,68.5,34.0,37.0,72.0,54.0,21.0,39.0,22.0,31.0,47.0,52.0,51.0,55.0,53.0,51.0,45.0,55.0,63.0,62.0,85.5,36.0,85.0,68.0,32.0,43.0,53.0,72.0,66.0,62.0,7.0,7.0,9.0,7.0,9.0,def
Renny Vega,67.0,20.0,12.0,16.0,23.0,24.0,13.0,16.0,18.0,33.0,18.0,57.0,52.0,54.0,55.0,62.0,22.0,61.0,43.0,58.0,10.0,42.0,25.0,20.0,55.0,21.0,13.0,17.0,14.0,70.0,65.0,74.0,65.0,73.0,gk
Edder Farias,62.33,29.0,70.0,64.67,49.33,61.67,55.67,35.0,28.0,42.33,55.67,54.33,58.0,53.0,55.33,53.0,71.0,64.33,57.0,74.33,53.67,47.0,23.0,63.33,58.0,64.0,20.0,22.0,13.0,13.0,9.0,14.0,9.0,11.0,for
Elio Martins,72.0,66.0,69.0,74.0,68.0,69.0,72.0,58.0,46.0,63.0,75.0,69.0,55.0,75.0,71.0,60.0,81.0,72.0,71.0,76.0,74.0,76.0,55.0,77.0,59.0,62.0,48.0,53.0,60.0,11.0,10.0,9.0,10.0,11.0,for
Breitner,70.0,68.0,51.0,42.0,70.0,50.0,72.0,82.0,74.0,72.0,78.0,80.75,74.0,85.0,66.0,89.0,73.0,62.0,55.0,33.0,69.0,45.0,25.0,63.0,70.0,58.0,18.0,23.0,33.0,6.0,6.0,12.0,13.0,14.0,for
William Soares,67.0,47.0,49.0,60.0,65.0,45.0,62.0,60.0,47.0,63.0,64.0,65.0,63.0,62.0,63.0,65.0,62.0,75.0,87.0,73.0,68.0,80.5,64.0,58.0,61.0,49.0,60.0,67.0,69.0,15.0,8.0,16.0,14.0,12.0,mid
Danilo Dias,74.67,72.0,67.67,58.0,73.67,77.0,78.67,78.0,73.0,72.0,78.0,78.33,77.0,84.33,74.67,82.0,73.0,63.0,64.33,54.0,74.67,64.0,35.0,72.0,73.0,57.0,31.0,34.0,23.0,11.0,6.0,8.0,8.0,6.0,for
Joaozinho,71.67,77.0,43.0,56.0,66.67,37.0,72.67,57.0,75.0,72.0,71.67,78.0,74.0,73.0,66.0,68.0,74.0,53.0,76.67,60.0,70.0,71.67,68.67,62.0,64.0,39.0,70.67,76.0,72.0,14.0,8.0,12.0,14.0,7.0,def
Ruben Andrade,68.0,74.0,60.0,54.0,72.0,59.0,67.0,76.0,75.0,69.0,72.0,63.0,53.0,66.0,67.0,74.0,72.0,57.0,69.0,65.0,68.0,57.0,55.0,72.0,69.0,66.0,40.0,51.0,50.0,9.0,16.0,9.0,13.0,7.0,mid
Diego Galo,69.0,35.33,22.33,68.33,55.33,33.33,33.33,32.33,26.33,38.33,53.33,55.0,65.67,57.0,65.33,56.0,42.33,89.33,64.0,74.0,25.33,68.33,71.33,27.33,28.33,42.33,70.0,73.0,66.0,7.33,11.33,6.33,7.33,12.33,def
Paulinho,66.5,62.0,31.5,47.5,59.5,33.5,63.5,38.5,37.5,45.5,64.0,80.5,80.0,77.5,63.5,79.0,44.5,57.0,74.5,52.0,34.5,63.5,66.5,51.5,42.5,46.5,65.5,70.5,70.0,8.5,11.5,5.5,10.5,9.5,def
Rafael,59.0,53.33,35.33,45.33,57.33,46.33,58.33,41.33,42.33,52.33,57.33,70.33,70.0,66.0,56.33,76.0,66.33,71.0,68.0,62.67,57.33,59.33,54.33,45.33,58.33,36.33,56.33,61.0,63.33,12.33,8.33,6.33,7.33,7.33,gk
Jhonder Cadiz,57.0,28.0,61.0,71.0,52.0,53.0,50.0,34.0,26.0,34.0,59.0,51.0,51.0,45.0,51.0,51.0,61.0,69.0,57.0,56.0,56.0,57.0,24.0,51.0,46.0,61.0,22.0,27.0,24.0,9.0,10.0,7.0,9.0,6.0,for
Abdullahi Shehu,71.0,70.0,36.0,59.0,76.0,40.0,65.0,51.0,47.0,74.0,70.0,75.0,77.33,66.0,72.0,65.0,59.0,75.0,82.0,69.0,48.0,68.0,70.0,57.0,62.0,51.0,59.0,68.0,72.0,9.0,16.0,14.0,11.0,15.0,mid
Andre Moreira,70.25,14.0,15.0,12.0,24.0,12.0,12.0,17.0,15.0,25.0,17.0,47.0,49.0,35.0,59.0,45.0,22.0,51.0,42.0,71.0,17.0,27.0,19.0,13.0,49.0,24.0,12.0,17.0,21.0,69.0,71.0,68.0,74.25,73.25,gk
Raul Gudino,68.75,21.0,17.0,15.0,24.0,14.0,21.0,20.0,18.0,22.0,23.0,45.0,49.0,31.0,68.0,39.0,20.0,51.0,40.0,75.0,12.0,34.0,21.0,14.0,51.0,11.0,14.0,14.0,19.0,72.75,63.75,60.0,68.0,75.0,gk
Gian Martins,65.5,57.0,48.0,53.0,71.25,46.0,73.0,52.0,51.0,70.0,68.75,85.25,76.0,79.0,65.25,82.75,65.0,68.0,78.0,74.75,57.0,84.25,52.0,56.0,58.0,60.0,46.0,58.0,53.0,11.0,14.0,13.0,6.0,10.0,mid
Amilton,71.25,67.0,69.0,43.0,59.0,55.0,74.75,65.0,42.0,42.0,69.25,89.0,90.0,65.5,68.0,80.0,80.0,47.0,74.0,57.5,61.0,70.25,41.0,74.25,58.0,62.0,27.0,27.0,30.0,14.0,12.0,9.0,5.0,11.0,for
