name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Nikola Vukcevic,72.75,52.0,38.0,66.0,78.0,48.0,56.0,40.0,67.0,66.0,63.0,61.0,60.0,67.0,87.0,81.0,73.5,61.0,81.0,74.0,57.75,64.5,53.0,72.0,76.0,58.0,mid
Alan,74.5,76.5,65.5,59.5,77.5,64.5,80.5,78.5,77.5,64.33,58.83,71.0,65.0,78.5,68.0,64.0,70.0,75.5,68.5,49.0,73.5,77.83,81.83,46.5,53.5,43.5,mid
Aaron Niguez,70.62,64.0,66.75,53.75,64.12,60.75,65.75,62.5,60.12,81.0,78.0,81.0,82.75,68.5,69.25,73.0,50.75,63.0,44.75,44.75,69.75,62.12,66.75,35.75,30.75,36.75,mid
Josue,75.55,73.55,70.36,54.36,76.91,54.82,75.82,72.64,73.27,73.0,70.36,78.55,81.27,78.82,52.0,78.91,64.0,77.64,81.18,53.45,72.36,75.73,74.0,55.36,58.36,45.36,mid
Luiz Carlos,73.75,62.5,49.62,68.62,73.38,60.62,53.62,44.62,71.88,70.0,68.0,73.88,80.38,68.12,90.0,90.25,66.0,67.88,83.5,73.38,67.62,68.25,57.62,70.88,75.5,73.75,mid
Mauro,73.75,63.25,39.0,67.0,75.0,49.0,60.25,49.0,71.0,67.0,69.0,69.25,68.75,60.0,78.5,76.0,69.0,52.0,79.0,76.0,56.0,66.0,50.0,74.0,77.5,72.0,mid
Pedro Santos,72.62,68.25,66.38,59.38,67.38,54.38,77.12,69.0,64.5,84.75,83.25,83.62,82.75,71.38,72.0,69.75,48.25,71.38,38.38,33.38,71.88,65.38,65.38,22.38,28.38,25.38,mid
Joan Roman,71.0,59.0,63.0,46.0,74.0,46.0,63.0,62.0,68.0,80.0,76.0,83.0,87.0,64.0,63.0,67.0,48.0,59.0,44.0,51.0,65.0,75.0,55.0,40.0,50.0,45.0,mid
Filipe Augusto,72.5,55.75,45.75,59.75,74.62,52.75,58.75,51.75,71.38,67.0,74.0,73.0,66.0,75.75,62.0,79.5,68.0,64.75,71.75,70.75,63.75,73.12,57.25,59.75,69.75,60.75,mid
Alef,65.67,41.67,36.67,62.0,67.33,40.67,45.0,48.67,68.67,61.67,58.33,55.67,56.33,59.33,64.67,65.67,73.67,42.0,69.67,61.67,49.67,53.0,49.67,65.67,72.0,68.33,mid
Rafa Silva,77.0,69.12,64.62,58.0,73.5,61.5,74.5,55.5,64.5,90.0,92.0,88.5,86.5,70.5,65.0,71.0,30.0,63.5,42.0,32.5,73.5,75.0,58.5,22.5,37.5,35.5,mid
