id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
23947,Goncalo Brandao,71.5,60.5,24.5,69.5,63.5,35.5,52.5,48.5,62.5,51.5,60.0,66.0,67.5,56.0,65.5,65.0,63.5,76.0,68.0,80.0,47.5,73.0,75.0,38.5,38.5,54.5,72.0,71.0,71.5,14.5,9.5,10.5,9.5,14.5,def
24385,Abel Aguilar,73.0,56.6,58.6,72.6,74.6,50.6,64.6,60.6,61.6,68.6,70.0,46.8,42.8,56.0,71.2,54.0,70.6,67.0,75.4,77.6,59.6,83.6,77.0,67.6,70.0,58.6,66.2,77.8,60.6,11.6,10.6,14.6,5.6,10.6,mid
24932,Tonel,72.0,51.0,53.0,73.0,62.0,51.0,51.0,47.0,44.0,61.0,55.0,58.0,54.0,60.0,68.0,60.0,65.0,85.0,45.0,74.0,54.0,74.0,73.0,35.0,49.0,60.0,71.0,75.0,74.0,16.0,10.0,12.0,11.0,9.0,def
37548,Carlos Martins,74.375,76.625,62.5,52.5,79.25,78.5,74.5,79.5,76.625,80.5,78.5,53.5,51.375,72.0,73.0,78.0,85.625,65.0,42.5,49.0,81.125,78.5,61.5,70.0,78.625,77.5,44.5,54.5,50.5,5.5,11.5,13.5,8.5,13.5,mid
40959,Hugo Ventura,70.6,20.2,20.2,19.4,30.4,21.4,19.8,19.4,20.2,32.4,27.6,44.0,40.0,52.0,69.6,57.0,31.2,77.0,31.0,65.0,21.4,34.4,22.4,20.6,34.2,28.4,19.4,21.8,21.8,71.8,67.4,70.2,68.2,74.2,gk
163827,Ricardo Dias,65.75,46.25,41.25,63.25,68.25,38.25,67.25,44.25,44.25,64.0,63.75,59.25,63.25,60.75,61.25,59.0,61.25,55.0,69.0,73.25,48.25,71.25,69.25,54.25,58.25,47.25,64.75,67.25,61.25,13.25,10.25,10.25,6.25,8.25,mid
164128,Miguel Rosa,75.8333333333,75.3333333333,70.0,64.1666666667,76.3333333333,65.3333333333,77.6666666667,78.0,78.3333333333,72.6666666667,80.0,76.6666666667,74.3333333333,77.5,78.1666666667,74.0,83.0,60.0,72.8333333333,62.0,77.6666666667,70.6666666667,47.6666666667,75.1666666667,73.6666666667,58.6666666667,31.6666666667,40.6666666667,33.6666666667,5.66666666667,12.6666666667,5.66666666667,12.6666666667,15.6666666667,for
172875,Abel Issa Camara,69.0,68.0,70.0,67.0,60.0,54.0,69.0,65.0,40.0,51.0,65.0,66.0,76.0,68.0,67.0,61.0,75.0,80.0,75.0,75.0,74.0,66.0,12.0,67.0,60.0,69.0,14.0,17.0,20.0,7.0,9.0,8.0,13.0,8.0,for
191774,Ruben Pinto,67.75,61.25,59.625,60.75,70.875,62.375,68.875,65.25,60.25,67.375,70.625,70.0,68.0,71.0,65.5,71.0,71.375,64.5,73.625,65.75,66.375,75.125,65.375,61.5,66.5,61.75,57.625,63.25,62.75,10.375,8.375,5.375,8.375,13.375,mid
195809,Fabio Nunes,65.0,65.3333333333,62.6666666667,42.6666666667,63.6666666667,60.6666666667,66.6666666667,62.0,56.6666666667,61.6666666667,65.6666666667,74.3333333333,71.0,74.0,56.0,75.0,66.6666666667,53.0,64.0,61.0,53.6666666667,42.6666666667,32.3333333333,61.6666666667,64.6666666667,57.6666666667,39.0,40.3333333333,35.0,13.6666666667,10.6666666667,9.66666666667,10.6666666667,10.6666666667,def
