name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Ricardo,74.0,58.0,23.0,61.0,62.0,37.0,54.0,41.0,47.0,58.0,63.0,66.0,53.0,64.0,67.0,68.0,73.0,77.0,44.0,79.0,32.0,83.0,79.0,36.0,39.0,30.0,78.0,80.0,72.0,7.0,13.0,12.0,14.0,9.0,def
Cicero,69.0,52.0,70.0,75.0,60.0,60.0,64.0,48.0,50.0,49.0,69.0,50.0,68.0,64.0,62.0,65.0,75.0,70.0,78.0,85.5,64.0,78.0,25.0,74.0,61.0,74.0,39.0,34.0,40.0,16.0,12.0,10.0,15.0,14.0,for
Manuel Jose,70.25,75.5,64.75,51.0,73.5,60.0,73.0,71.0,71.0,69.0,74.0,64.0,63.75,60.0,70.5,70.0,85.0,61.0,49.5,68.0,67.75,74.0,60.0,72.0,69.75,77.0,41.0,57.0,51.0,9.0,6.0,10.0,16.0,12.0,mid
Pele,71.4,66.0,46.67,65.73,74.07,53.33,69.07,64.47,57.73,70.67,73.0,75.0,69.0,76.47,70.93,63.0,72.47,71.0,75.93,76.27,65.4,76.27,71.27,62.4,61.13,74.0,66.93,69.2,66.4,13.47,11.47,9.47,11.47,4.47,mid
Rodrigo Antonio,65.0,59.0,35.0,53.0,65.0,27.0,50.0,61.0,63.0,60.0,62.0,67.0,69.0,72.0,70.0,65.0,55.0,80.0,67.0,65.0,38.0,68.0,67.0,51.0,51.0,57.0,65.0,66.0,68.0,11.0,10.0,6.0,13.0,7.0,mid
Marafona,69.0,19.0,21.5,19.0,31.5,22.0,21.5,22.0,21.0,37.5,23.0,36.0,37.0,49.0,61.5,35.0,29.0,53.0,29.0,60.0,20.5,40.5,20.5,19.0,36.5,32.5,18.5,18.5,19.0,68.5,67.5,68.5,72.5,70.5,gk
Bruno Moreira,70.6,43.6,76.6,75.6,67.6,69.6,66.6,39.6,39.6,45.6,69.6,61.0,55.0,58.0,67.6,56.0,76.6,69.0,51.4,72.0,59.6,57.2,23.6,72.6,52.6,66.6,25.6,28.6,25.6,9.6,9.6,7.6,10.6,7.6,for
Joao Silva,68.0,27.67,69.67,73.67,39.67,69.67,61.67,37.67,29.67,28.67,71.67,65.0,69.0,59.0,64.67,59.0,67.67,69.0,69.0,79.0,54.67,40.0,15.67,72.67,45.67,67.67,16.33,19.0,21.67,9.67,13.67,6.67,5.67,12.67,for
Marco Baixinho,68.0,28.0,23.0,59.0,44.0,28.0,34.0,29.0,29.0,26.0,55.0,57.0,61.0,47.0,52.0,52.0,72.0,71.0,61.0,80.33,28.0,74.0,72.0,31.0,32.0,41.0,71.0,73.0,70.0,6.0,12.0,15.0,5.0,14.0,mid
Romeu Rocha,64.75,49.5,51.5,63.5,62.5,29.5,49.5,52.5,63.5,63.5,60.5,49.0,53.5,52.0,58.5,66.0,61.5,75.0,69.5,74.0,46.5,74.5,70.0,44.5,46.5,40.5,66.5,67.5,61.5,10.5,11.5,8.5,10.5,8.5,mid
Minhoca,71.67,69.67,58.33,43.67,75.0,56.67,77.33,64.67,48.67,66.67,75.33,74.0,73.0,86.67,63.67,82.0,71.67,53.0,66.67,52.0,60.67,45.67,29.67,66.67,76.67,59.67,40.67,40.67,36.67,10.67,13.67,7.67,9.67,8.67,mid
Helder Lopes,72.0,75.0,52.0,60.0,67.0,45.0,73.0,57.0,72.4,58.0,74.0,77.4,80.0,75.0,67.4,73.0,74.0,57.0,78.2,58.0,71.0,66.0,67.0,71.0,59.0,40.0,70.0,75.4,72.0,7.0,9.0,12.0,14.0,14.0,def
Fabio Cardoso,67.67,31.5,21.5,67.0,58.5,28.5,51.0,36.5,28.5,46.5,60.17,64.0,65.67,54.0,60.0,57.0,50.5,72.0,67.67,71.83,24.5,71.5,69.17,34.5,40.5,38.5,66.33,72.0,67.5,6.5,13.5,11.5,14.5,7.5,def
Fabio Martins,69.71,65.71,64.43,61.57,66.43,60.14,75.86,68.71,46.43,64.29,76.57,75.14,77.29,77.57,66.29,71.0,71.29,66.57,69.0,65.0,62.29,48.43,37.43,62.71,61.57,63.57,29.43,42.43,48.0,8.43,14.43,6.43,12.43,8.43,mid
Joao Gois,67.0,56.0,31.0,66.0,53.0,34.0,62.0,45.0,38.0,42.0,65.0,68.0,69.0,65.0,51.0,78.0,71.0,58.0,81.5,53.0,34.0,69.0,68.0,50.0,39.0,47.0,70.0,73.0,73.0,14.0,8.0,12.0,6.0,8.0,def
