name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Artur,72.33,75.17,63.5,54.5,74.17,61.5,74.5,80.17,77.17,64.5,76.5,75.0,68.0,76.0,71.83,75.67,75.5,68.0,71.5,57.67,71.83,60.5,46.5,65.5,73.83,69.5,49.83,44.67,39.5,8.5,7.5,14.5,12.5,12.5,for
Rui Sacramento,64.0,16.0,17.0,12.0,25.0,8.0,15.0,13.0,11.0,21.0,23.0,42.0,36.0,53.0,68.0,45.0,25.0,57.0,38.0,71.0,19.0,31.0,13.0,11.0,36.0,16.0,13.0,18.0,19.0,64.0,62.0,54.0,66.0,66.0,gk
Nuno Coelho,69.6,54.8,32.8,64.2,68.8,42.8,56.8,46.8,38.8,64.8,64.8,68.4,67.8,64.0,66.6,67.0,57.8,81.0,82.0,68.0,51.8,80.2,72.6,46.8,54.8,45.8,69.4,71.8,67.4,7.8,13.8,11.8,13.8,6.8,mid
Rafael Bracalli,74.0,10.0,14.0,10.0,38.0,19.0,14.0,15.0,11.0,36.0,29.0,37.0,43.0,64.0,73.0,68.0,15.0,79.0,33.0,64.0,17.0,29.0,21.0,12.0,45.0,23.0,12.0,14.0,17.0,73.0,72.67,61.0,77.33,75.67,gk
David Simao,73.6,75.2,64.0,60.0,78.0,63.0,74.2,76.4,76.2,75.2,76.2,69.0,68.0,68.0,77.0,62.0,82.0,69.0,79.2,76.0,79.2,73.0,50.0,67.0,78.0,80.4,49.0,55.8,41.0,11.0,16.0,8.0,16.0,14.0,mid
Jose Velazquez,69.0,63.0,60.0,62.0,63.0,60.0,66.0,33.0,30.0,69.0,64.0,68.67,65.0,61.0,67.0,59.0,26.0,74.0,60.0,71.0,22.0,68.0,71.0,32.0,53.0,37.0,68.0,73.0,69.0,8.0,7.0,13.0,11.0,15.0,def
Nuno Valente,66.0,59.0,56.0,53.0,70.0,50.0,68.0,60.0,51.0,66.0,69.0,72.0,69.0,74.0,64.0,75.0,68.0,73.0,74.0,59.0,63.0,47.0,55.0,63.0,69.0,73.0,48.0,50.0,52.0,11.0,10.0,15.0,14.0,6.0,mid
Zequinha,70.0,65.6,65.8,64.4,64.6,62.6,73.6,72.6,61.6,56.2,71.4,75.0,81.0,73.0,66.6,75.0,74.2,66.2,69.0,59.0,72.2,53.6,25.6,67.6,63.4,66.2,28.6,37.6,38.6,11.6,11.6,8.6,15.6,7.6,for
Lima,69.8,73.0,35.0,44.0,67.0,33.0,69.0,73.0,76.0,70.0,70.0,77.0,77.0,76.0,59.0,70.0,81.2,76.0,73.4,60.0,77.0,62.0,71.0,67.0,57.0,56.0,69.0,70.0,72.0,11.0,10.0,12.0,16.0,11.0,def
Nildo Petrolina,72.33,65.83,57.33,71.5,66.5,60.83,75.0,72.83,68.83,64.83,71.5,89.5,81.83,82.83,74.33,79.0,77.17,72.0,92.67,50.0,72.17,60.83,58.83,74.5,64.83,56.83,53.5,54.83,53.83,14.83,14.83,12.83,14.83,11.83,for
Roberto,70.29,45.71,74.57,74.71,59.71,64.71,67.0,46.71,37.71,42.71,69.86,67.14,73.14,70.0,68.71,69.0,74.14,80.29,65.14,62.71,57.71,31.71,18.57,71.71,52.71,64.71,20.71,20.71,20.71,12.71,6.71,11.71,13.71,9.71,for
Maurides,64.67,27.0,69.67,71.0,59.0,59.0,56.0,37.0,36.0,40.0,60.0,58.33,49.0,53.0,62.0,48.0,74.33,56.0,43.33,77.33,61.0,75.0,23.0,63.67,51.0,66.0,26.0,23.0,29.0,13.0,10.0,10.0,14.0,12.0,for
Tomas Dabo,66.25,62.0,33.0,51.0,60.0,35.0,65.0,41.0,40.0,51.0,64.0,72.5,78.0,74.0,62.0,77.0,42.0,74.0,76.0,43.5,30.0,76.0,62.0,52.0,47.0,44.0,62.0,69.0,71.0,10.0,15.0,8.0,13.0,9.0,def
Ivo Rodrigues,66.33,60.67,66.67,47.33,59.67,55.33,71.33,58.33,50.33,45.67,68.67,72.33,77.0,71.0,64.67,68.0,73.0,50.0,67.0,58.33,61.33,55.56,24.67,66.33,62.0,73.56,26.33,29.0,24.89,7.33,6.33,15.33,10.33,12.33,for
Gege,68.43,56.57,29.57,64.57,59.86,28.57,43.43,39.57,30.57,49.57,55.14,69.29,71.0,61.0,59.71,68.0,43.57,90.0,66.0,76.57,29.57,78.71,66.71,35.57,42.57,43.57,68.14,71.0,64.57,13.57,9.57,11.57,7.57,8.57,def
Nelson Barbosa,67.0,67.0,31.0,48.0,61.0,36.0,69.0,54.0,33.0,47.0,67.0,76.0,74.0,71.0,67.0,75.0,49.0,62.0,75.0,52.0,36.0,80.0,65.0,56.0,43.0,46.0,66.0,70.0,67.0,12.0,7.0,9.0,10.0,6.0,def
Hugo Basto,63.0,26.6,27.6,54.6,48.6,35.6,47.6,27.6,30.6,37.6,48.6,63.0,66.2,45.0,57.6,50.0,61.6,66.0,64.0,69.2,41.8,59.4,64.0,30.6,32.6,45.6,61.2,74.8,63.8,11.6,9.6,11.6,12.6,13.6,def
Jailson,68.0,63.0,29.0,47.0,59.0,34.0,70.0,42.0,36.0,37.0,65.0,80.0,76.0,86.0,60.0,83.0,36.0,74.0,81.5,40.0,32.0,58.0,68.0,47.0,49.0,47.0,60.0,69.0,75.0,10.0,7.0,9.0,14.0,15.0,def
Jubal,66.0,29.0,22.0,71.0,40.0,30.0,36.0,36.0,27.0,35.0,45.0,64.0,63.0,51.0,57.0,39.0,42.0,73.0,59.0,73.0,25.0,65.0,64.0,30.0,32.0,48.0,70.0,71.0,68.0,12.0,12.0,11.0,9.0,8.0,def
