name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Pedro Moreira,68.57,49.57,57.57,66.57,73.57,49.57,65.57,67.57,49.57,67.57,69.57,61.0,65.0,57.0,68.57,63.0,73.57,66.0,76.86,70.86,65.57,78.86,75.57,58.57,65.57,50.57,68.57,71.57,72.57,13.57,11.57,13.57,10.57,11.57,mid
Cassio,72.0,20.33,20.33,20.67,24.33,21.33,20.67,20.67,21.0,21.33,21.33,42.0,49.0,55.0,73.33,48.0,23.33,75.0,39.0,66.0,20.33,39.33,21.33,21.0,36.67,23.33,22.0,22.33,21.33,75.0,67.67,68.33,72.0,75.0,gk
Ukra,72.33,76.17,63.5,60.5,66.83,67.5,76.5,73.67,71.5,64.5,74.5,76.0,78.0,80.0,69.5,72.0,74.5,73.0,67.0,56.0,68.5,64.5,29.5,68.0,65.5,66.83,20.5,21.5,24.5,15.5,7.5,5.5,15.5,9.5,for
Helder Postiga,74.0,60.0,71.5,77.0,63.0,76.5,70.5,62.0,54.0,50.0,74.5,70.0,72.0,76.0,75.0,66.0,77.5,86.0,78.0,72.0,62.0,72.0,33.0,83.0,68.0,73.0,27.0,30.0,29.0,12.0,8.0,11.0,16.0,14.0,for
Renan Bressan,71.86,74.57,58.71,40.71,74.86,61.86,72.14,71.71,76.71,71.43,77.0,66.0,61.0,65.0,72.0,66.0,72.14,54.0,53.29,58.86,68.43,35.71,44.71,71.57,76.14,57.71,30.71,43.71,49.71,12.71,9.71,13.71,9.71,8.71,mid
Helder Tiago Guedes,66.83,56.5,68.5,62.17,58.5,65.0,64.67,43.83,48.5,43.5,64.17,68.0,77.0,76.0,73.83,66.0,67.5,71.5,59.5,66.0,52.17,51.17,24.5,68.33,67.67,75.33,23.5,27.33,24.67,13.5,7.5,12.5,11.5,5.5,for
Pedrinho,71.0,67.0,34.0,59.0,68.0,56.0,59.0,51.0,46.0,65.0,72.0,68.0,67.0,76.0,74.0,77.0,61.0,70.0,73.0,67.0,45.0,73.0,69.0,53.0,55.0,47.0,72.0,74.0,74.0,9.0,16.0,15.0,13.0,11.0,def
Edimar Fraga,70.62,74.62,48.25,58.25,63.88,52.25,63.0,59.25,73.25,60.25,67.62,76.25,77.75,72.25,70.5,73.75,69.5,72.75,84.75,68.75,55.25,68.25,71.25,64.25,49.25,59.25,63.75,69.75,74.5,7.25,15.25,9.25,12.25,11.25,def
Andre Vilas Boas,67.0,50.29,35.29,63.29,64.29,35.29,56.29,53.29,50.29,63.29,63.29,54.0,55.0,60.0,61.29,61.0,50.29,75.0,67.14,77.29,49.29,69.29,68.43,35.29,41.29,53.29,67.0,67.29,63.0,8.29,15.29,9.29,14.29,6.29,def
Tarantini,73.67,60.67,67.67,79.67,76.67,69.67,69.67,64.67,56.67,70.67,74.67,60.0,54.0,55.0,76.33,52.0,76.67,69.0,78.0,77.33,79.67,75.67,73.33,74.33,73.67,65.67,52.33,66.67,54.67,11.67,5.67,15.67,6.67,15.67,mid
Lionn,69.75,70.5,53.5,57.5,66.5,53.5,66.75,63.5,46.5,58.5,67.75,79.0,79.5,74.0,65.5,69.0,71.25,67.0,82.0,70.0,61.5,74.25,71.0,64.5,45.5,50.5,67.0,70.0,67.0,10.5,11.5,11.5,8.5,9.5,def
