name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Stian Ringstad,65.33,67.33,50.33,54.0,63.33,33.33,64.33,61.33,40.67,52.33,70.33,75.0,75.33,63.67,59.33,71.0,73.33,65.0,74.0,68.33,60.33,71.0,65.67,62.33,60.33,33.33,65.33,63.67,61.33,15.33,7.33,7.33,13.33,7.33,def
Andre Pinto,74.29,43.43,33.43,76.29,64.29,39.43,41.43,48.43,62.43,53.43,60.29,51.0,53.0,45.0,68.14,34.57,71.43,34.0,67.0,88.0,56.43,76.71,75.29,32.43,51.43,45.43,73.71,79.29,79.0,14.43,12.43,5.43,10.43,10.43,def
Baiano,72.83,73.17,56.0,58.67,69.17,53.33,74.0,62.17,37.17,62.17,73.0,77.0,78.0,76.0,73.17,76.0,69.83,72.17,80.5,64.0,66.0,72.67,73.0,68.17,43.17,48.17,72.0,75.0,73.17,12.17,10.17,13.17,10.17,10.17,def
Ricardo Ferreira,69.0,29.0,26.0,68.75,57.0,25.0,31.0,32.0,32.0,41.5,56.0,59.0,65.0,51.0,64.0,49.0,45.0,66.0,54.0,69.5,19.0,62.0,70.0,26.0,33.0,43.0,72.5,74.75,71.5,16.0,15.0,8.0,12.0,6.0,def
Willy Boly,69.86,49.57,31.57,69.71,61.43,22.57,38.14,42.57,34.57,61.29,58.71,69.57,73.71,60.0,58.57,47.0,51.57,72.14,64.0,85.0,20.57,74.43,68.43,42.57,45.57,55.57,69.57,72.0,65.57,6.57,7.57,14.57,9.57,8.57,def
Soares Bordignon Arghus,69.0,33.0,18.0,67.0,60.5,13.0,45.0,23.0,26.0,57.0,53.0,51.0,53.0,56.0,63.0,57.0,36.0,72.0,66.0,82.0,24.0,70.0,73.0,34.0,45.0,35.0,73.0,68.5,64.0,15.0,6.0,10.0,8.0,8.0,def
Aderlan Santos,78.5,33.5,33.5,83.33,60.67,45.5,54.5,50.5,60.5,46.5,67.33,48.67,56.0,51.0,69.33,38.5,83.83,63.0,63.0,86.0,72.5,81.5,78.5,26.5,33.5,59.5,81.17,83.0,75.5,9.5,12.5,12.5,7.5,11.5,def
Djavan,72.67,74.33,36.56,64.44,67.11,32.56,74.11,59.56,39.56,51.56,72.67,78.33,81.44,73.67,72.56,61.0,70.78,72.0,85.67,75.22,42.56,69.78,69.56,69.56,59.78,44.56,68.78,73.78,71.44,11.56,6.56,10.56,6.56,5.56,def
Marcelo Goiano,70.4,70.4,32.8,60.8,65.8,38.8,65.8,56.8,33.8,57.8,67.6,72.8,75.8,80.4,68.6,74.0,70.8,73.0,75.8,56.0,64.8,72.8,66.8,54.8,42.8,40.8,68.2,72.4,72.2,12.8,6.8,14.8,6.8,13.8,def
Pedro Monteiro,64.2,34.2,21.2,68.8,50.2,35.2,30.2,33.2,31.2,38.2,45.2,46.0,47.6,40.0,59.2,42.0,47.2,54.0,59.0,79.2,28.2,64.2,61.2,23.2,31.2,39.2,63.4,67.6,64.6,7.2,7.2,13.2,7.2,10.2,def
