name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Hernanes,80.6,80.0,68.4,53.4,85.2,78.8,83.0,85.0,80.0,69.4,68.2,77.2,77.6,85.4,73.0,65.0,71.0,86.2,63.4,59.0,71.6,84.6,81.6,40.0,44.8,41.8,mid
Stephan Lichtsteiner,79.5,83.5,52.0,68.0,75.5,62.0,69.0,60.0,70.5,81.67,85.0,76.0,75.0,75.0,76.5,92.0,73.0,69.5,84.5,81.0,69.0,63.5,62.5,76.5,82.0,85.0,mid
Patrice Evra,80.17,79.5,32.0,70.0,75.5,52.5,72.5,50.5,70.17,79.0,78.0,78.0,85.0,74.0,89.0,77.0,72.0,55.5,80.83,83.33,63.0,54.5,57.0,79.83,82.17,84.17,mid
Claudio Marchisio,83.33,76.0,72.0,66.67,85.0,79.33,79.56,72.33,82.33,80.56,81.0,83.0,77.89,78.33,73.0,87.67,72.33,77.44,82.0,79.67,81.0,83.33,76.11,69.0,78.33,81.0,mid
Sami Khedira,83.17,55.0,61.33,76.67,83.33,78.0,67.83,58.0,75.0,58.83,65.33,54.5,55.67,82.83,64.5,85.5,89.0,74.33,83.33,87.33,72.5,79.17,61.0,78.33,87.17,79.0,mid
Simone Padoin,73.4,73.6,56.4,62.1,73.8,62.2,74.4,63.2,73.4,77.0,69.0,75.0,75.0,70.2,66.6,69.0,68.2,70.6,71.2,69.5,73.0,69.2,71.2,63.8,70.0,71.7,mid
Kwadwo Asamoah,79.0,78.17,70.0,56.67,79.0,77.33,73.0,67.0,72.5,83.33,82.67,83.0,81.5,86.33,78.83,80.67,79.33,81.83,76.17,72.33,77.0,74.0,63.17,69.5,77.17,77.17,mid
Alex Sandro,81.43,83.14,58.71,63.86,76.86,60.29,73.0,59.0,70.86,85.71,86.0,77.86,75.14,75.0,74.71,86.71,72.43,68.0,73.71,78.71,76.0,70.0,59.0,79.43,81.57,84.57,mid
Stefano Sturaro,73.67,73.33,64.0,64.0,77.56,64.0,69.33,73.33,75.22,71.89,71.89,70.56,75.44,75.11,62.33,81.0,73.44,73.33,82.67,70.78,71.33,71.78,58.33,68.44,73.0,72.0,mid
Paul Pogba,84.83,74.5,70.0,78.0,85.0,82.0,80.83,72.5,80.5,75.0,78.0,77.0,60.5,90.0,86.0,87.33,90.5,90.0,80.67,70.0,81.0,85.5,71.5,66.5,77.5,82.0,mid
Mario Lemina,74.57,61.57,48.14,56.57,78.29,41.29,52.86,51.57,75.57,74.71,71.0,70.57,65.57,59.57,57.14,76.43,73.57,56.57,75.14,73.14,63.0,69.57,54.57,72.29,74.57,71.57,mid
Kingsley Coman,68.67,64.5,63.33,54.5,65.83,69.5,72.17,62.5,52.83,90.0,91.0,88.33,80.67,73.33,72.67,69.0,54.67,69.0,32.5,23.33,59.0,56.5,63.5,17.0,21.0,21.0,mid
