name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Matias Silvestre,72.5,36.25,31.25,79.25,61.25,35.25,48.0,55.25,54.25,69.5,64.25,53.0,55.0,62.0,52.75,58.0,71.25,88.0,60.0,78.0,56.25,68.25,72.25,46.25,49.25,52.25,73.75,76.75,73.75,2.25,4.25,2.25,2.25,4.25,def
Andrea Ranocchia,76.6,45.2,21.2,78.7,69.2,23.2,62.6,29.2,33.2,66.8,70.8,50.8,55.4,48.0,61.0,33.0,58.2,74.5,64.6,81.6,30.2,75.3,77.9,35.2,58.8,33.2,78.6,80.6,78.0,11.2,14.2,10.2,11.2,14.2,def
Modibo Diakite,72.83,40.33,20.33,67.67,51.0,31.33,40.33,30.33,30.33,55.33,51.67,64.0,79.0,33.0,69.67,33.0,78.33,86.0,59.0,87.33,50.33,78.33,73.0,38.33,34.33,40.33,74.33,75.0,73.0,10.33,6.33,7.33,12.33,12.33,def
Mattia Cassani,74.0,77.5,44.5,67.5,73.5,59.5,64.5,66.5,52.5,71.5,73.5,69.0,75.0,65.0,72.5,59.0,69.5,67.0,79.5,69.0,67.5,75.5,72.5,65.5,49.5,58.5,70.0,75.5,74.0,14.5,8.5,8.5,7.5,9.5,def
Andrea Coda,70.83,43.17,27.17,69.17,53.17,24.17,38.17,30.17,23.33,59.17,49.17,52.0,52.0,47.0,67.17,52.0,54.17,70.0,65.0,78.33,23.83,74.17,75.5,29.17,28.17,37.17,75.0,75.0,71.0,7.17,8.17,13.17,14.17,5.17,def
Djamel Mesbah,70.5,75.0,39.5,68.5,70.5,64.5,66.5,71.5,69.5,68.5,73.5,77.0,77.0,75.0,64.5,73.0,71.5,55.5,76.0,64.0,73.5,74.5,68.5,68.5,43.5,59.5,62.5,72.0,69.5,10.5,4.5,5.5,7.5,14.5,def
Ervin Zukanovic,70.86,64.29,24.14,73.29,60.14,26.14,46.57,75.14,73.14,65.0,56.57,53.71,55.86,48.0,67.43,46.0,77.0,54.0,70.14,82.14,66.86,69.0,77.0,37.14,49.86,63.86,77.57,78.29,74.43,14.14,11.14,7.14,11.14,10.14,def
Niklas Moisander,74.5,52.5,36.5,76.5,76.5,39.5,67.5,55.5,44.5,76.5,76.5,67.0,63.5,66.0,74.5,66.0,67.5,76.0,70.5,74.0,56.5,73.5,74.5,59.5,68.5,40.5,75.5,75.5,74.5,10.5,8.5,13.5,14.5,6.5,def
Vasco Regini,71.0,63.67,31.67,64.67,60.67,24.67,54.67,43.67,32.67,57.67,62.67,69.33,70.0,69.0,73.67,60.0,67.67,72.0,73.0,75.0,26.67,67.67,76.67,45.67,29.67,42.67,69.67,78.0,75.67,7.67,7.67,10.67,13.67,9.67,def
Pedro Pereira,59.0,62.5,35.0,50.0,48.0,35.0,58.0,46.0,35.0,37.5,50.0,68.0,59.0,51.0,56.5,76.0,35.0,58.0,64.0,47.0,28.0,62.0,62.0,57.5,40.0,48.0,54.0,62.0,65.0,10.0,6.0,9.0,11.0,12.0,def
