name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Nicolas Federico Spolli,74.33,25.0,35.5,78.83,42.0,30.0,42.5,22.0,21.5,49.0,48.5,42.0,52.67,34.0,65.33,30.17,61.83,68.0,52.17,91.0,23.5,77.17,78.0,22.5,24.5,32.5,76.5,77.17,73.83,7.5,6.5,9.5,9.5,13.5,def
Francesco Benussi,69.67,20.67,20.67,21.67,29.33,21.33,20.33,20.67,22.67,33.33,23.33,50.0,34.0,62.0,65.33,56.0,30.67,66.0,36.0,69.0,22.0,41.33,23.0,20.0,31.67,28.67,20.0,20.33,22.33,71.33,68.0,61.33,71.67,71.33,gk
Cristian Zaccardo,73.25,52.25,33.25,74.25,58.25,28.25,50.25,63.25,52.25,60.25,60.25,57.25,58.75,58.0,60.25,62.0,63.25,76.0,60.0,76.0,50.25,74.25,76.25,46.25,40.25,56.25,76.75,76.75,74.75,4.25,2.25,4.25,4.25,2.25,def
Marco Borriello,74.0,54.4,78.6,79.0,67.4,76.4,69.2,63.4,64.4,44.4,76.0,62.4,68.0,66.4,70.2,60.0,78.6,78.0,54.8,78.0,50.2,59.4,24.4,79.4,61.4,77.4,23.0,24.4,23.0,5.4,5.4,10.4,7.4,10.4,for
Andrea Lazzari,72.0,75.0,58.0,58.0,80.0,68.0,74.0,80.0,76.0,80.0,80.0,69.0,69.0,65.0,72.0,69.0,80.0,65.0,69.0,75.0,73.0,66.0,70.0,70.0,80.0,68.0,58.0,68.0,68.0,5.0,11.0,15.0,6.0,8.0,mid
Filippo Porcari,67.67,64.33,43.33,57.33,72.0,41.33,64.33,52.33,55.33,71.0,71.0,69.0,68.67,71.67,68.33,77.0,75.33,83.0,77.0,71.67,73.33,66.33,63.0,55.67,68.67,50.33,58.33,59.67,59.67,8.33,14.33,6.33,4.33,10.33,mid
Raffaele Bianco,66.0,48.33,44.33,52.33,71.67,41.33,59.67,53.67,56.67,72.33,71.67,69.0,69.0,66.33,65.0,71.67,63.0,65.0,73.33,69.0,56.33,69.0,60.33,55.67,65.67,54.0,39.67,57.67,55.0,12.33,7.33,12.33,6.33,12.33,mid
Lorenzo Pasciuti,67.0,68.0,50.4,49.6,66.8,47.6,69.4,60.0,44.6,60.4,69.4,85.8,79.0,78.2,60.6,84.0,55.6,51.6,78.0,64.4,45.6,49.6,55.8,59.8,52.2,46.6,55.8,57.0,63.0,5.6,5.6,8.6,8.6,9.6,mid
Kamil Wilczek,67.11,61.33,72.0,69.0,62.33,56.44,65.67,51.67,42.33,58.33,68.0,66.0,65.33,64.0,68.33,63.33,64.0,64.0,72.67,75.33,60.11,55.33,55.33,64.67,59.33,57.44,35.0,35.0,35.0,12.33,8.33,6.33,6.33,12.33,for
Simone Romagnoli,69.0,23.33,20.33,69.0,45.67,22.33,44.33,27.33,26.33,52.33,51.67,55.0,54.33,54.33,62.33,33.0,42.33,75.67,65.67,85.67,33.33,66.67,68.33,21.0,23.33,37.33,71.33,71.33,68.0,12.33,7.33,5.33,12.33,14.33,def
