name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Ivan Radovanovic,72.14,61.57,39.57,66.43,76.14,55.57,64.57,59.57,57.57,76.14,74.57,57.57,64.0,60.0,71.71,58.0,83.57,71.14,78.0,82.0,78.57,84.57,76.86,60.57,66.29,50.57,69.86,75.57,71.29,4.57,5.57,5.57,4.57,4.57,mid
Nicolas Federico Spolli,74.33,25.0,35.5,78.83,42.0,30.0,42.5,22.0,21.5,49.0,48.5,42.0,52.67,34.0,65.33,30.17,61.83,68.0,52.17,91.0,23.5,77.17,78.0,22.5,24.5,32.5,76.5,77.17,73.83,7.5,6.5,9.5,9.5,13.5,def
Fabrizio Cacciatore,70.75,68.5,44.5,66.0,64.5,44.5,58.5,52.5,37.5,58.5,60.5,76.0,79.0,77.0,66.5,71.5,70.5,77.0,79.0,72.5,55.5,73.5,70.5,54.5,44.5,38.5,70.0,72.0,74.0,4.5,13.5,9.5,12.5,4.5,def
Sergio Pellissier,71.0,63.5,77.0,55.5,67.5,75.0,68.5,76.5,59.5,43.5,78.5,54.0,64.0,60.0,64.0,78.0,81.0,66.0,34.0,56.0,77.0,44.5,23.5,79.5,66.5,79.5,23.5,27.5,23.5,13.5,11.5,5.5,4.5,4.5,for
Alessandro Gamberini,77.0,32.0,29.0,78.0,60.0,27.0,46.0,49.0,28.0,60.0,56.0,61.0,69.0,55.0,71.0,66.0,69.0,78.0,64.0,78.0,40.0,75.0,81.0,31.0,26.0,41.0,82.0,82.0,78.0,16.0,7.0,15.0,9.0,15.0,def
Bostjan Cesar,77.0,20.0,14.0,76.0,56.0,28.0,42.0,24.0,27.0,56.0,60.0,35.0,55.0,34.0,70.0,34.0,47.0,70.0,55.0,91.0,32.0,81.0,81.0,20.0,25.0,46.0,80.0,80.0,74.0,10.0,9.0,5.0,12.0,12.0,def
Giampiero Pinzi,72.25,70.25,58.25,67.25,76.25,67.25,65.25,57.25,53.25,76.25,70.25,66.0,66.0,66.0,68.25,62.0,76.25,68.0,68.0,68.0,72.25,82.25,76.25,66.25,76.25,66.25,64.25,72.25,72.25,4.25,14.25,6.25,5.25,12.25,mid
Massimo Gobbi,73.0,79.0,44.0,68.0,71.0,55.0,61.0,75.0,45.0,71.0,69.0,55.0,69.0,65.0,69.0,65.0,75.0,67.0,65.0,69.0,70.0,75.0,75.0,60.0,48.0,55.0,75.0,78.0,79.0,7.0,7.0,14.0,9.0,11.0,def
Valter Birsa,75.0,76.4,54.4,61.4,78.4,72.4,75.4,78.4,78.4,74.4,81.4,73.4,76.0,68.0,70.4,62.8,83.4,68.0,65.4,78.0,80.4,59.4,40.4,74.4,77.2,75.4,30.4,31.8,29.4,2.4,4.4,4.4,4.4,2.4,mid
Albano Benjamin Bizzarri,74.5,11.0,17.0,10.0,27.0,19.0,18.0,19.0,18.0,26.0,23.0,55.0,45.0,53.0,68.0,51.0,19.0,68.0,31.0,55.0,19.0,40.0,19.0,10.0,49.0,20.0,12.0,12.0,11.0,76.5,75.0,68.5,78.5,74.5,gk
Simone Pepe,75.67,76.67,68.67,59.33,76.67,73.33,82.0,84.67,79.0,69.67,79.67,79.0,79.0,79.0,68.67,81.0,73.67,69.0,53.67,63.0,78.0,67.67,61.0,76.33,78.33,79.67,54.0,64.0,69.67,8.67,4.67,3.67,8.67,8.67,mid
Gennaro Sardo,66.0,72.0,45.0,78.0,60.0,65.0,56.0,65.0,69.0,60.0,56.0,34.0,50.0,54.0,71.0,34.0,84.0,78.0,54.0,84.0,74.0,81.0,71.0,55.0,45.0,55.0,75.0,78.0,73.0,8.0,7.0,15.0,9.0,13.0,def
Dario Dainelli,74.0,27.67,21.67,73.67,55.67,21.0,42.33,39.67,30.67,61.0,53.0,34.0,34.0,34.0,67.33,34.0,68.67,74.0,34.0,80.67,29.67,72.0,84.67,19.0,24.67,29.67,79.0,79.0,71.0,5.67,11.67,13.67,12.67,9.67,def
Perparim Hetemaj,75.4,73.4,59.2,59.4,77.4,71.6,74.4,71.4,68.4,75.4,78.4,78.0,78.0,86.0,74.4,83.0,75.4,88.0,89.8,69.0,76.4,89.4,67.0,73.0,76.4,68.4,60.2,76.2,79.0,12.4,10.4,7.4,8.4,5.4,mid
Antonio Floro Flores,71.33,64.33,72.33,70.33,69.33,67.33,71.33,75.33,76.33,59.33,75.33,76.0,74.0,72.0,67.33,72.0,75.33,78.0,68.0,69.0,72.33,59.33,25.33,79.33,67.33,75.33,23.33,29.33,23.33,4.33,9.33,8.33,14.33,6.33,for
Nicholas Sebastian Frey,70.33,59.33,23.33,67.33,59.33,39.33,52.67,50.33,42.33,59.33,58.0,68.33,71.0,64.0,69.67,59.33,67.33,78.0,66.67,78.0,42.33,76.33,76.33,48.33,34.33,40.33,74.33,78.0,77.0,9.33,11.33,6.33,9.33,13.33,def
Riccardo Meggiorini,74.0,60.0,76.67,70.67,66.0,69.67,74.33,73.67,59.67,40.67,77.67,79.0,77.67,77.0,73.33,69.33,69.67,74.33,75.0,75.0,60.67,44.67,22.67,76.67,61.0,76.67,21.67,27.67,23.67,5.67,5.67,5.67,4.67,4.67,for
Nicola Rigoni,63.62,60.5,45.5,63.0,72.25,50.5,60.0,59.5,60.5,69.75,68.5,59.0,66.0,62.0,59.75,66.0,60.5,67.0,70.0,67.5,68.5,59.25,59.25,51.5,56.75,50.5,49.5,57.5,56.0,3.5,9.5,12.5,5.5,12.5,mid
Alberto Paloschi,76.0,51.5,82.5,76.5,65.5,76.5,66.5,69.5,46.5,34.5,76.5,78.0,76.0,81.0,76.5,73.0,72.5,89.0,78.0,78.0,40.5,82.5,20.5,84.5,57.0,79.0,18.5,20.5,20.5,14.5,14.5,9.5,12.5,4.5,for
Andrea Seculin,69.0,13.0,12.0,12.0,29.0,11.0,12.0,12.0,12.0,25.0,21.0,30.0,31.0,43.0,64.0,37.0,21.0,41.0,29.0,48.0,12.0,33.0,10.0,11.0,43.0,23.0,13.0,10.0,12.0,73.0,67.0,57.0,63.0,79.0,gk
Lucas Nahuel Castro,73.0,71.6,64.2,63.0,72.6,60.8,76.8,75.8,65.8,67.2,76.4,78.2,81.8,76.0,69.0,72.8,76.8,66.0,74.8,68.0,69.8,63.8,24.8,69.8,64.2,67.8,23.8,31.8,29.8,5.8,6.8,8.8,14.8,4.8,mid
Paul-Jose M'Poku,74.67,71.33,74.33,44.67,72.33,69.33,80.0,77.0,81.33,69.33,77.33,73.33,78.33,75.0,71.33,69.33,88.33,78.0,76.0,78.0,78.33,67.33,58.33,70.33,74.33,80.33,38.33,57.33,45.33,7.33,10.33,6.33,9.33,12.33,for
Roberto Inglese,65.5,34.5,68.17,70.83,50.5,62.5,55.5,56.5,35.5,34.5,68.17,58.0,67.0,58.0,62.0,60.0,64.33,83.0,65.67,77.33,59.17,39.5,22.0,67.83,33.5,59.0,19.0,19.0,18.5,13.5,10.5,9.5,12.5,6.5,for
