name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Blerim Dzemaili,71.75,66.12,42.88,63.12,74.25,74.12,67.12,73.12,72.25,67.88,69.0,70.62,69.75,84.0,70.0,76.25,69.0,78.38,72.12,73.25,70.12,67.38,67.12,66.12,69.38,67.62,mid
Cristian Daniel Ansaldi,78.0,75.5,56.5,69.5,74.5,50.5,61.5,44.5,71.5,81.25,84.5,79.0,66.0,59.5,70.0,92.0,63.0,65.5,76.5,74.5,64.5,70.5,51.5,77.0,76.5,82.0,mid
Tomas Rincon,74.0,63.5,33.5,58.5,74.5,46.5,49.5,51.5,70.5,75.0,73.0,72.0,80.0,71.5,91.0,81.5,69.0,54.5,86.5,73.75,51.5,64.5,45.5,73.5,77.25,78.5,mid
Panagiotis Tachtsidis,73.14,67.86,47.29,77.0,81.57,59.29,69.57,64.14,77.86,53.29,55.57,49.29,48.57,76.14,74.29,76.86,83.57,71.86,73.86,67.86,57.86,77.0,59.29,57.29,70.43,69.57,mid
Tino Costa,76.33,75.33,70.33,71.33,77.0,64.33,82.33,77.33,81.0,65.0,64.0,75.0,79.0,79.33,54.0,81.0,69.33,78.0,77.33,68.0,70.0,77.0,77.33,57.33,72.0,62.33,mid
Gabriel Silva,70.25,74.5,53.5,60.0,70.75,60.5,71.5,58.5,68.5,76.0,78.0,74.0,71.5,74.5,73.75,78.25,68.25,68.75,74.0,70.5,60.5,60.25,56.5,69.25,73.25,73.25,mid
Diogo Figueiras,75.8,76.2,40.4,59.4,71.2,45.6,60.0,42.0,60.4,82.2,79.6,84.0,90.0,72.6,83.0,79.0,64.0,70.8,79.4,78.2,62.4,56.4,46.6,74.0,77.0,78.8,mid
Issa Cissokho,75.0,78.5,38.5,65.5,68.5,49.5,67.5,66.5,72.5,84.0,81.25,69.0,81.0,78.5,76.0,89.5,72.0,71.5,69.5,74.5,69.5,53.5,56.5,72.0,72.5,79.0,mid
Armando Izzo,69.0,34.5,22.0,68.0,54.5,22.5,25.5,25.5,54.5,62.5,60.0,55.5,60.0,49.5,72.0,63.0,65.0,43.5,74.5,69.5,20.5,27.5,36.5,72.0,71.5,71.5,mid
Riccardo Fiamozzi,62.83,63.33,38.33,41.33,57.33,32.33,51.33,40.33,57.33,79.33,84.33,65.33,69.17,50.33,76.67,83.83,73.67,46.33,65.33,54.33,34.33,33.33,46.33,58.33,63.0,63.33,mid
