name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Sergio Floccari,72.33,55.33,75.33,75.33,68.33,65.33,68.33,69.33,59.33,47.33,73.33,68.0,68.0,68.0,69.33,70.0,75.33,82.0,68.0,72.0,56.33,47.33,23.33,78.33,61.33,75.33,23.33,27.33,23.33,7.33,10.33,14.33,9.33,5.33,for
Simone Missiroli,70.0,67.2,59.2,59.2,74.8,59.2,72.2,67.2,59.2,70.0,75.2,67.0,69.6,64.0,69.6,41.0,67.2,64.0,78.0,62.0,60.2,64.8,63.8,66.0,72.4,63.2,45.6,56.8,54.8,4.2,12.2,13.2,11.2,13.2,mid
Paolo Cannavaro,74.5,38.5,29.5,77.5,61.5,32.5,44.5,23.5,23.5,67.5,59.5,34.0,51.0,60.0,67.5,50.0,71.5,80.0,49.0,76.0,50.5,77.5,79.5,34.5,49.5,46.5,75.5,76.5,74.5,13.5,7.5,4.5,13.5,4.5,def
Andrea Consigli,78.67,15.0,15.0,15.0,30.67,21.0,15.0,18.33,18.33,26.67,24.0,48.0,34.0,57.0,71.67,40.0,27.0,80.0,31.0,51.0,21.0,15.67,18.33,15.0,38.33,20.67,16.33,19.67,21.0,80.67,76.67,71.67,78.67,83.67,gk
Davide Biondini,69.33,63.33,47.33,59.33,73.33,58.33,65.33,41.33,64.33,71.33,71.33,68.0,68.0,66.0,69.33,77.33,72.33,68.0,79.0,64.0,71.33,77.33,69.33,59.33,69.33,50.33,59.33,67.33,65.33,14.33,8.33,10.33,10.33,7.33,mid
Federico Peluso,70.67,70.33,40.33,76.33,61.33,30.33,58.33,68.33,46.33,61.33,58.33,64.0,69.0,56.0,60.33,53.0,69.33,78.0,69.0,78.0,56.33,65.33,77.33,49.33,37.33,47.33,71.33,77.0,77.33,8.33,4.33,3.33,5.33,3.33,def
Antonio Floro Flores,71.33,64.33,72.33,70.33,69.33,67.33,71.33,75.33,76.33,59.33,75.33,76.0,74.0,72.0,67.33,72.0,75.33,78.0,68.0,69.0,72.33,59.33,25.33,79.33,67.33,75.33,23.33,29.33,23.33,4.33,9.33,8.33,14.33,6.33,for
Francesco Acerbi,74.33,24.67,21.67,74.67,49.67,22.67,44.67,61.67,55.67,54.67,59.67,55.0,54.0,34.0,67.67,41.0,74.67,68.0,46.0,84.0,55.67,67.67,77.67,21.67,39.67,54.67,77.0,79.0,77.0,10.67,8.67,8.67,12.67,10.67,def
Francesco Magnanelli,70.75,63.5,47.5,60.0,75.75,59.5,61.5,66.5,60.5,74.0,67.5,68.0,68.0,64.0,67.5,64.0,65.5,55.0,74.0,74.0,51.5,76.5,77.5,59.5,69.5,56.5,58.5,67.75,66.0,7.5,11.5,6.5,10.5,4.5,mid
Emanuele Terranova,68.67,29.33,20.33,66.33,53.33,21.67,42.33,58.33,21.33,52.33,47.33,68.0,69.0,68.0,61.33,62.67,65.33,87.0,56.67,82.0,21.33,71.33,68.33,21.33,29.33,64.33,71.0,70.0,68.0,3.33,9.33,10.33,5.33,11.33,def
