name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Orestis Karnezis,77.2,22.6,22.4,27.6,21.4,20.6,21.0,19.4,19.4,35.4,22.4,44.0,34.0,45.0,70.4,49.0,27.4,64.0,33.0,79.0,24.2,22.2,22.4,19.0,33.8,20.4,20.2,21.0,23.4,78.4,74.0,70.4,78.0,82.4,gk
Danilo,76.33,30.0,22.33,72.67,50.0,21.33,40.0,33.33,37.33,55.0,54.67,48.67,52.5,42.5,73.67,55.0,71.33,76.0,55.0,75.67,48.33,75.33,84.0,24.0,40.0,49.33,82.0,84.0,80.0,10.33,7.33,10.33,4.33,5.33,def
Emil Hallfredsson,75.5,70.5,60.0,65.5,79.5,66.5,72.5,73.0,70.5,76.5,77.0,67.5,68.5,64.5,73.5,64.5,80.0,77.0,82.5,80.0,77.5,81.0,72.5,69.0,73.5,68.5,63.0,73.5,71.5,6.5,7.5,12.5,7.5,13.5,mid
Zdravko Kuzmanovic,74.33,73.22,55.56,67.44,78.56,59.44,71.56,71.56,76.44,80.78,77.33,55.0,54.0,56.0,67.44,57.0,85.11,70.0,70.0,79.0,84.78,72.22,68.89,67.44,75.89,73.0,61.67,74.67,71.89,6.44,12.44,8.44,6.44,12.44,mid
Felipe,71.0,45.5,22.5,65.5,69.5,22.0,51.5,48.5,20.5,65.0,70.5,50.0,53.0,62.0,65.5,71.0,67.5,76.0,55.0,67.0,40.5,64.5,74.5,28.5,39.5,34.5,71.5,75.5,75.5,10.5,5.5,7.5,8.5,4.5,def
Antonio Di Natale,78.67,80.67,84.67,56.67,80.67,80.67,81.67,86.67,84.67,78.67,89.67,84.0,74.0,80.0,76.67,84.0,76.67,60.0,55.0,60.0,80.67,48.67,19.67,86.67,80.67,83.67,21.0,28.67,20.67,13.67,8.67,14.67,4.67,10.67,for
Cyril Thereau,75.5,66.25,76.25,76.25,72.25,69.0,75.5,74.25,70.25,58.25,77.5,68.0,78.0,68.0,74.25,58.0,78.25,73.5,74.5,80.25,72.25,72.25,24.25,77.75,68.25,76.25,22.75,23.25,23.75,8.25,4.25,12.25,7.25,11.25,for
Giovanni Pasquale,69.0,74.67,49.67,60.67,70.67,57.67,70.67,67.67,59.67,68.67,70.67,68.0,74.0,68.0,68.67,68.0,73.67,68.0,74.0,69.33,67.67,76.67,72.67,62.67,60.67,49.67,69.67,73.67,73.67,13.67,4.67,14.67,9.67,11.67,mid
Panagiotis Kone,74.33,70.33,68.0,59.83,76.33,72.33,76.33,72.33,70.33,74.0,78.33,76.0,76.0,82.0,74.67,60.0,74.33,60.0,79.0,69.0,76.0,78.17,60.17,71.83,70.17,65.33,48.33,60.0,58.0,13.33,8.33,12.33,8.33,6.33,mid
Maurizio Domizzi,74.4,35.4,34.6,72.6,51.4,44.6,41.4,43.6,64.6,56.2,51.4,37.8,55.0,45.0,69.0,55.0,76.8,72.4,56.0,78.0,60.6,78.6,80.6,32.6,36.6,66.6,79.8,79.8,76.2,7.6,8.6,11.6,5.6,9.6,def
Francesco Lodi,73.0,82.0,53.0,60.0,86.0,68.0,73.0,88.0,89.0,88.0,80.0,55.0,55.0,69.0,72.0,64.0,78.0,34.0,68.0,68.0,78.0,68.0,68.0,58.0,80.0,86.0,60.0,66.0,64.0,7.0,14.0,7.0,8.0,13.0,mid
Pablo Armero,76.0,77.0,51.0,61.0,73.0,63.0,76.0,71.0,61.0,71.0,74.0,88.0,88.0,79.0,75.0,80.0,87.0,72.0,90.0,72.0,75.0,77.0,61.0,71.0,57.0,69.0,72.0,77.0,76.0,7.0,11.0,15.0,7.0,6.0,mid
Manuel Iturra,75.0,55.33,26.33,51.33,75.67,52.33,63.33,58.33,46.33,72.0,72.33,74.0,66.33,76.0,75.33,73.0,74.33,69.0,83.0,66.0,68.33,83.33,84.0,51.33,67.33,38.33,63.33,82.33,80.33,12.33,9.33,8.33,14.33,9.33,mid
Duvan Zapata,75.6,43.6,77.8,78.2,59.6,78.2,71.6,50.6,68.6,38.6,74.4,72.0,76.8,73.0,74.6,71.0,80.6,81.0,70.8,83.0,71.6,45.6,22.0,74.6,46.6,72.0,20.6,23.6,21.6,8.6,8.6,7.6,5.6,7.6,for
Marquinho,75.33,72.5,70.5,70.5,76.0,70.5,76.5,66.5,80.5,73.5,80.0,77.0,70.67,78.0,72.5,53.0,87.5,64.0,80.5,70.0,75.0,78.5,60.0,74.5,74.5,68.0,60.5,64.5,64.5,10.5,5.5,15.5,6.5,11.5,mid
Thomas Heurtaux,77.0,40.5,39.5,74.5,55.5,44.5,50.5,39.5,30.5,60.5,60.5,65.0,69.25,60.0,76.5,60.0,59.5,78.0,65.0,76.0,35.5,78.5,80.5,40.5,34.5,38.5,81.5,81.5,81.5,6.5,5.5,9.5,14.5,9.5,def
Emmanuel Agyemang-Badu,72.33,68.17,58.33,60.17,74.5,66.5,75.33,58.17,48.17,70.5,75.33,84.0,79.67,88.0,70.83,82.0,76.5,85.83,81.83,66.0,74.33,76.5,72.17,66.17,68.17,56.17,66.17,72.17,70.17,14.33,4.33,8.33,12.33,13.33,mid
Alexander Merkel,66.62,68.12,55.12,53.12,74.25,69.62,69.25,73.62,72.12,71.25,71.75,77.0,67.0,78.5,70.12,75.25,65.12,48.0,69.0,55.88,68.75,58.12,40.12,61.12,66.38,52.12,36.12,57.12,50.12,13.12,6.12,6.12,11.12,9.12,mid
Ivan Piris,71.88,66.0,44.12,54.88,65.0,39.12,68.62,64.12,44.12,59.5,68.38,79.62,74.12,78.0,75.5,80.0,63.12,72.5,74.5,62.62,50.12,79.38,73.88,50.12,40.12,54.12,74.75,76.0,76.0,10.12,13.12,10.12,13.12,14.12,def
