name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Daniele Gastaldello,74.5,34.5,34.5,80.5,61.5,22.5,43.5,36.5,22.5,56.0,57.5,52.75,56.0,48.25,69.0,57.0,48.5,82.0,66.0,79.0,34.0,76.0,75.25,29.5,41.5,40.5,76.5,75.75,74.25,5.5,7.5,7.5,4.5,9.5,def
Kevin Constant,73.29,71.71,55.14,68.0,74.0,59.0,76.29,74.71,66.29,73.43,76.57,78.43,80.71,73.71,68.0,68.0,75.0,69.43,81.71,79.0,71.0,80.29,67.71,69.29,70.57,61.71,67.14,72.71,71.43,2.43,2.43,4.43,2.43,4.43,def
Sergio Floccari,72.33,55.33,75.33,75.33,68.33,65.33,68.33,69.33,59.33,47.33,73.33,68.0,68.0,68.0,69.33,70.0,75.33,82.0,68.0,72.0,56.33,47.33,23.33,78.33,61.33,75.33,23.33,27.33,23.33,7.33,10.33,14.33,9.33,5.33,for
Franco Brienza,73.0,71.33,62.0,33.33,74.33,74.33,77.33,79.33,70.67,66.33,81.33,69.0,61.0,73.0,72.33,87.33,76.33,50.0,50.0,44.0,77.33,54.33,40.33,71.33,75.33,74.33,28.33,36.33,28.33,6.33,9.33,5.33,8.33,4.33,for
Antonio Mirante,77.0,17.5,21.0,19.0,34.5,20.0,20.0,21.0,19.0,34.5,24.0,44.0,43.0,50.0,69.5,50.0,28.5,62.0,33.0,55.0,20.0,31.5,21.0,17.5,34.0,26.5,21.5,18.5,18.5,79.5,78.5,65.5,74.5,80.5,gk
Matteo Brighi,69.5,63.5,61.5,67.5,74.5,67.5,65.5,65.5,63.5,70.5,73.5,56.5,55.5,62.0,69.5,74.0,67.5,71.0,66.0,69.0,66.5,73.5,67.5,71.5,69.5,67.5,55.5,63.5,61.5,14.5,9.5,8.5,11.5,4.5,mid
Anthony Mounier,77.23,81.69,71.77,65.15,76.54,65.46,77.23,80.62,76.62,71.15,75.38,83.46,84.69,80.69,77.69,78.0,75.23,61.23,80.69,64.54,68.69,58.08,38.54,74.38,73.77,71.69,37.0,30.85,27.69,8.69,15.69,7.69,8.69,15.69,for
Domenico Maietta,71.75,20.0,16.0,68.75,61.25,15.25,29.5,18.25,16.75,54.75,51.75,39.25,52.0,31.25,58.75,55.0,20.75,67.0,56.0,77.25,26.75,73.0,75.75,17.5,22.5,20.5,76.5,76.5,75.25,13.75,4.75,6.75,14.75,4.75,def
Juan Camilo Zuniga,75.75,77.0,56.0,57.0,74.0,66.0,81.0,74.0,59.0,71.0,79.0,88.0,89.0,90.0,73.5,86.0,76.0,67.0,79.0,69.0,72.0,79.0,67.0,72.0,59.0,67.0,71.0,77.5,79.0,7.0,13.0,10.0,9.0,9.0,mid
Luca Rossettini,74.0,34.75,28.75,71.75,53.75,33.75,39.75,41.75,35.75,59.25,48.75,62.5,65.5,58.0,64.75,52.0,64.75,77.5,60.0,81.0,59.75,76.25,78.75,32.25,28.25,44.75,75.25,79.25,77.25,4.75,4.75,4.75,4.75,4.75,def
Mattia Destro,77.25,63.12,84.12,75.0,67.62,77.88,69.75,66.62,50.62,40.12,75.88,77.25,77.75,74.0,78.12,72.25,77.38,82.0,68.0,68.0,60.38,66.0,21.5,84.12,58.62,72.38,19.75,21.62,21.62,5.38,13.38,14.38,8.38,10.38,for
Angelo da Costa,70.25,21.75,22.0,21.75,27.25,21.5,21.5,22.0,21.5,29.25,23.75,42.0,37.0,43.0,71.25,40.0,30.75,54.0,30.0,63.0,21.5,29.25,23.0,21.25,27.25,22.25,22.75,23.5,23.25,69.25,67.25,62.25,72.25,75.25,gk
Emanuele Giaccherini,76.33,76.67,60.67,58.67,80.0,72.67,81.0,78.67,60.67,73.67,79.67,74.67,71.33,88.67,74.0,91.33,72.67,54.33,75.0,52.33,76.67,75.33,64.67,73.0,75.0,64.67,52.67,61.67,64.33,13.67,10.67,13.67,13.67,6.67,for
Lorenzo Crisetig,71.33,61.5,32.5,67.5,79.17,57.5,65.83,60.5,59.5,75.5,77.17,57.0,64.0,68.0,70.33,68.0,66.5,72.0,78.0,78.0,67.5,57.83,69.17,55.83,73.0,59.5,50.83,68.83,60.17,3.5,3.5,3.5,3.5,3.5,mid
Saphir Taider,74.5,72.0,59.38,57.12,79.38,69.12,74.62,72.5,65.38,76.75,77.12,72.0,71.25,78.38,72.25,74.38,78.25,78.62,79.0,69.0,76.0,80.25,68.25,67.12,73.12,68.25,62.0,72.75,72.0,13.38,6.38,11.38,8.38,15.38,mid
Filippo Falco,63.25,57.5,58.5,48.5,61.5,58.5,65.5,62.5,59.5,53.5,65.5,84.75,79.5,86.0,60.5,85.0,64.5,65.0,65.0,55.0,62.5,50.5,30.5,60.5,56.5,56.5,20.0,21.5,22.5,9.5,8.5,12.5,10.5,6.5,for
"Marios Oikonomou,18",73.4,26.4,16.2,71.4,54.0,13.8,41.4,21.0,21.8,57.0,61.6,54.2,65.0,51.6,65.0,44.0,55.8,75.8,62.0,84.0,21.8,71.0,74.2,20.2,27.0,26.8,77.2,77.6,72.6,2.8,2.8,2.8,2.8,2.8,def
Luca Rizzo,66.4,57.2,44.8,45.6,70.4,49.6,69.4,55.6,48.6,67.4,70.8,69.0,75.0,68.0,61.6,57.2,69.6,55.0,76.0,76.0,65.6,65.2,59.4,63.0,62.0,62.6,31.2,56.4,46.4,5.6,13.6,5.6,7.6,6.6,for
Erick Pulgar,67.83,38.33,35.33,76.33,66.5,23.33,59.33,23.33,22.33,64.33,56.0,61.0,66.5,62.5,52.0,68.0,71.33,83.0,70.5,70.33,56.17,69.33,61.33,55.17,50.67,37.33,69.0,69.0,71.83,11.33,11.33,10.33,14.33,10.33,mid
Ibrahima Mbaye,64.71,68.29,34.29,65.29,68.29,49.29,65.29,67.29,54.29,58.29,67.29,74.0,79.0,73.0,62.29,70.0,64.29,55.0,69.0,68.0,55.29,64.29,64.29,61.29,42.29,48.29,60.29,64.29,63.29,14.29,6.29,5.29,9.29,8.29,for
Matteo Mancosu,71.0,52.17,76.17,59.17,57.17,66.17,68.17,58.17,49.17,43.17,72.17,82.17,84.67,78.0,69.17,63.0,67.17,70.0,80.5,67.0,65.17,37.17,24.17,74.17,50.17,71.17,23.0,22.83,23.33,6.17,11.17,5.17,11.17,13.17,for
Alex Ferrari,61.25,35.0,15.25,59.75,42.25,25.75,40.25,25.5,21.25,37.75,49.75,59.25,66.25,57.25,59.25,65.0,36.75,71.5,55.25,59.0,16.75,62.75,56.75,25.5,23.0,26.75,64.5,73.0,67.0,8.75,10.75,11.75,11.75,5.75,def
Adam Masina,61.78,64.56,25.44,59.78,48.33,26.44,54.11,37.56,33.78,44.67,57.33,71.33,74.89,54.78,58.67,42.44,35.33,57.56,68.22,68.44,30.44,61.78,61.0,37.44,31.89,30.44,56.56,63.11,65.22,13.44,13.44,12.44,6.44,5.44,def
Godfred Donsah,67.86,59.86,43.71,55.57,75.57,45.86,70.71,61.57,59.57,73.57,75.57,79.14,78.86,75.86,63.29,83.57,74.43,77.29,79.43,76.0,65.57,71.57,55.86,59.29,53.71,59.57,55.0,65.86,65.86,13.57,11.57,6.57,6.57,11.57,mid
Amadou Diawara,63.0,51.57,42.0,60.0,68.71,46.71,61.57,42.0,42.0,65.57,63.0,68.0,67.71,64.57,67.0,65.0,62.43,58.0,68.14,56.43,49.14,71.71,59.29,51.71,59.0,51.29,49.71,64.43,64.43,11.0,14.0,5.0,11.0,11.0,mid
