name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Claudio Pizarro,77.75,60.25,80.0,79.25,73.25,77.0,77.25,74.25,72.75,56.75,80.25,55.25,48.5,74.0,82.0,61.75,77.25,70.0,48.75,77.75,75.25,70.75,32.25,83.0,76.0,79.0,23.25,26.5,23.25,7.25,6.25,10.25,10.25,13.25,for
Fin Bartels,73.44,68.78,69.33,55.78,73.11,62.11,76.56,58.56,54.44,66.44,75.0,79.0,82.33,85.0,71.33,78.0,69.11,70.22,80.89,57.78,67.11,58.11,47.11,71.22,71.89,58.11,37.67,35.78,28.44,8.11,7.11,13.11,11.11,7.11,mid
Clemens Fritz,72.82,76.64,56.27,66.27,74.55,67.27,74.27,60.27,53.27,72.64,75.64,59.91,66.0,69.82,74.64,64.18,69.64,73.0,64.82,75.0,63.73,76.27,75.27,68.09,66.36,61.09,71.73,74.55,76.09,11.27,15.27,10.27,7.27,10.27,mid
Assani Lukimya-Mulongoti,72.17,36.17,30.17,77.17,48.17,29.17,36.17,36.17,26.17,39.17,46.83,66.83,75.17,51.5,68.0,57.17,77.17,47.33,64.0,94.0,55.83,88.17,65.83,27.17,27.17,37.17,71.67,76.5,70.5,12.17,7.17,14.17,15.17,8.17,def
Zlatko Junuzovic,77.77,82.31,68.23,55.23,79.54,73.46,77.46,85.38,88.0,77.31,78.85,80.54,76.77,88.08,78.69,90.54,75.85,66.38,94.0,63.0,77.46,78.46,75.38,70.15,78.15,70.38,68.85,69.77,63.38,14.46,8.46,10.46,14.46,7.46,mid
Theodor Gebre Selassie,73.6,77.0,53.6,69.2,74.2,48.2,74.2,50.6,57.3,69.4,75.2,78.0,77.0,77.1,75.6,72.8,58.6,74.8,82.1,68.2,38.2,64.8,71.4,59.9,55.8,50.2,71.9,74.2,71.0,6.2,5.2,13.2,6.2,13.2,def
Philipp Bargfrede,73.17,61.17,44.08,57.5,73.17,61.42,67.17,60.0,60.17,72.5,72.17,67.42,63.75,75.67,71.5,75.17,71.92,63.83,75.5,68.33,64.0,80.67,76.17,62.17,68.17,48.17,72.67,75.0,72.17,8.17,11.17,6.17,9.17,15.17,mid
Felix Kroos,71.22,49.33,50.0,62.56,75.22,54.22,66.33,64.33,61.33,69.22,71.22,66.67,65.67,67.67,69.89,70.33,67.11,70.33,72.0,69.0,61.89,69.22,72.22,58.33,64.56,60.33,71.22,72.22,68.22,9.33,7.33,10.33,14.33,12.33,mid
Sambou Yatabare,69.6,59.4,64.4,56.4,73.4,46.4,70.8,58.4,57.4,69.4,73.0,69.0,70.4,63.0,62.4,51.0,68.4,66.0,79.0,78.8,61.4,80.4,68.4,69.4,71.4,63.4,58.8,64.8,58.4,5.4,5.4,9.4,8.4,12.4,mid
Aron Johannsson,73.67,50.33,82.0,69.33,67.33,67.33,72.0,58.33,45.33,70.33,73.0,77.0,78.0,71.0,72.33,69.0,74.33,67.0,71.0,59.0,70.33,49.33,26.33,73.0,66.33,77.33,22.67,24.33,20.33,14.33,14.33,9.33,12.33,6.33,for
Felix Wiedwald,74.0,9.0,11.0,8.0,22.0,15.0,14.0,7.0,13.0,19.0,22.0,34.0,34.0,43.0,75.5,45.0,23.0,70.0,44.0,78.0,12.0,35.0,15.0,10.0,33.5,22.0,9.0,12.0,14.0,75.0,70.25,67.0,74.0,78.75,gk
Papy Djilobodji,78.0,21.4,31.4,71.8,69.4,22.4,41.4,26.4,59.4,73.4,66.4,71.8,75.4,50.4,63.8,48.0,78.4,71.0,67.0,88.6,65.4,91.4,75.4,37.4,49.4,26.4,73.2,79.8,86.6,11.4,12.4,8.4,5.4,9.4,def
Santiago Garcia,73.6,70.7,47.4,77.0,66.6,39.4,66.5,63.4,45.4,64.4,69.1,71.6,76.6,57.2,70.5,53.0,63.4,72.2,83.3,78.6,48.4,89.4,74.1,62.4,54.4,66.4,67.5,74.1,76.9,15.4,11.4,15.4,5.4,8.4,def
Anthony Ujah,74.29,47.86,74.0,77.0,62.86,64.29,68.86,49.14,44.29,50.0,70.86,77.86,77.0,74.0,73.29,68.71,84.29,91.71,75.29,82.0,66.0,59.86,39.29,72.57,48.43,68.29,25.29,28.29,22.29,9.29,10.29,14.29,14.29,6.29,for
Jannik Vestergaard,74.0,44.25,33.25,85.25,65.75,38.25,37.5,40.25,29.0,56.25,47.38,47.0,37.0,32.38,70.25,28.5,81.25,34.25,63.12,93.25,40.62,80.25,74.38,42.75,49.25,45.38,72.5,79.88,68.5,15.25,10.25,10.25,14.25,9.25,mid
Janek Sternberg,60.46,49.46,24.08,63.23,57.77,28.0,59.62,43.85,58.62,58.23,56.77,68.15,66.92,67.0,63.38,61.69,67.54,54.31,63.23,63.69,46.08,64.23,59.85,45.23,54.0,51.23,62.92,63.85,57.31,14.23,7.23,12.23,10.23,8.23,def
Alejandro Galvez,74.4,38.3,26.5,71.3,68.5,40.3,50.9,45.9,55.5,65.1,56.0,50.0,54.0,49.5,69.5,46.5,44.3,55.0,63.2,81.2,30.5,86.5,77.3,46.3,49.3,45.7,75.9,78.6,75.5,7.3,11.3,10.3,5.3,8.3,def
