name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Peter Niemeyer,70.0,42.0,28.0,81.0,64.0,25.0,35.0,36.0,32.0,52.33,56.0,34.0,34.0,38.0,75.0,44.0,65.0,61.0,68.0,81.67,39.0,84.33,77.67,31.0,57.0,48.0,75.0,79.0,75.67,16.0,6.0,8.0,12.0,11.0,mid
Jan Rosenthal,71.5,68.0,70.0,67.25,72.75,71.0,72.0,72.5,52.5,66.5,71.5,66.0,71.5,73.5,74.5,64.5,73.75,69.5,65.5,66.0,69.25,56.5,36.5,75.0,72.75,57.5,30.5,33.5,34.5,31.5,25.5,40.5,17.5,21.5,mid
Dominik Stroh-Engel,69.0,30.6,71.2,76.6,62.2,56.4,58.2,54.6,51.6,41.6,67.2,54.2,73.0,40.0,66.6,32.0,74.6,34.0,73.4,90.0,58.0,65.6,28.6,71.4,45.6,81.6,24.6,42.6,22.6,14.6,14.6,12.6,10.6,12.6,for
Marco Sailer,64.6,57.4,59.4,62.4,64.6,61.6,65.2,45.2,54.8,53.2,64.0,75.0,73.0,75.0,66.2,83.6,65.2,67.0,80.6,70.2,60.6,80.6,39.2,64.6,69.2,47.2,26.2,30.2,27.2,15.2,9.2,6.2,9.2,5.2,mid
Mario Vrancic,70.0,60.0,61.5,53.5,75.17,69.33,73.17,72.67,67.0,71.5,74.17,54.0,59.0,74.0,69.17,65.5,71.5,54.0,67.5,74.67,69.33,65.5,57.5,65.5,72.67,50.33,38.5,53.83,34.5,11.5,7.5,7.5,11.5,5.5,mid
Marcel Heller,70.78,71.0,65.11,58.56,64.22,67.0,76.67,64.56,53.89,48.56,72.11,92.11,92.67,83.0,65.67,80.0,68.89,69.78,78.11,56.0,58.44,57.56,22.22,67.56,53.56,55.78,19.44,33.89,22.78,14.56,12.56,9.56,11.56,12.56,mid
Sandro Wagner,69.17,48.0,69.0,80.67,60.0,67.0,54.5,55.0,54.0,36.0,63.17,54.0,65.0,50.0,68.17,42.0,78.0,59.0,64.0,83.17,65.0,81.0,19.0,71.0,39.0,58.67,15.0,29.0,12.0,6.0,15.0,8.0,7.0,12.0,for
Gyorgy Garics,72.0,72.0,45.0,62.0,68.0,43.0,64.0,53.0,57.0,68.0,68.0,76.0,76.0,68.0,70.0,64.0,68.0,62.0,76.0,69.0,51.0,74.0,72.0,60.0,54.0,49.0,69.0,74.0,73.0,13.0,12.0,13.0,7.0,7.0,def
Junior Diaz,72.4,76.8,48.6,73.6,69.6,53.6,68.0,74.6,49.6,73.6,70.8,69.4,76.0,71.0,70.0,64.0,60.6,76.6,76.0,67.0,56.6,77.4,71.0,61.6,60.6,56.6,67.8,71.8,75.0,15.6,12.6,8.6,12.6,5.6,def
Lukasz Zaluska,67.0,13.0,12.0,14.0,15.0,12.0,15.0,12.0,15.0,14.0,23.0,54.0,41.0,43.0,70.0,46.0,19.0,77.0,28.0,72.0,15.0,42.0,22.0,15.0,14.0,13.0,15.0,15.0,14.0,65.0,66.0,67.0,68.0,69.0,gk
