name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Eric Maxim Choupo-Moting,78.5,68.67,78.0,73.33,77.0,74.33,76.33,43.33,69.33,77.0,79.0,77.5,66.0,76.33,72.0,75.0,76.83,75.0,58.33,39.33,80.67,68.33,76.17,25.33,44.0,23.33,mid
Junior Caicara,75.75,73.0,43.0,44.0,72.0,51.0,74.0,79.0,65.0,87.0,79.0,78.0,88.0,73.0,69.0,84.0,46.5,65.5,67.0,70.0,72.0,63.0,78.0,77.75,77.75,77.5,mid
Marco Hoeger,76.71,77.43,64.43,68.14,78.43,69.71,73.29,60.43,73.43,63.57,66.71,67.57,63.14,80.57,76.43,87.0,77.0,73.86,80.29,80.14,72.86,72.29,73.43,74.14,77.86,69.43,mid
Johannes Geis,77.91,80.36,50.36,67.36,77.91,65.36,86.27,80.64,86.36,61.36,62.64,70.55,77.27,86.09,82.64,81.64,76.36,78.36,74.64,75.82,71.91,79.64,68.91,75.55,77.91,72.36,mid
Julian Draxler,80.25,78.0,75.0,61.5,83.25,79.0,78.0,72.0,74.0,78.0,77.25,83.25,75.0,81.0,73.75,69.0,63.5,85.0,48.0,36.0,77.0,77.5,62.0,25.0,35.0,26.0,mid
Pierre-Emil Hoejbjerg,69.89,54.44,52.0,59.11,75.11,51.33,68.11,69.11,71.0,68.0,67.0,73.0,71.44,76.89,60.89,69.44,74.67,60.11,62.44,61.78,58.56,71.89,53.67,58.33,65.44,58.0,mid
Sead Kolasinac,74.2,66.8,30.6,67.6,67.6,30.6,42.8,24.6,47.6,75.4,84.4,57.6,55.0,81.6,74.6,77.6,86.6,48.6,87.8,67.6,57.2,56.8,43.6,75.4,81.0,78.4,mid
Leon Goretzka,74.2,70.6,63.6,72.6,76.5,64.0,71.2,68.8,70.0,77.0,83.2,75.6,71.4,72.3,67.0,76.0,67.0,71.3,68.0,74.6,73.9,71.5,50.6,65.0,70.9,67.7,mid
Max Meyer,76.75,68.5,66.25,36.5,79.25,59.5,73.5,60.5,72.25,83.0,70.5,90.0,90.0,57.0,59.0,74.5,37.0,59.5,60.5,40.0,72.0,78.38,52.5,30.88,35.5,26.12,mid
Alessandro Schoepf,68.75,66.58,61.75,43.92,69.33,62.33,68.58,63.42,64.08,79.5,68.25,87.0,71.83,66.33,58.0,69.5,49.42,65.0,33.5,31.58,58.25,65.25,62.33,25.58,28.58,23.58,mid
Leroy Sane,68.53,59.76,65.82,65.94,69.35,52.94,73.71,54.76,61.12,83.35,82.0,74.53,70.12,72.53,61.18,60.65,57.53,68.88,51.53,31.06,61.47,61.76,53.0,30.29,34.53,32.41,mid
