name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Gonzalo Jara,70.0,59.57,44.43,62.43,71.14,27.43,27.43,46.43,72.43,67.43,70.71,72.29,73.0,57.43,74.29,69.86,74.43,50.57,82.14,70.0,53.29,64.29,44.43,72.29,71.29,70.29,mid
Julian Baumgartlinger,75.5,62.5,44.33,65.5,75.17,53.0,53.5,49.5,70.5,71.5,73.33,66.83,66.83,72.5,78.33,92.0,78.67,59.83,81.83,78.5,60.67,64.33,58.5,74.17,78.5,70.5,mid
Fabian Frei,73.83,73.42,68.0,71.33,72.42,75.42,69.33,65.0,76.83,73.58,72.58,71.5,70.58,80.0,69.75,90.17,72.58,75.75,60.42,67.42,74.83,79.5,61.42,65.42,69.42,69.08,mid
Pablo De Blasis,73.88,67.25,65.75,66.75,73.0,59.25,77.0,61.25,65.0,88.0,78.25,93.0,94.25,72.0,92.0,73.25,44.75,72.25,66.0,27.25,65.12,68.75,62.25,38.25,39.0,43.25,mid
Danny Latza,70.75,61.5,32.75,60.75,74.75,46.75,46.88,58.75,72.5,68.25,68.25,72.75,76.75,72.62,72.5,90.0,67.25,70.75,73.0,65.62,59.75,69.75,50.75,59.12,66.12,64.12,mid
Karim Onisiwo,66.0,64.0,60.5,52.5,58.5,57.0,56.0,49.0,56.5,76.0,82.0,68.0,72.0,70.5,56.0,72.0,68.0,55.0,59.0,22.0,65.5,67.0,54.5,19.0,25.0,25.0,mid
Christian Clemens,73.6,69.4,65.8,67.8,73.8,60.8,76.2,68.8,67.0,85.0,85.0,74.4,71.0,76.6,69.2,70.8,66.2,73.2,59.8,43.2,72.8,70.8,54.8,31.8,44.8,36.8,mid
Christoph Moritz,73.75,73.0,56.0,62.75,74.25,53.5,59.75,48.75,74.5,59.75,66.75,73.0,65.0,69.75,67.75,84.25,67.75,53.25,55.5,75.75,67.75,73.5,57.75,71.0,74.0,68.0,mid
Yunus Malli,73.38,65.38,61.92,32.38,75.92,68.38,72.38,65.38,68.77,79.0,74.92,83.92,77.0,65.23,64.46,73.46,52.62,63.08,48.54,45.38,70.85,75.31,66.38,41.69,34.23,30.23,mid
Jairo,73.0,70.0,66.33,54.0,73.33,50.5,69.5,45.17,71.0,80.83,81.0,80.5,78.5,54.5,71.0,63.17,39.33,64.0,46.5,30.0,72.67,69.5,49.5,27.17,28.17,29.17,mid
Suat Serdar,58.4,48.4,39.8,42.8,66.4,38.8,41.8,44.8,62.0,61.4,64.4,67.2,60.8,55.0,65.4,65.6,66.4,41.8,68.6,41.2,52.6,58.6,43.8,51.0,61.6,60.0,mid
