name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Christian Traesch,76.5,75.33,45.67,65.0,76.67,60.0,68.67,64.67,40.67,75.67,73.67,68.0,74.67,65.33,76.5,70.0,83.0,71.33,87.33,73.33,74.0,81.33,78.67,62.67,71.67,50.67,72.0,78.83,77.0,13.67,12.67,6.67,14.67,10.67,mid
Marcel Schaefer,75.0,85.0,58.0,68.0,74.67,60.0,73.0,78.0,70.0,75.0,74.0,68.0,67.0,68.0,76.0,65.0,83.0,74.0,73.0,73.0,78.0,74.0,73.0,63.0,67.0,64.0,76.0,74.67,78.33,13.0,11.0,10.0,6.0,13.0,mid
Vieirinha,78.5,77.12,72.25,56.75,76.0,64.25,86.25,73.25,66.25,65.12,83.25,84.0,76.75,86.0,80.25,87.25,79.5,69.0,72.88,58.5,75.25,74.25,58.62,77.25,77.25,65.25,57.75,57.5,55.75,14.25,9.25,11.25,10.25,12.25,mid
Luiz Gustavo,82.0,65.0,45.5,76.0,79.5,56.0,69.5,45.0,48.0,77.5,76.5,73.5,68.5,67.0,83.0,63.5,79.5,74.5,84.0,79.5,70.5,88.0,85.0,51.0,68.5,57.0,79.5,87.0,88.0,10.0,6.0,11.0,12.0,13.0,mid
Joshua Guilavogui,77.2,58.0,55.6,74.8,76.0,49.0,67.6,50.4,55.4,74.4,73.0,66.6,73.0,58.2,76.2,58.0,76.0,76.6,79.0,80.6,67.4,75.6,80.2,62.8,68.6,50.0,78.0,80.6,76.2,13.4,7.4,13.4,9.4,14.4,mid
Kevin de Bruyne,84.11,81.11,80.89,46.33,85.78,80.56,84.22,76.22,77.0,81.22,84.44,76.67,78.0,78.33,83.22,78.56,83.56,65.0,83.67,74.56,85.22,50.89,52.0,82.78,86.67,75.22,36.22,39.0,40.0,15.0,13.0,5.0,10.0,13.0,mid
Daniel Caligiuri,77.0,75.43,67.0,55.71,76.29,67.43,83.29,76.86,60.43,63.43,78.86,84.0,82.0,79.0,77.29,79.0,76.0,74.0,74.57,67.14,69.14,64.71,46.43,76.14,73.86,79.86,22.86,24.0,22.14,11.43,9.43,12.43,5.43,13.43,mid
Julian Draxler,80.25,78.0,75.0,61.5,83.25,79.0,86.0,78.0,72.0,74.0,84.25,78.0,77.25,83.25,81.5,75.0,81.0,73.75,69.0,63.5,85.0,48.0,36.0,77.0,77.5,62.0,25.0,35.0,26.0,11.0,13.0,5.0,13.0,8.0,mid
Maximilian Arnold,75.25,65.88,76.62,52.62,76.12,74.0,77.38,71.12,54.62,74.0,78.38,74.25,71.38,76.0,76.25,71.88,84.12,52.62,74.62,56.88,82.62,60.88,67.75,76.25,73.12,56.5,60.75,64.12,61.62,10.38,8.38,10.38,9.38,9.38,mid
Paul Seguin,60.33,49.67,33.67,57.0,66.33,48.0,57.67,40.67,42.67,61.67,60.0,54.0,56.33,53.67,57.67,59.0,58.0,65.67,55.0,71.67,46.67,60.67,58.33,44.67,47.67,44.67,58.0,62.33,63.67,13.67,10.67,5.67,14.67,7.67,mid
