name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Rafinha,77.75,81.0,37.5,55.25,78.25,52.25,78.75,59.5,70.75,76.0,73.5,82.0,82.5,62.5,72.25,78.0,52.0,42.75,87.75,77.75,66.5,63.5,66.25,79.0,77.75,82.75,mid
Arjen Robben,90.0,80.0,85.0,51.33,85.33,86.0,85.67,83.0,74.67,92.33,92.33,91.67,91.0,86.0,61.0,76.67,65.0,90.0,47.0,39.0,89.0,84.0,80.0,29.0,26.0,26.0,mid
Xabi Alonso,84.8,79.0,57.6,72.0,91.2,71.0,81.4,83.4,92.2,46.2,45.2,62.8,67.8,81.0,46.8,63.6,74.8,82.0,78.0,85.8,78.6,88.0,80.8,71.6,76.6,71.0,mid
Philipp Lahm,87.0,84.0,47.0,63.6,88.8,66.0,77.0,59.0,83.0,77.0,75.0,83.6,92.4,57.0,72.0,85.2,59.0,65.0,58.0,92.4,69.0,83.6,71.2,87.0,87.6,95.0,mid
Franck Ribery,87.5,82.5,78.5,41.0,88.0,80.5,83.5,81.0,73.5,89.5,86.5,91.0,91.5,76.0,50.5,68.0,61.5,73.0,52.0,36.0,83.0,88.0,80.0,19.0,25.0,26.0,mid
Javier Martinez,84.25,60.0,55.0,86.0,77.5,62.5,61.0,49.5,76.25,50.0,54.5,56.5,57.5,76.5,70.0,68.25,86.0,63.0,88.0,85.25,57.0,76.5,55.0,80.0,86.25,87.25,mid
Arturo Vidal,85.25,76.0,77.5,72.5,84.75,78.0,76.0,65.75,79.25,80.5,76.75,78.0,77.75,80.75,81.25,93.0,75.0,80.25,89.25,86.5,79.25,80.5,86.0,75.25,85.0,89.75,mid
Thomas Mueller,86.0,82.0,88.4,80.8,84.2,83.0,81.0,59.6,77.0,77.8,81.0,77.0,73.0,76.0,81.0,90.0,68.0,80.0,57.0,58.0,94.0,85.0,89.4,32.0,41.0,44.0,mid
Sebastian Rode,79.0,69.0,55.0,66.0,78.0,55.0,51.0,57.0,73.0,77.0,75.0,73.5,76.0,75.0,81.0,87.0,70.0,65.0,85.0,82.0,70.0,73.0,51.0,77.0,83.0,82.0,mid
Thiago Alcantara,82.0,63.0,69.0,60.57,87.57,83.57,82.57,77.0,83.0,77.0,68.0,90.0,85.86,73.57,72.0,68.14,58.57,80.29,67.0,64.14,80.14,84.0,75.0,49.0,58.0,59.86,mid
Juan Bernat,76.6,79.6,59.4,54.2,80.4,58.2,75.2,52.6,69.6,82.6,78.8,84.0,84.0,59.8,72.6,78.2,59.8,58.0,69.8,77.0,74.0,68.6,55.4,78.2,77.4,76.4,mid
Kingsley Coman,68.67,64.5,63.33,54.5,65.83,69.5,72.17,62.5,52.83,90.0,91.0,88.33,80.67,73.33,72.67,69.0,54.67,69.0,32.5,23.33,59.0,56.5,63.5,17.0,21.0,21.0,mid
Joshua Kimmich,68.4,60.5,48.3,43.5,73.8,49.3,65.5,60.9,70.3,69.0,63.6,82.0,76.0,59.8,68.0,72.1,55.5,50.6,70.5,64.8,62.7,72.7,45.0,54.3,58.5,53.5,mid
