name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Raffael,80.0,73.0,77.25,62.5,81.75,74.0,86.0,80.0,73.0,76.25,83.0,77.0,72.0,84.0,82.5,84.5,77.0,71.0,76.5,63.0,77.25,66.0,53.0,81.0,80.0,72.0,29.0,42.0,31.0,12.0,10.0,5.0,13.0,14.0,for
Roel Brouwers,74.2,29.4,53.4,79.4,58.4,24.4,38.2,27.4,36.4,50.4,47.4,43.4,45.6,47.8,76.2,42.4,51.4,67.0,60.2,78.0,28.4,74.4,74.2,40.4,33.4,50.4,78.4,78.6,76.8,11.4,14.4,10.4,14.4,6.4,def
Oscar Wendt,76.0,82.0,44.0,63.0,80.0,47.0,77.0,79.0,71.0,76.0,78.0,77.0,78.0,72.0,79.0,71.0,75.0,67.0,78.0,68.0,50.0,69.0,65.0,76.0,72.0,65.0,77.0,78.0,79.0,9.0,12.0,10.0,13.0,11.0,mid
Haavard Nordtveit,76.0,66.0,39.0,77.0,72.0,38.0,63.0,63.0,65.0,76.0,70.0,65.0,67.0,61.0,76.0,59.0,71.0,68.0,79.0,81.0,65.0,77.0,74.0,57.0,69.0,56.0,79.0,81.0,78.0,14.0,8.0,9.0,13.0,10.0,mid
Fabian Johnson,75.43,78.57,41.57,59.57,76.43,48.57,77.71,69.57,49.57,70.43,76.43,84.0,89.43,76.0,77.43,73.71,68.57,64.57,77.14,66.14,55.57,73.57,66.71,71.71,72.43,52.57,69.57,74.57,72.57,6.57,6.57,9.57,11.57,14.57,mid
Tobias Sippel,72.5,16.75,15.25,16.0,30.25,15.25,16.0,17.5,16.75,21.75,20.5,50.0,42.0,48.0,72.75,41.0,23.75,64.0,41.0,65.0,14.5,35.75,17.5,18.25,24.5,22.25,14.5,17.5,15.25,74.75,68.75,71.75,67.5,77.75,gk
Martin Stranzl,80.33,46.33,32.0,80.33,66.0,28.0,44.33,34.0,37.0,59.0,56.67,53.0,53.0,48.0,81.67,44.33,70.0,55.0,62.0,85.33,37.0,82.33,82.67,37.0,46.0,56.0,85.67,86.67,83.67,13.0,8.0,5.0,6.0,8.0,def
Yann Sommer,81.4,17.8,17.8,16.0,40.0,14.8,19.0,17.2,17.8,33.4,27.8,48.0,54.0,55.0,80.4,58.0,28.6,69.0,45.0,68.0,17.2,38.0,21.0,19.0,44.8,29.6,16.6,21.4,17.2,83.0,82.0,79.8,75.6,85.4,gk
Ibrahima Traore,77.62,79.5,63.5,43.5,73.62,52.5,86.12,81.0,63.5,58.0,77.5,91.25,85.0,94.0,77.75,92.0,75.62,72.5,67.12,40.0,72.25,41.5,40.5,77.25,75.25,55.5,31.5,33.5,40.0,5.5,5.5,10.5,7.5,6.5,mid
Lars Stindl,78.5,75.42,73.33,65.0,81.58,74.5,73.0,77.42,68.42,64.42,78.42,73.42,69.58,75.5,81.92,78.58,82.42,72.0,82.33,67.75,80.08,67.83,68.42,80.58,80.5,69.42,64.92,62.92,56.08,6.42,9.42,12.42,10.42,11.42,for
Tony Jantschke,79.0,57.5,34.5,69.0,73.5,36.5,62.5,42.5,49.5,71.5,72.0,69.5,67.5,72.5,83.5,77.5,47.5,84.5,78.5,73.5,43.5,76.5,84.5,51.5,57.5,50.5,84.5,82.0,82.0,10.5,5.5,6.5,5.5,12.5,mid
Alvaro Dominguez,77.4,70.6,22.6,79.2,67.8,17.8,57.6,65.6,36.6,63.2,62.8,63.0,69.0,58.4,76.0,54.8,48.6,72.0,76.8,79.0,35.8,84.6,76.8,47.6,56.6,49.6,80.2,78.8,81.2,15.6,15.6,12.6,11.6,8.6,def
Patrick Herrmann,78.14,76.43,69.14,55.0,76.43,74.0,81.57,74.0,50.0,63.14,76.43,90.0,92.0,88.0,80.71,83.71,76.0,69.0,68.57,53.43,76.57,58.0,29.0,81.14,74.86,61.0,27.0,26.0,40.0,14.0,13.0,8.0,8.0,7.0,mid
Martin Hinteregger,73.5,52.5,47.5,67.0,61.5,48.5,55.5,50.5,47.5,64.5,62.5,64.0,74.0,62.0,62.5,62.0,82.5,84.5,75.0,81.0,70.5,81.5,73.0,60.5,61.5,50.0,72.5,77.5,77.5,13.5,13.5,8.5,12.5,9.5,def
Granit Xhaka,78.75,68.0,49.0,59.0,81.08,55.25,73.33,68.0,70.0,84.83,76.67,46.5,54.0,59.0,81.33,62.67,87.58,33.92,77.33,74.58,80.0,86.42,70.25,76.75,82.0,59.0,69.58,70.25,64.0,7.0,8.0,11.0,7.0,13.0,mid
Andre Hahn,76.33,79.33,79.0,61.33,72.33,75.33,73.0,66.33,51.33,67.33,74.0,80.0,90.33,67.33,77.33,58.67,83.33,82.0,90.0,81.67,76.33,78.33,49.33,78.33,69.33,48.33,45.33,55.33,41.33,13.33,13.33,12.33,14.33,10.33,for
Thorgan Hazard,77.12,74.25,72.5,37.5,76.62,74.5,82.25,78.75,72.5,72.75,76.75,77.12,75.88,81.75,75.75,79.62,74.25,64.0,73.25,57.0,74.62,61.5,38.5,74.12,80.5,72.5,27.5,33.5,31.5,5.5,8.5,6.5,6.5,7.5,for
Julian Korb,73.67,71.33,32.33,51.33,74.33,29.33,72.33,65.33,43.33,69.33,75.33,77.0,69.0,77.67,76.33,77.67,57.33,75.0,77.0,56.0,30.33,73.33,71.33,64.33,58.0,48.33,78.33,76.0,75.33,11.33,12.33,13.33,9.33,11.33,def
Andreas Christensen,65.0,47.33,26.67,61.33,63.33,25.0,43.67,28.67,22.0,60.33,58.0,59.67,63.33,50.0,57.67,59.0,31.0,71.0,64.67,66.33,20.0,68.33,66.67,30.0,49.0,38.67,65.33,70.67,63.33,10.0,12.0,8.0,6.0,8.0,def
Mahmoud Dahoud,63.25,56.0,47.88,41.88,71.75,42.62,69.25,50.88,47.88,67.75,66.12,78.12,65.0,72.5,62.0,77.0,64.88,69.88,66.38,57.62,59.88,68.62,54.62,51.0,65.75,54.88,54.88,62.88,58.88,13.88,6.88,8.88,11.88,10.88,mid
