name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Diego Mainz,71.25,38.0,39.0,80.75,57.0,22.0,42.25,32.0,22.0,60.0,56.0,33.25,45.5,36.0,62.5,38.5,59.0,55.0,60.5,84.5,22.5,83.25,71.75,33.0,54.0,37.0,72.0,73.0,65.75,11.5,6.5,7.5,9.5,15.5,def
Ruben Perez,74.89,51.89,42.89,55.89,76.78,25.89,56.78,54.89,56.89,68.89,71.33,66.11,65.56,63.44,74.33,70.44,78.89,73.44,77.78,76.44,70.89,82.22,83.11,57.89,74.89,49.89,59.89,80.89,63.89,10.44,7.44,12.44,8.44,14.44,mid
Ricardo Costa,76.0,40.5,24.5,82.5,52.5,34.5,47.5,24.5,27.5,46.5,54.5,52.0,55.0,58.0,66.5,64.0,69.5,88.0,72.0,84.0,31.5,88.5,74.5,55.5,44.5,39.5,75.5,74.5,81.0,13.5,14.5,6.5,7.5,12.5,def
David Barral,72.43,57.86,69.43,73.14,61.86,70.0,76.0,67.0,60.0,50.57,74.14,75.0,75.29,73.57,70.0,67.29,83.29,79.0,75.86,74.14,63.57,88.0,35.0,73.57,61.43,71.86,30.0,49.0,44.0,11.0,10.0,7.0,9.0,15.0,for
Piti,75.0,75.0,67.5,49.0,76.0,66.0,76.25,75.0,77.0,74.0,79.5,70.75,66.75,71.25,79.25,75.5,90.5,63.5,69.5,60.5,80.5,77.0,35.0,78.5,75.0,81.5,29.0,37.0,31.0,11.5,12.5,9.5,11.5,5.5,for
Jean-Sylvain Babin,72.8,36.2,21.2,75.2,68.4,25.2,31.4,47.2,66.2,55.2,51.8,43.8,54.8,33.4,55.8,59.6,87.2,91.6,84.8,92.8,63.2,66.4,69.2,49.2,57.2,44.2,67.4,82.8,70.2,14.6,9.6,15.6,7.6,6.6,def
Javi Moreno Marquez,73.14,65.86,64.86,49.57,83.43,65.86,65.57,77.57,73.29,84.86,77.43,63.14,58.29,70.14,71.0,75.43,82.29,57.14,59.43,70.14,76.0,66.0,67.43,58.86,79.86,70.86,61.57,65.0,58.57,12.43,9.43,5.43,9.43,8.43,mid
Andres Fernandez,75.0,23.0,22.0,21.75,34.25,22.25,22.25,30.0,21.75,39.25,24.75,58.0,55.0,57.0,75.75,65.0,28.75,83.0,43.0,74.0,21.25,39.25,25.25,22.25,29.0,20.25,21.5,22.25,22.5,79.25,72.75,68.0,69.75,80.0,gk
David Lomban,72.5,39.0,51.5,71.0,71.5,44.0,50.0,73.0,72.0,80.0,67.0,49.0,51.75,55.5,68.0,45.5,81.0,64.5,79.5,80.0,49.0,77.5,75.0,36.0,50.5,72.5,71.5,76.5,65.5,5.5,12.5,12.5,15.5,14.5,def
Miguel Lopes,74.5,76.5,31.0,62.0,73.5,55.0,75.0,67.0,53.0,68.5,75.0,74.75,74.25,69.0,74.5,65.5,60.0,71.5,77.0,77.5,32.0,75.5,75.25,74.0,63.5,50.0,70.5,78.0,76.5,14.5,11.5,6.5,12.5,12.5,def
