name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Raul Garcia,80.2,79.2,74.0,86.4,85.8,54.6,74.4,67.6,84.0,68.4,69.4,64.0,63.0,85.6,73.0,78.8,81.0,75.0,82.6,66.6,84.2,79.8,76.0,53.6,70.6,62.6,mid
Mikel Rico,78.0,54.67,70.0,61.67,83.17,57.67,54.67,62.67,79.67,67.67,66.0,71.33,74.33,78.67,82.67,88.33,78.33,65.0,72.67,81.17,70.0,77.67,59.67,58.67,84.67,75.67,mid
Benat Etxebarria,79.6,80.4,69.2,47.6,84.2,61.6,82.4,84.8,84.8,68.2,62.2,71.8,75.8,87.6,61.0,77.0,70.8,81.6,79.6,71.4,78.0,83.8,69.2,60.2,74.8,65.6,mid
Markel Susaeta,78.12,83.75,73.88,52.75,80.38,67.5,82.75,79.25,80.25,79.12,78.62,77.0,76.75,78.25,65.62,74.75,61.62,75.12,65.62,44.88,77.12,74.38,58.25,20.0,23.25,27.25,mid
Ander Iturraspe,80.0,59.4,62.2,77.8,83.6,49.4,67.8,65.8,78.2,73.2,68.8,57.6,48.6,73.6,53.4,81.6,81.2,62.8,72.6,84.2,69.8,79.4,57.8,71.8,82.8,73.0,mid
Iker Muniain,79.67,74.33,75.67,43.33,72.67,63.33,79.33,69.33,65.33,89.33,83.33,89.33,94.33,66.33,74.33,64.33,53.67,72.33,66.33,48.33,81.33,71.33,61.33,33.33,58.33,34.33,mid
Oscar de Marcos,80.0,79.0,59.0,59.0,77.0,57.0,78.0,53.0,69.0,85.0,92.0,78.5,76.0,74.0,81.0,93.0,74.0,56.0,76.0,80.0,80.0,66.0,56.0,66.0,80.0,80.0,mid
Mikel San Jose,78.71,46.86,57.29,79.29,80.57,62.71,30.86,43.86,78.57,56.57,63.71,51.71,55.57,64.71,77.86,68.43,81.29,60.57,71.86,81.14,52.86,61.86,50.86,70.71,82.0,73.57,mid
Ager Aketxe,68.67,59.67,66.5,53.67,77.0,48.67,72.67,74.5,73.0,66.0,54.67,77.33,86.33,54.67,45.0,40.67,41.33,64.67,51.67,47.0,64.67,74.67,56.67,43.0,51.0,53.0,mid
Javier Eraso,72.0,64.0,73.0,54.0,78.0,59.0,49.0,59.0,75.0,67.0,67.0,53.0,59.0,71.0,64.0,86.67,68.0,64.0,82.0,67.0,81.0,68.0,54.0,49.0,65.0,58.0,mid
