name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Jorge Molina,74.5,49.0,76.0,82.0,64.0,76.0,61.0,55.0,59.0,53.0,74.0,40.5,52.0,49.0,76.0,33.0,83.0,64.0,67.0,91.0,72.0,76.0,41.0,84.0,58.0,78.0,30.0,32.0,19.0,6.0,14.0,8.0,13.0,14.0,for
Heiko Westermann,75.67,61.67,46.67,82.0,62.67,58.67,53.33,47.67,38.67,70.33,61.0,63.67,65.67,50.0,76.0,55.0,70.67,66.0,72.0,84.33,52.67,74.0,78.67,51.0,61.33,41.67,75.33,79.33,74.0,7.67,7.67,11.67,10.67,9.67,def
Rafael van der Vaart,77.62,77.12,73.0,54.25,82.5,80.25,77.75,83.62,80.62,79.75,81.0,51.12,43.0,73.0,81.5,75.0,79.5,49.5,66.25,62.75,78.62,63.5,58.5,75.0,80.75,78.25,49.25,56.0,54.5,11.25,11.25,5.25,15.25,13.25,mid
Didier Digard,75.67,47.67,58.0,74.67,77.33,33.67,67.0,55.67,62.0,74.0,73.0,66.0,60.33,70.67,74.67,68.0,76.0,72.0,83.67,76.67,68.67,82.67,75.33,40.67,68.33,70.67,72.67,76.67,74.0,9.67,15.67,5.67,12.67,9.67,mid
Joaquin,78.88,86.38,68.38,56.62,79.88,68.88,83.38,88.38,76.25,78.38,83.38,75.75,76.62,76.38,70.12,76.75,73.5,59.5,67.25,60.0,76.5,52.62,33.25,76.38,80.25,74.38,27.12,36.88,35.12,8.5,13.5,5.5,9.5,10.5,mid
Francisco Molinero,72.0,67.0,45.0,59.0,70.0,54.0,63.0,66.0,40.0,62.0,75.0,77.0,79.0,78.0,72.0,75.0,71.0,76.0,90.0,69.0,59.0,80.0,65.0,64.0,59.0,51.0,69.0,65.0,73.0,8.0,10.0,10.0,13.0,13.0,def
Juan Vargas,75.5,84.75,68.25,64.25,76.25,78.25,75.5,80.75,75.5,76.5,77.5,74.0,78.0,70.0,68.25,68.0,89.5,66.0,73.75,78.0,84.5,82.25,69.0,71.5,70.5,70.75,68.25,76.25,74.25,9.5,5.5,10.5,8.5,13.5,def
Antonio Adan,76.33,12.0,11.0,23.0,34.0,15.0,12.0,11.0,12.0,43.0,15.0,55.0,55.0,53.67,60.0,51.0,25.0,71.0,35.0,77.0,12.0,41.0,20.0,11.0,35.0,25.0,11.0,14.0,18.0,75.33,81.0,76.33,77.0,80.0,gk
Ruben Castro,79.0,60.0,84.0,73.0,69.0,72.0,83.0,72.0,69.0,45.0,79.0,82.0,79.0,87.0,87.0,79.67,77.0,78.0,81.0,61.0,74.0,50.0,37.0,86.0,74.0,76.0,11.0,12.0,14.0,14.0,8.0,15.0,8.0,12.0,for
Foued Kadir,72.25,71.5,68.25,56.0,71.75,60.25,72.75,67.75,69.25,69.0,73.75,75.25,75.5,75.5,69.75,62.0,70.25,59.0,66.5,59.25,71.5,71.0,61.25,70.25,75.25,53.25,23.0,37.25,29.0,9.25,12.25,15.25,12.25,7.25,mid
Alfred N'Diaye,73.25,54.25,45.0,55.25,72.5,30.5,57.5,35.5,31.5,69.5,69.25,64.0,78.25,59.0,69.5,52.0,66.75,41.5,75.25,91.0,59.75,81.5,71.0,42.5,62.0,53.5,68.25,81.5,68.0,10.75,6.75,12.75,14.75,9.75,mid
