name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
German Dario Lux,75.25,15.25,16.0,16.0,15.25,15.25,14.5,16.0,15.25,28.75,34.75,29.0,32.0,56.0,74.75,55.0,15.25,68.0,43.0,72.0,14.5,44.75,19.0,14.5,35.5,15.25,17.5,16.0,16.75,77.75,70.25,74.25,74.0,79.25,gk
Manuel Pablo,68.0,77.6,44.6,48.6,67.6,56.6,46.8,65.6,47.6,64.2,69.2,53.6,49.8,49.4,77.2,66.0,55.6,33.4,45.4,75.0,60.6,71.6,79.6,44.6,56.2,50.6,70.4,75.8,69.4,13.6,5.6,14.6,11.6,13.6,def
Fernando Navarro,75.5,70.0,36.0,69.0,72.0,58.0,62.0,71.0,62.0,65.0,71.0,65.5,66.0,61.0,78.0,68.0,67.0,69.0,75.5,74.0,60.0,80.0,77.0,59.0,56.0,33.0,84.0,79.0,82.0,7.0,6.0,13.0,13.0,6.0,def
Jonas Gutierrez,73.5,71.0,62.5,62.5,76.5,60.0,78.5,66.5,69.5,72.5,77.0,64.67,65.17,73.0,74.5,63.0,79.5,61.0,68.5,76.0,73.5,54.5,67.5,67.5,69.5,70.5,71.5,64.5,60.0,5.5,8.5,15.5,9.5,9.5,mid
Alberto Lopo,72.0,44.0,59.0,75.0,69.0,28.0,32.0,31.0,47.0,63.0,64.0,48.0,54.0,36.0,64.0,52.0,53.0,78.0,55.0,84.0,48.0,78.0,66.0,47.0,42.0,60.0,71.0,74.0,70.0,9.0,9.0,14.0,8.0,16.0,def
Cani,74.5,75.5,65.5,47.5,74.0,69.5,79.5,77.0,61.5,71.5,83.0,72.5,75.0,72.0,62.0,68.0,71.5,66.0,65.0,61.0,73.5,61.5,44.5,75.5,71.5,69.5,44.5,45.5,39.5,8.5,11.5,6.5,15.5,6.5,mid
Oriol Riera,71.5,34.5,72.0,71.5,51.5,67.0,62.5,58.5,56.5,37.5,66.0,69.5,73.67,62.0,78.0,63.0,76.0,76.0,79.17,75.0,65.5,72.5,40.5,76.0,54.5,62.5,21.0,20.5,19.5,11.5,11.5,7.5,10.5,9.5,for
Stipe Pletikosa,74.0,18.0,12.0,12.0,12.0,12.0,14.0,15.0,13.0,23.0,33.0,64.0,51.0,53.0,71.0,50.0,23.0,76.0,25.0,74.0,12.0,42.0,23.0,14.0,18.0,13.0,14.0,13.0,17.0,75.0,72.0,73.0,78.0,75.0,gk
Pedro Mosquera,76.0,61.0,58.0,65.0,84.0,51.0,64.0,79.0,70.0,83.0,80.0,68.0,55.5,69.0,74.0,60.0,61.0,68.0,71.0,68.0,63.0,70.0,71.0,72.0,80.0,51.0,56.0,71.0,59.0,10.0,15.0,8.0,14.0,10.0,mid
Celso Borges,73.9,61.3,66.3,67.8,73.2,71.3,68.0,71.5,67.8,75.6,76.3,64.0,67.3,70.0,75.2,68.8,80.0,65.0,84.7,77.3,74.9,67.3,64.9,75.3,78.5,73.3,64.7,63.0,54.3,8.3,15.3,6.3,8.3,12.3,mid
