name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Victor Casadesus,74.17,61.67,70.0,77.67,73.33,72.17,74.5,65.0,60.67,62.67,78.0,67.67,65.33,65.5,73.83,75.5,76.5,83.67,70.17,82.83,69.83,78.83,34.0,78.5,72.0,70.5,30.5,36.0,28.5,5.5,13.5,7.5,6.5,10.5,for
David Navarro,74.75,39.0,39.25,72.75,62.25,43.0,44.25,42.0,38.5,59.25,55.25,43.62,45.88,51.0,67.25,48.0,53.75,74.12,61.0,84.5,29.25,89.75,76.25,39.0,45.0,48.0,78.0,75.5,71.88,11.5,9.5,11.5,6.5,6.5,def
Joan Verdu,76.67,69.33,68.67,54.0,83.33,63.33,76.0,82.67,80.0,81.33,79.33,65.0,60.0,70.0,72.0,73.0,74.0,53.0,55.33,55.67,75.33,56.67,48.67,75.33,83.33,72.67,42.0,50.0,40.67,12.0,9.0,12.0,13.0,7.0,mid
Juanfran Garcia,72.33,71.44,38.89,58.89,57.22,42.89,57.78,60.22,50.44,62.0,63.67,62.11,64.11,57.33,74.11,55.0,52.89,67.22,54.44,80.0,41.67,83.78,80.89,56.89,52.89,47.22,71.33,75.78,71.0,8.44,5.44,11.44,10.44,5.44,def
Pedro Lopez,71.67,74.83,53.5,55.67,71.0,51.67,69.17,69.17,56.67,65.67,74.5,73.5,74.0,71.17,71.0,76.17,78.67,67.33,70.17,63.83,67.67,74.5,74.33,58.33,61.33,60.17,69.83,74.0,72.33,9.83,11.83,15.83,11.83,13.83,def
Ruben,75.0,12.0,14.0,12.0,31.0,11.0,15.0,11.0,13.0,32.0,14.0,47.0,53.0,64.0,69.0,52.0,22.0,75.0,42.0,70.0,11.0,36.0,22.0,14.0,40.0,25.0,11.0,13.0,12.0,81.0,71.0,73.5,71.0,82.0,gk
Verza,75.5,76.5,61.25,49.5,81.0,68.75,61.5,81.75,79.25,82.5,76.25,58.75,52.75,62.0,74.5,66.0,80.5,51.25,89.25,75.0,75.75,76.75,72.75,60.25,74.75,81.75,63.25,73.25,62.5,12.75,9.75,15.75,15.75,6.75,mid
Giuseppe Rossi,80.25,69.0,85.0,63.0,77.0,83.0,83.0,79.0,77.0,67.0,87.0,86.0,78.75,84.0,79.0,86.0,78.75,61.0,65.0,55.25,82.0,24.0,19.0,86.75,77.0,87.0,13.75,24.0,20.5,4.0,9.0,12.0,10.0,4.0,for
Carl Medjani,72.4,45.8,49.8,79.6,62.2,27.8,49.4,38.8,48.2,60.6,59.0,57.6,62.2,52.0,70.0,57.6,59.8,83.0,68.0,75.8,58.8,75.8,73.2,47.0,44.8,48.8,71.8,72.8,71.4,13.8,14.8,7.8,10.8,12.8,def
Nikos Karabelas,70.86,69.86,29.86,48.86,59.57,34.86,61.0,48.86,27.86,60.14,67.71,75.0,76.14,73.14,70.0,70.71,58.86,69.57,75.57,73.43,36.86,78.71,72.86,53.86,52.86,33.86,71.71,73.43,76.86,10.43,11.43,8.43,8.43,11.43,def
Simao,73.64,43.73,39.09,60.82,68.45,52.91,57.82,44.18,37.27,62.45,68.18,75.82,73.82,75.55,74.91,74.64,57.09,83.82,81.55,82.18,49.09,82.73,82.27,36.0,53.64,46.55,73.09,83.18,76.45,9.55,9.55,15.55,7.55,13.55,mid
Jordi Feliu Xumetra,72.0,70.33,63.0,53.67,65.0,65.67,76.0,66.67,58.33,58.0,73.0,85.33,89.33,78.0,72.17,80.0,79.67,76.67,77.5,60.0,66.67,60.67,46.67,73.5,66.33,59.33,30.0,38.33,36.0,12.33,9.33,15.33,13.33,10.33,mid
Lucas Alfonso Orban,75.75,70.75,50.25,69.0,68.5,50.25,60.88,72.75,43.75,65.25,68.75,72.0,75.38,71.25,73.5,69.0,65.5,74.25,78.62,77.25,50.38,81.5,75.62,58.5,58.0,60.75,81.5,79.0,83.38,15.75,8.75,11.75,12.75,14.75,def
Tono,72.33,80.67,44.83,50.0,69.83,44.0,72.83,77.33,59.17,67.83,75.67,79.67,83.5,77.75,72.5,78.0,56.17,71.5,78.83,60.83,60.17,58.0,70.33,63.5,64.17,63.5,68.33,72.17,74.58,14.5,12.5,6.5,9.5,14.5,def
Diego Marino,72.25,21.38,22.0,21.25,28.38,21.38,20.88,20.88,19.75,27.38,18.62,45.0,51.0,47.0,70.38,53.0,34.88,75.0,33.0,62.0,25.88,22.75,22.38,19.75,25.25,22.38,21.62,21.25,20.88,75.5,68.12,61.62,71.25,77.5,gk
Angel Trujillo,73.0,34.5,26.25,65.25,56.5,29.0,37.5,38.5,40.5,50.25,57.25,59.25,67.25,61.0,65.75,60.75,48.75,84.75,78.75,79.75,37.75,81.25,73.25,37.5,45.5,34.5,72.0,80.0,74.0,7.75,11.75,11.75,8.75,6.75,def
Zouhair Feddal,68.33,50.0,32.33,69.56,60.78,32.78,46.22,30.0,28.89,56.78,62.33,43.89,52.78,45.78,54.56,33.11,54.0,63.0,65.11,77.0,36.22,69.56,70.0,34.67,35.22,39.11,71.67,74.11,61.33,12.56,13.56,11.56,9.56,7.56,def
Ivan Lopez,72.23,75.08,47.69,48.23,71.08,42.15,75.08,63.85,37.38,66.08,72.85,78.46,83.85,76.0,71.92,80.85,58.31,72.46,78.0,62.85,61.23,65.77,69.54,60.15,62.15,48.92,68.38,75.38,76.08,13.46,10.46,10.46,9.46,9.46,def
