name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Mehdi Lacen,76.0,67.0,52.0,57.0,84.0,65.0,77.0,82.0,75.0,74.0,80.0,67.5,64.5,78.5,76.0,80.0,74.0,74.0,78.5,69.5,68.0,68.0,71.0,67.0,77.0,59.0,69.0,74.0,58.0,16.0,7.0,11.0,12.0,13.0,mid
Juan Rodriguez,74.0,60.0,59.0,71.0,84.0,47.0,67.0,58.0,60.0,70.0,75.0,50.0,39.5,58.0,76.0,55.0,82.0,64.0,72.0,78.0,68.0,76.0,75.0,70.0,77.0,54.0,62.0,73.0,61.0,12.0,11.0,16.0,13.0,8.0,mid
Alexis,74.75,51.5,21.5,81.0,72.5,39.5,46.5,48.5,42.5,63.5,65.0,56.75,65.25,64.0,62.0,58.0,66.5,78.0,68.0,80.5,23.5,81.0,72.5,52.5,51.5,29.5,75.0,72.5,77.0,15.5,7.5,12.5,9.5,12.5,def
Angel Lafita,74.0,75.0,64.0,70.0,77.0,59.0,77.0,70.0,61.0,68.0,78.0,66.5,72.0,62.0,81.0,55.0,78.0,56.5,59.0,68.5,67.0,70.0,46.0,82.0,75.0,60.0,23.0,37.0,45.0,9.0,6.0,14.0,14.0,14.0,mid
Roberto Lago,74.0,75.0,37.0,54.0,69.0,47.0,67.0,68.0,53.0,65.0,74.0,76.33,77.33,73.33,66.0,66.0,78.0,82.0,84.0,73.0,58.0,76.0,79.0,58.0,57.0,46.0,70.0,74.0,78.0,14.0,12.0,10.0,15.0,7.0,def
Abdoul Karim Yoda,70.75,66.75,68.75,49.75,70.25,45.75,72.75,54.75,52.75,58.75,72.25,82.75,85.75,74.5,60.75,62.0,66.75,70.5,77.5,69.5,50.5,63.75,43.75,66.5,61.75,52.75,44.5,49.0,42.75,11.75,14.75,13.75,10.75,5.75,def
Pedro Leon,78.25,88.5,71.75,45.75,84.25,67.75,81.75,86.75,79.75,85.25,79.75,69.0,71.25,68.5,72.5,74.0,79.75,33.25,62.0,59.0,74.75,54.75,42.75,70.75,81.25,70.5,33.75,43.75,41.75,10.75,11.75,9.75,14.75,15.75,mid
Alvaro Pereira,74.0,77.33,54.33,65.33,74.33,58.33,72.67,72.0,70.67,73.0,74.67,77.0,82.0,73.0,76.33,64.0,76.33,74.33,79.0,76.0,71.0,81.33,75.33,68.33,66.33,59.33,66.0,73.33,73.0,5.33,5.33,12.33,14.33,9.33,def
Vicente Guaita,78.0,25.0,18.0,20.5,38.5,20.0,20.5,21.5,21.0,32.5,18.5,51.0,52.0,63.0,74.0,48.0,30.0,72.0,32.0,62.0,25.5,23.5,26.5,19.0,35.0,22.0,17.5,20.0,21.0,79.5,76.0,72.5,75.0,84.0,gk
Cala,72.29,59.29,45.43,75.43,72.57,46.43,55.29,76.71,36.43,68.71,69.14,66.0,68.0,64.57,67.86,68.14,69.43,83.0,73.0,69.71,60.43,75.14,77.29,35.43,46.43,45.43,68.29,72.29,73.14,14.43,7.43,13.43,14.43,9.43,def
Stefan Scepovic,70.0,41.5,71.5,73.0,69.0,65.0,57.0,60.5,67.5,40.5,70.5,66.75,65.0,66.0,73.5,62.0,68.0,74.5,66.5,73.0,65.5,42.5,32.5,78.0,60.5,81.5,23.5,33.5,37.5,7.5,14.5,14.5,7.5,12.5,for
Santiago Vergini,73.11,67.0,32.33,74.67,67.0,26.33,64.33,38.33,49.33,63.67,70.67,64.89,72.0,55.0,74.67,59.0,44.33,60.0,65.0,82.67,37.33,73.67,76.33,45.78,52.33,48.33,76.0,77.0,75.67,5.33,6.33,5.33,12.33,7.33,def
Damian Suarez,75.25,73.75,60.5,53.75,71.0,61.75,66.25,76.75,72.75,68.75,67.5,77.75,86.0,85.0,72.5,78.5,78.5,83.0,91.0,74.75,69.5,86.0,73.75,61.75,51.75,72.75,69.75,71.0,82.0,15.75,8.75,8.75,14.75,6.75,def
Alvaro Vazquez,74.0,51.0,78.0,68.0,64.0,71.0,74.0,66.0,54.0,59.0,76.0,66.25,71.5,72.25,75.0,67.0,80.0,70.0,65.25,71.0,77.0,64.0,37.0,76.0,60.0,67.0,13.0,39.0,25.0,7.0,16.0,7.0,9.0,14.0,for
Pablo Sarabia,74.0,71.43,68.43,52.86,73.0,48.57,81.43,78.57,72.57,63.86,78.71,77.0,78.43,78.71,69.57,82.57,64.86,54.0,62.0,51.43,69.57,31.57,24.57,71.14,72.71,60.57,25.57,26.57,27.57,15.57,6.57,14.57,5.57,13.57,mid
Moi Gomez,76.57,76.29,69.43,53.29,80.29,67.14,79.57,80.0,61.86,72.71,80.0,78.71,78.0,79.29,70.0,75.14,79.14,73.0,71.71,65.86,69.71,51.29,43.86,71.14,75.29,61.57,45.0,35.57,33.29,11.29,6.29,15.29,6.29,6.29,mid
Victor Romero Rodriguez,75.75,69.75,69.5,39.75,73.75,51.75,81.0,71.0,75.5,66.0,80.0,81.75,79.0,77.75,72.75,76.0,71.25,35.75,78.25,65.5,73.0,51.75,32.75,77.75,74.75,61.75,33.75,46.75,43.75,11.75,10.75,14.75,10.75,8.75,mid
Wanderson,65.71,63.0,42.71,30.71,63.14,49.71,75.0,63.71,54.71,57.71,72.43,85.14,78.86,79.57,64.0,79.57,52.86,72.0,42.14,40.57,60.29,26.71,21.43,56.14,60.0,49.71,21.43,21.43,16.43,14.71,13.71,8.71,14.71,9.71,mid
Emiliano Velazquez,72.0,23.67,40.67,61.33,63.33,27.67,44.33,24.67,25.67,67.33,64.67,68.0,63.67,39.33,65.33,54.0,48.0,78.0,62.0,74.33,34.0,68.67,75.33,28.67,34.67,36.67,72.33,78.0,75.0,6.67,13.67,9.67,10.67,12.67,def
Javier Noblejas,64.0,68.0,29.0,59.0,61.0,31.0,45.0,52.0,56.0,58.0,62.0,56.5,73.0,49.0,59.0,44.0,50.0,54.0,66.0,72.0,33.0,58.0,64.0,47.0,44.0,40.0,66.0,67.0,63.0,14.0,15.0,12.0,9.0,16.0,def
Carlos Vigaray,66.33,68.0,47.67,62.33,61.0,31.67,67.33,52.0,44.67,40.67,61.0,68.0,63.67,61.0,66.67,61.0,42.33,62.33,61.67,58.33,38.67,66.0,68.0,61.33,46.67,44.67,63.33,70.0,72.33,6.67,12.67,5.67,8.67,14.67,def
Alvaro Medran,72.0,61.0,53.0,47.0,79.0,47.0,65.0,60.0,68.0,80.0,74.0,68.33,61.67,69.33,67.0,77.0,69.0,62.0,63.0,54.0,72.0,52.0,69.0,58.0,77.0,63.0,59.0,61.0,67.0,13.0,14.0,13.0,12.0,10.0,mid
