name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Antonio Barragan,76.0,74.0,43.5,65.0,66.5,59.5,60.5,67.5,50.5,64.5,70.5,74.5,76.5,69.0,72.5,66.0,60.5,69.0,82.5,76.0,52.5,80.5,78.5,60.5,51.5,54.5,78.5,80.0,76.5,5.5,7.5,10.5,7.5,9.5,def
Guilherme Siqueira,77.5,82.0,59.5,67.5,75.0,44.5,82.0,83.0,70.5,76.5,80.0,78.0,79.5,76.0,80.0,54.0,78.5,75.0,84.5,74.0,64.5,79.0,77.5,69.0,62.5,81.0,73.0,74.5,77.5,6.5,8.5,7.5,8.5,12.5,def
Enzo Perez,79.67,70.0,68.5,58.5,82.5,69.0,77.5,73.5,68.17,73.5,82.0,82.67,74.0,80.33,82.5,80.17,77.67,73.67,90.17,75.67,73.0,86.0,82.5,75.5,79.5,82.0,74.17,78.5,80.0,9.0,11.0,7.0,15.0,13.0,mid
Pablo Piatti,80.0,79.71,73.71,71.0,80.0,74.57,82.0,81.0,58.0,63.0,80.0,89.57,85.43,87.29,74.14,91.0,64.71,76.86,73.57,51.14,70.0,55.0,53.57,80.0,74.0,59.0,43.71,41.43,43.14,10.0,8.0,13.0,8.0,10.0,for
Javi Fuego,79.5,61.5,53.5,52.0,76.5,52.5,61.5,70.5,67.0,74.5,73.5,68.5,65.0,67.0,83.5,60.0,71.0,69.0,86.5,77.0,63.5,85.5,84.0,63.0,73.5,59.5,74.5,84.0,81.5,6.5,12.5,13.5,9.5,13.5,mid
Daniel Parejo,81.71,85.0,73.57,61.0,91.0,74.0,79.0,84.14,82.29,85.71,86.0,61.86,58.14,75.0,74.0,70.0,78.57,58.14,80.86,73.0,81.57,72.43,72.86,78.14,87.0,82.71,53.71,55.0,51.0,5.0,9.0,12.0,14.0,8.0,mid
Alvaro Negredo,82.0,53.0,83.0,84.67,76.0,82.5,75.0,68.0,69.0,66.0,80.5,68.5,70.83,68.0,79.5,62.17,86.67,78.5,72.0,89.0,77.5,80.0,32.0,83.0,68.0,81.0,36.0,34.0,32.0,11.0,6.0,11.0,7.0,13.0,for
Sofiane Feghouli,81.33,80.0,71.0,56.0,76.0,71.5,87.0,57.0,69.5,70.0,84.5,86.83,89.5,86.0,81.5,79.67,81.5,72.0,81.17,58.0,73.0,50.5,37.0,80.5,75.5,62.0,28.5,39.5,32.5,13.0,7.0,10.0,10.0,8.0,for
Diego Alves,82.5,29.0,20.0,20.0,33.0,30.5,19.5,28.0,21.0,33.0,20.0,55.0,54.0,69.0,80.0,57.0,34.5,84.0,43.0,67.0,27.0,44.0,22.0,19.0,44.5,27.0,19.5,19.0,20.0,88.0,76.0,76.0,77.0,88.0,gk
Lucas Alfonso Orban,75.75,70.75,50.25,69.0,68.5,50.25,60.88,72.75,43.75,65.25,68.75,72.0,75.38,71.25,73.5,69.0,65.5,74.25,78.62,77.25,50.38,81.5,75.62,58.5,58.0,60.75,81.5,79.0,83.38,15.75,8.75,11.75,12.75,14.75,def
