name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Carlos Carmona,70.0,72.0,58.5,57.5,74.5,55.5,73.5,76.5,71.0,70.0,74.0,69.0,65.75,69.0,71.5,71.5,65.5,67.0,66.5,62.0,66.0,58.5,61.5,70.0,63.5,70.5,36.5,43.5,36.5,8.5,13.5,15.5,15.5,5.5,for
Ivan Cuellar,72.5,27.5,20.0,19.0,22.5,25.5,19.5,24.5,18.5,27.5,17.5,59.0,51.5,61.0,64.0,52.0,23.5,65.5,44.0,67.5,26.5,31.0,20.5,18.5,33.5,24.5,19.0,18.0,20.0,74.5,76.5,72.5,69.5,75.0,gk
Roberto Canella,70.71,71.71,43.57,53.57,63.71,48.57,62.71,70.57,59.57,67.57,69.14,76.86,78.43,77.43,75.14,72.29,60.57,74.14,80.71,75.43,54.57,72.57,71.57,57.57,54.57,56.57,60.29,66.71,77.86,11.57,9.57,15.57,7.57,15.57,def
Alberto Garcia,68.67,26.67,18.33,17.67,28.67,24.67,16.33,21.67,21.67,26.67,22.0,58.0,60.0,64.0,60.0,66.0,21.67,84.0,34.0,56.0,24.0,33.67,25.67,17.0,29.0,20.67,15.67,15.67,15.0,74.33,64.0,65.0,66.33,74.33,gk
Lora,75.25,76.0,57.0,54.75,74.25,56.75,69.25,60.75,60.75,60.75,74.75,86.25,83.0,84.0,78.25,89.5,72.25,82.75,85.5,65.75,65.0,77.25,68.75,60.75,66.25,68.75,71.5,74.5,78.0,13.75,14.75,5.75,11.75,12.75,def
Bernardo,76.0,51.0,39.0,79.0,76.0,51.0,40.0,51.0,42.0,63.0,63.0,63.5,68.5,69.75,64.0,51.0,56.0,76.0,72.0,81.0,42.0,78.0,73.0,33.0,53.0,52.0,80.0,76.0,74.0,11.0,15.0,12.0,9.0,12.0,def
Ognjen Vranjes,66.29,55.57,30.57,73.14,65.57,53.57,54.57,57.57,47.57,57.57,58.57,66.14,69.0,66.0,63.29,70.43,67.57,73.0,71.0,62.71,55.57,68.57,66.29,57.57,55.57,57.57,64.43,66.14,67.29,8.57,10.57,14.57,7.57,14.57,def
Sergio Alvarez,71.33,47.67,51.33,53.33,73.33,41.67,61.67,58.67,49.67,76.33,73.33,69.33,68.67,67.33,65.0,68.67,64.33,63.0,77.0,67.67,65.33,65.33,72.67,63.0,71.33,40.67,63.0,74.33,62.67,11.67,12.67,15.67,15.67,7.67,mid
Guerrero,69.75,42.75,72.25,69.0,61.75,66.25,63.25,62.5,49.75,49.0,65.75,71.75,76.75,64.25,73.25,65.0,67.25,73.0,69.5,71.25,61.5,70.5,31.75,73.5,60.5,59.75,22.75,20.75,16.0,10.75,5.75,10.75,15.75,11.75,for
Isma Lopez,71.14,74.43,65.43,50.71,64.29,53.57,72.86,67.57,66.57,62.14,72.0,79.29,83.29,75.71,65.0,69.43,61.71,64.57,72.0,65.29,60.71,66.0,66.0,72.14,60.0,57.57,65.29,65.43,65.0,5.57,12.57,8.57,8.57,5.57,def
Nacho Cases,73.0,60.83,58.83,41.83,77.5,55.83,62.5,75.83,67.83,78.5,74.67,69.17,62.17,71.5,70.83,80.33,71.0,66.17,77.5,72.17,70.0,61.17,69.17,64.67,76.83,63.5,57.0,66.67,66.33,7.83,8.83,7.83,6.83,7.83,mid
Alex Menendez,67.6,68.2,58.6,53.4,69.6,42.8,64.0,66.8,48.8,51.8,69.2,74.0,76.0,70.8,68.2,68.2,69.0,72.4,75.6,74.8,65.8,73.4,64.8,60.8,60.6,49.8,61.6,60.0,65.4,12.8,5.8,12.8,8.8,6.8,mid
Igor Lichnovsky,66.43,33.86,24.29,70.86,53.57,25.29,48.29,25.29,26.29,46.71,56.29,64.14,65.29,51.43,59.29,51.14,40.29,79.71,64.0,75.14,22.29,67.43,60.43,38.14,33.29,30.29,64.71,70.57,67.43,9.29,8.29,11.29,14.29,14.29,def
Hugo Fraile Martinez,65.75,61.75,58.75,52.75,64.25,50.75,62.25,60.75,66.75,58.75,63.5,78.75,79.5,72.5,72.5,73.25,71.75,72.75,79.75,64.75,56.75,60.75,58.25,61.75,59.0,71.75,51.5,63.75,52.75,6.75,15.75,15.75,6.75,14.75,mid
Omar Mascarell,69.5,45.5,52.5,45.5,78.5,53.5,68.5,62.5,65.0,72.5,77.0,69.5,66.25,79.5,63.0,67.5,62.5,62.0,68.75,66.5,68.5,62.5,69.0,61.5,70.5,76.5,59.0,67.5,62.5,5.5,6.5,8.5,9.5,10.5,mid
Luis Hernandez,72.67,73.67,36.67,64.0,71.0,52.67,56.33,57.67,41.67,69.67,71.33,74.33,74.67,67.0,68.67,64.67,69.33,77.67,82.33,73.0,54.67,66.67,75.67,53.0,54.67,53.67,74.67,75.0,77.33,7.67,6.67,10.67,7.67,8.67,def
Alen Halilovic,74.33,67.67,61.67,23.67,79.67,59.33,78.0,79.67,68.67,71.33,76.33,81.5,77.83,80.0,73.33,83.67,62.0,63.0,62.33,45.67,71.67,39.67,54.0,70.0,80.33,74.67,44.0,52.0,54.67,14.67,10.67,10.67,12.67,9.67,mid
Antonio Sanabria,70.67,62.67,73.5,70.0,64.83,54.17,73.67,43.83,34.83,52.5,78.67,76.33,78.0,78.83,61.33,75.5,73.83,71.17,69.67,67.17,62.0,31.83,20.83,63.83,63.0,68.83,20.83,20.83,16.67,7.83,13.83,8.83,13.83,12.83,for
Jony,74.5,76.67,73.83,51.0,74.33,59.0,73.67,76.92,63.0,70.0,78.33,83.08,81.92,75.67,65.5,68.5,66.58,50.0,68.83,60.5,65.75,57.0,50.0,72.5,72.0,59.5,46.0,50.5,48.0,10.5,15.5,12.5,12.5,8.5,mid
