name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Mikel Gonzalez,77.0,51.75,35.0,75.25,65.0,40.75,44.0,43.75,49.75,52.75,53.75,59.75,64.0,41.5,70.0,40.25,61.75,71.75,63.25,84.0,30.75,82.5,73.5,44.0,59.75,48.75,80.0,80.75,83.75,11.75,15.75,5.75,9.75,13.75,def
Xabier Prieto,78.5,82.0,72.83,67.67,84.0,58.33,79.0,81.83,72.33,80.5,81.83,60.17,66.17,62.5,81.67,64.0,73.67,60.0,64.0,62.0,79.83,56.33,52.33,78.33,83.67,85.17,21.67,25.33,24.33,11.33,5.33,6.33,14.33,6.33,mid
Esteban Granero,77.0,80.33,66.33,59.33,83.33,53.33,73.33,82.67,77.67,82.0,80.67,66.0,63.0,76.0,77.33,71.67,78.0,58.67,67.0,68.67,73.0,72.0,69.0,69.67,81.33,72.67,54.67,70.33,58.33,10.67,13.67,6.67,11.67,13.67,mid
Imanol Agirretxe,76.83,48.67,79.0,86.67,68.33,81.33,70.33,74.67,47.67,60.67,81.33,55.33,61.5,68.5,78.0,56.67,71.0,74.67,72.67,81.0,64.33,58.67,36.0,85.0,52.0,63.67,42.67,43.67,32.67,13.67,7.67,10.67,5.67,15.67,for
Alberto De la Bella,78.0,83.0,45.0,59.0,75.0,32.0,72.0,73.0,38.0,73.0,83.0,75.0,78.0,78.5,72.0,69.0,57.0,68.0,84.0,69.0,71.0,69.0,80.0,58.0,61.0,49.0,76.0,78.0,81.0,16.0,10.0,8.0,12.0,6.0,def
Carlos Vela,82.12,74.0,80.88,65.25,79.62,84.0,84.25,80.0,68.5,63.0,83.25,87.0,85.0,87.0,77.88,82.0,73.0,69.0,64.75,68.88,78.62,57.0,37.0,81.12,76.0,71.38,15.25,22.0,16.75,8.0,14.0,8.0,13.0,10.0,for
Yuri Berchiche,70.2,73.0,35.2,63.8,64.4,50.4,71.6,76.8,52.4,62.0,73.2,78.4,79.6,75.0,56.6,73.0,77.4,83.2,85.0,75.8,78.0,86.0,57.0,44.4,44.6,58.6,71.8,73.2,74.4,11.6,12.6,8.6,7.6,10.6,def
David Zurutuza,74.67,64.67,63.33,59.33,84.33,54.67,79.33,71.67,54.67,73.67,77.33,66.17,67.0,74.83,74.67,57.0,65.33,54.0,62.67,62.0,73.33,58.67,50.67,69.0,79.0,60.67,43.67,53.0,44.0,9.67,13.67,10.67,13.67,6.67,for
Oier Olazabal,69.75,19.0,19.5,20.0,34.5,20.0,22.5,19.5,20.0,32.5,20.0,45.0,43.0,48.0,63.5,40.0,27.5,61.0,43.0,66.0,19.0,27.5,25.5,19.0,29.0,27.0,21.0,21.5,20.5,72.5,66.75,75.5,74.5,64.75,gk
Carlos Martinez,78.0,84.0,45.0,69.0,67.0,41.0,68.0,72.0,47.0,72.0,73.0,63.0,75.0,55.5,74.0,43.0,57.0,66.0,79.5,83.0,61.0,58.0,83.0,53.0,69.0,43.0,76.0,80.0,85.0,11.0,6.0,12.0,13.0,7.0,def
