name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Paco Montanes,74.5,68.0,62.5,49.5,71.5,55.5,75.5,61.5,64.0,88.5,84.0,88.0,86.0,74.5,76.0,69.0,67.0,65.0,50.5,37.5,75.5,69.0,59.5,36.5,39.5,20.5,mid
Pape Kouli Diop,76.6,63.0,56.4,63.4,75.0,72.4,69.4,71.4,74.6,64.4,65.8,72.4,68.0,81.4,82.0,78.8,84.0,72.0,84.6,83.8,57.8,71.8,60.4,62.0,82.6,75.4,mid
Victor Alvarez,71.0,73.5,36.5,62.0,69.25,31.5,66.5,57.5,64.25,77.5,77.0,75.0,71.0,55.5,71.5,78.75,67.0,56.5,71.0,69.0,62.0,65.75,43.5,70.0,67.5,70.0,mid
Hernan Perez,72.71,70.14,69.29,53.57,71.29,58.14,57.57,53.0,64.71,80.86,79.14,78.14,69.43,83.57,77.0,72.71,69.43,73.57,73.57,40.57,74.57,63.57,47.57,20.57,23.57,18.71,mid
Salva Sevilla,74.4,76.6,58.4,52.4,85.4,56.6,80.2,76.6,82.8,52.6,56.6,61.6,65.0,80.6,55.0,54.6,64.0,77.4,56.4,58.4,72.2,81.0,70.4,46.4,38.4,33.4,mid
Victor Sanchez Mata,74.75,67.0,56.5,50.5,83.5,50.5,70.5,68.5,79.5,64.75,68.25,75.0,78.25,73.5,78.0,75.25,59.0,67.0,81.75,75.0,65.5,77.0,60.0,59.0,74.0,64.0,mid
Jose Canas,76.33,52.67,34.67,49.67,76.0,26.67,46.67,55.67,71.33,65.67,64.33,57.0,73.33,50.33,71.0,81.0,70.67,59.33,83.67,81.33,56.67,72.0,46.67,73.33,80.0,70.33,mid
Abraham Gonzalez,72.0,68.5,57.0,46.5,83.5,46.5,81.0,71.5,82.0,50.5,48.25,61.0,59.0,77.0,33.0,69.5,61.0,73.5,64.5,59.0,65.0,75.5,62.5,54.0,63.5,52.5,mid
Javi Lopez,74.33,73.33,54.67,58.33,72.67,48.67,66.67,51.67,60.0,72.33,77.33,68.0,72.0,54.67,73.0,77.67,69.0,42.67,77.33,74.33,60.67,67.67,55.67,68.0,72.33,82.33,mid
Oscar Duarte,73.25,39.75,21.75,77.25,54.75,31.75,27.75,31.75,49.0,65.0,73.0,56.0,51.5,46.75,79.5,68.0,77.5,23.75,74.75,68.75,34.75,43.75,36.75,75.25,76.25,73.25,mid
Joan Jordan,61.67,52.0,43.67,44.67,71.33,43.67,42.67,50.67,64.33,63.0,63.67,64.67,64.0,63.67,55.67,68.0,57.0,50.67,58.33,54.67,54.33,64.67,57.67,44.67,60.67,52.33,mid
