name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Marcos Angeleri,75.0,65.67,36.67,65.67,70.0,41.67,49.67,55.67,46.67,67.67,54.33,66.67,73.67,63.0,74.33,55.0,70.67,82.0,75.33,76.33,45.0,86.33,74.0,39.67,45.67,55.67,76.67,80.33,77.0,12.67,9.67,6.67,5.67,11.67,def
Carlos Kameni,76.5,18.5,18.0,19.0,31.5,19.0,20.0,18.0,18.5,28.5,18.5,44.0,45.0,56.0,69.5,57.0,25.5,75.5,40.0,79.0,18.5,33.5,23.5,19.5,32.5,26.0,19.0,18.0,18.5,81.75,75.0,63.75,69.25,85.5,gk
Guillermo Ochoa,79.2,19.6,17.2,17.2,26.6,19.0,16.0,18.4,20.2,31.6,22.0,55.0,50.0,65.0,76.4,61.0,24.6,80.0,34.0,56.0,16.0,21.4,22.6,19.6,38.8,19.6,16.6,17.2,17.2,81.0,67.4,76.6,78.6,86.6,gk
Duda,72.83,84.0,68.67,50.67,79.33,58.67,72.33,90.67,85.67,84.67,74.0,53.67,58.33,64.0,63.5,76.0,84.67,54.0,46.17,62.0,81.67,66.67,42.67,70.67,76.67,71.67,59.67,58.67,57.67,13.67,11.67,9.67,5.67,13.67,mid
Ikechukwu Uche,78.0,65.0,83.0,72.0,63.0,77.0,81.0,49.0,43.0,51.0,80.0,86.0,85.0,92.0,68.0,69.67,85.0,93.0,77.0,79.33,71.0,51.0,34.0,77.0,59.0,67.0,26.0,20.0,31.0,12.0,16.0,15.0,8.0,8.0,for
Arthur Boka,75.5,74.75,42.75,56.75,78.25,62.75,77.25,74.0,61.75,71.75,76.5,76.5,78.75,83.0,76.5,88.0,79.25,73.75,74.25,67.25,64.75,77.75,72.75,62.0,67.25,51.75,76.25,78.75,77.75,14.75,10.75,15.75,9.75,10.75,def
Fernando Damian Tissone,74.33,58.67,57.67,53.67,76.0,75.67,66.0,68.67,72.67,74.67,74.0,66.67,62.33,62.67,77.33,62.0,82.33,75.67,83.0,76.0,67.67,75.67,75.67,72.67,71.33,61.33,59.33,77.33,67.33,8.67,5.67,10.67,13.67,13.67,mid
Miguel Torres,73.75,69.5,21.5,64.5,67.5,29.5,58.5,55.5,57.5,59.5,73.0,66.25,66.75,57.0,71.5,63.0,56.5,69.0,77.75,76.0,46.5,74.5,79.0,43.5,55.5,35.5,76.0,79.5,78.0,9.5,12.5,7.5,12.5,9.5,def
Weligton,77.67,41.0,33.67,73.67,64.33,20.33,49.0,52.67,38.67,52.67,54.33,51.33,60.33,52.0,74.33,54.67,59.67,72.0,59.0,75.33,29.67,90.67,81.33,35.67,42.67,35.33,82.33,81.67,79.67,7.67,9.67,15.67,7.67,6.67,def
Nordin Amrabat,77.25,78.5,73.75,66.5,75.5,68.75,83.75,74.5,67.25,69.25,79.25,88.5,86.5,89.5,73.5,75.0,78.75,57.75,77.62,75.0,75.25,66.25,33.25,75.25,67.75,75.5,28.25,40.25,28.25,10.25,13.25,6.25,5.25,12.25,mid
