name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Kris Commons,73.44,73.78,75.11,46.44,73.11,65.44,75.78,73.44,71.56,70.78,74.22,67.33,64.67,81.0,67.67,90.0,80.44,67.67,71.33,68.22,75.44,54.44,41.44,71.44,74.78,80.44,26.44,24.44,21.44,7.67,4.89,7.67,7.11,6.0,mid
Scott Brown,75.0,65.83,61.83,45.83,78.0,54.83,72.67,67.83,52.83,75.0,75.0,80.5,81.17,84.67,79.0,77.0,72.83,76.5,80.0,75.0,62.83,87.83,70.0,63.67,72.0,77.83,70.67,75.0,65.0,6.83,6.83,13.83,14.83,13.83,mid
Mikael Lustig,74.6,79.8,47.8,82.8,72.2,58.8,68.8,66.8,39.8,66.6,67.8,64.8,66.2,66.4,72.4,54.0,71.8,80.0,67.6,74.0,59.8,69.8,77.4,44.8,59.8,32.8,79.8,79.0,77.8,11.8,6.8,7.8,12.8,9.8,def
Craig Gordon,75.0,18.14,18.71,19.29,30.57,19.29,17.0,19.29,18.14,26.57,25.86,50.0,42.0,57.0,74.57,51.0,25.14,71.0,25.0,63.0,18.71,27.57,25.57,19.86,30.14,21.57,17.57,19.29,18.14,74.43,70.57,70.57,75.57,80.43,gk
Colin Kazim-Richards,71.29,68.29,66.14,71.29,68.29,68.0,73.29,63.29,63.29,67.29,74.29,68.71,73.57,74.0,67.29,64.0,78.29,77.29,72.0,83.0,71.29,80.86,27.14,71.29,62.29,63.0,23.0,42.29,40.29,8.29,15.29,7.29,13.29,15.29,mid
Charles Mulgrew,67.75,80.75,38.5,76.75,73.75,61.75,65.75,81.25,79.25,71.75,72.75,63.75,57.75,60.0,61.75,44.0,78.75,59.0,71.0,80.0,74.75,67.75,70.5,52.75,59.75,58.75,71.75,72.75,69.75,11.75,9.75,12.75,10.75,6.75,mid
Stefan Johansen,73.73,66.0,58.45,50.45,78.91,63.45,68.45,70.55,72.55,77.91,79.91,70.0,69.64,76.0,76.36,75.0,72.45,54.0,90.55,65.82,66.73,70.45,63.0,71.55,74.36,49.0,62.36,63.45,54.55,6.45,15.45,6.45,8.45,13.45,mid
Leigh Griffiths,71.54,60.54,73.92,67.92,63.08,64.54,73.0,67.54,72.08,59.54,70.77,77.85,78.54,75.38,69.08,76.77,76.38,65.85,75.38,58.0,73.54,60.54,21.54,72.08,61.54,76.0,18.54,20.15,19.08,14.54,9.54,12.54,14.54,9.54,for
Callum McGregor,66.0,57.8,60.8,41.8,69.8,47.8,69.8,58.8,44.8,61.8,66.8,71.0,65.8,70.6,58.8,72.0,61.8,53.0,66.2,53.6,67.8,58.8,22.8,60.8,64.8,57.8,37.8,40.8,43.8,14.8,9.8,7.8,7.8,12.8,for
Emilio Izaguirre,73.0,67.33,32.67,66.67,70.67,29.67,70.67,66.67,52.67,65.67,69.67,73.33,75.67,81.33,67.67,80.0,63.67,83.33,89.0,65.33,32.67,72.0,72.33,58.67,64.67,52.67,75.0,75.67,72.33,8.67,6.67,7.67,9.67,13.67,def
Efe Ambrose,69.11,47.67,34.67,74.56,65.56,29.56,65.56,48.56,41.56,69.11,65.56,69.33,69.78,57.89,64.0,50.0,74.56,59.11,75.44,81.0,53.11,71.56,67.33,36.56,45.33,53.11,68.22,70.22,64.67,11.56,9.56,10.56,14.56,15.56,def
Erik Sviatchenko,73.4,35.4,33.5,73.7,67.2,30.3,51.0,37.8,32.7,71.0,65.7,62.6,74.3,67.7,69.1,67.9,56.2,75.4,75.7,83.3,45.2,74.5,71.6,51.6,57.3,32.6,71.4,74.6,72.4,13.7,14.7,6.7,10.7,15.7,def
James Forrest,69.88,68.5,63.62,46.5,64.75,54.5,71.75,66.5,60.5,61.5,71.5,85.25,89.5,90.5,65.5,81.0,71.5,70.0,66.25,61.0,60.5,33.5,20.0,67.5,65.5,67.5,26.5,22.5,20.0,11.5,9.5,7.5,8.5,8.5,mid
Dedryck Boyata,70.14,50.57,17.0,70.86,59.57,42.57,30.57,33.57,18.14,60.57,62.57,65.14,68.71,45.0,68.57,58.0,57.57,81.14,65.14,78.57,24.57,77.57,69.57,40.57,40.57,18.14,69.71,74.71,71.71,10.57,7.57,12.57,12.57,7.57,def
Nadir Ciftci,68.4,43.4,69.6,64.4,57.4,58.4,75.4,56.6,58.4,30.4,74.4,76.2,77.8,80.0,55.4,74.0,80.4,63.0,60.8,83.2,63.4,72.2,26.4,57.4,65.4,63.0,31.4,36.4,34.4,12.4,7.4,7.4,8.4,5.4,for
Virgil van Dijk,75.29,52.14,52.14,73.14,68.43,42.14,68.14,59.14,70.57,74.86,69.14,67.71,72.71,55.29,68.14,53.14,78.43,74.71,73.29,92.0,63.14,73.14,77.14,40.14,55.29,63.14,74.43,76.43,70.57,12.14,9.14,12.14,10.14,10.14,def
Stuart Armstrong,71.17,61.33,67.0,68.67,74.0,60.33,74.0,57.33,53.33,66.83,74.0,79.0,82.33,82.67,58.33,62.0,71.33,70.0,68.67,68.0,67.0,54.33,55.33,68.33,70.17,38.0,42.33,49.33,51.33,13.33,7.33,12.33,10.33,12.33,mid
Gary Mackay-Steven,69.67,64.67,60.67,46.67,60.67,57.67,80.0,71.67,39.67,52.67,77.0,90.67,83.0,90.67,60.67,83.0,69.67,71.67,65.33,61.67,64.67,56.67,24.67,64.67,68.67,54.67,36.67,38.67,33.67,7.67,10.67,6.67,6.67,14.67,mid
Nir Bitton,70.45,48.55,31.55,68.27,75.64,39.55,61.0,42.55,47.55,67.82,66.09,64.0,63.64,48.0,66.27,49.27,59.73,53.82,73.36,74.64,40.0,67.18,70.91,44.55,61.09,45.55,69.27,74.0,70.55,13.55,9.55,7.55,10.55,5.55,mid
Tom Rogic,67.5,58.0,66.0,58.0,70.5,61.0,73.33,70.0,57.0,66.33,72.5,70.0,64.67,71.0,55.0,64.0,66.0,55.0,73.5,64.67,71.0,38.33,27.0,54.0,68.0,56.0,32.0,40.0,39.0,12.0,11.0,13.0,12.0,11.0,mid
Jozo Simunovic,66.0,24.0,19.0,70.0,64.0,31.0,60.0,24.0,25.0,55.0,62.0,68.0,67.0,47.0,60.0,65.0,42.0,77.0,62.0,77.0,26.0,65.0,66.0,30.0,40.0,36.0,61.0,65.0,65.0,6.0,6.0,6.0,11.0,9.0,def
Ryan Christie,62.33,54.0,54.33,50.33,66.0,44.33,65.0,54.0,45.67,63.33,66.67,75.33,74.33,74.0,58.33,74.0,59.33,64.33,66.67,50.33,56.33,53.33,42.33,59.0,58.33,45.67,33.33,45.33,45.33,12.33,8.33,11.33,6.33,7.33,for
Patrick Roberts,65.0,56.75,54.75,45.75,65.75,51.75,75.75,55.75,48.75,59.75,66.75,80.5,68.75,91.0,61.75,90.0,57.75,49.0,51.0,26.0,53.75,37.75,20.75,57.75,66.75,61.75,21.75,19.75,20.5,11.75,6.75,7.75,6.75,11.75,mid
Saidy Janko,64.62,59.12,46.38,57.12,56.12,34.38,67.12,42.12,36.38,42.62,63.62,86.88,83.5,61.0,65.12,59.0,61.38,57.75,73.0,69.75,52.62,62.62,62.88,51.38,43.38,51.88,59.25,65.62,64.75,5.38,9.38,7.38,13.38,7.38,def
Kieran Tierney,52.1,52.0,23.0,47.0,29.0,26.0,52.0,32.0,32.0,28.0,39.8,61.0,62.0,53.0,54.1,72.0,30.0,62.0,53.0,57.0,29.0,56.0,51.9,43.0,32.0,35.0,48.4,57.4,59.1,13.0,16.0,8.0,12.0,13.0,def
