name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Kris Commons,73.44,73.78,75.11,46.44,73.11,65.44,73.44,71.56,70.78,67.33,64.67,81.0,90.0,80.44,67.67,71.33,68.22,75.44,54.44,41.44,71.44,74.78,80.44,26.44,24.44,21.44,mid
Scott Brown,75.0,65.83,61.83,45.83,78.0,54.83,67.83,52.83,75.0,80.5,81.17,84.67,77.0,72.83,76.5,80.0,75.0,62.83,87.83,70.0,63.67,72.0,77.83,70.67,75.0,65.0,mid
Colin Kazim-Richards,71.29,68.29,66.14,71.29,68.29,68.0,63.29,63.29,67.29,68.71,73.57,74.0,64.0,78.29,77.29,72.0,83.0,71.29,80.86,27.14,71.29,62.29,63.0,23.0,42.29,40.29,mid
Charles Mulgrew,67.75,80.75,38.5,76.75,73.75,61.75,81.25,79.25,71.75,63.75,57.75,60.0,44.0,78.75,59.0,71.0,80.0,74.75,67.75,70.5,52.75,59.75,58.75,71.75,72.75,69.75,mid
Stefan Johansen,73.73,66.0,58.45,50.45,78.91,63.45,70.55,72.55,77.91,70.0,69.64,76.0,75.0,72.45,54.0,90.55,65.82,66.73,70.45,63.0,71.55,74.36,49.0,62.36,63.45,54.55,mid
James Forrest,69.88,68.5,63.62,46.5,64.75,54.5,66.5,60.5,61.5,85.25,89.5,90.5,81.0,71.5,70.0,66.25,61.0,60.5,33.5,20.0,67.5,65.5,67.5,26.5,22.5,20.0,mid
Stuart Armstrong,71.17,61.33,67.0,68.67,74.0,60.33,57.33,53.33,66.83,79.0,82.33,82.67,62.0,71.33,70.0,68.67,68.0,67.0,54.33,55.33,68.33,70.17,38.0,42.33,49.33,51.33,mid
Gary Mackay-Steven,69.67,64.67,60.67,46.67,60.67,57.67,71.67,39.67,52.67,90.67,83.0,90.67,83.0,69.67,71.67,65.33,61.67,64.67,56.67,24.67,64.67,68.67,54.67,36.67,38.67,33.67,mid
Nir Bitton,70.45,48.55,31.55,68.27,75.64,39.55,42.55,47.55,67.82,64.0,63.64,48.0,49.27,59.73,53.82,73.36,74.64,40.0,67.18,70.91,44.55,61.09,45.55,69.27,74.0,70.55,mid
Tom Rogic,67.5,58.0,66.0,58.0,70.5,61.0,70.0,57.0,66.33,70.0,64.67,71.0,64.0,66.0,55.0,73.5,64.67,71.0,38.33,27.0,54.0,68.0,56.0,32.0,40.0,39.0,mid
Patrick Roberts,65.0,56.75,54.75,45.75,65.75,51.75,55.75,48.75,59.75,80.5,68.75,91.0,90.0,57.75,49.0,51.0,26.0,53.75,37.75,20.75,57.75,66.75,61.75,21.75,19.75,20.5,mid
