name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Gary Fraser,61.5,51.5,50.5,53.5,63.5,50.5,47.5,61.5,70.5,66.0,70.0,59.5,69.5,75.5,57.0,72.0,61.0,70.5,62.5,54.5,54.5,62.5,43.5,57.5,60.5,58.5,mid
Abdul Osman,64.5,47.25,28.0,61.25,63.25,29.25,42.25,32.25,55.25,66.0,72.0,57.0,72.0,32.25,69.5,80.75,75.0,24.25,72.25,66.25,45.25,46.25,45.75,64.25,67.25,60.25,mid
Mustapha Dumbuya,64.67,57.0,29.0,61.0,59.0,45.0,50.0,34.0,54.0,89.0,90.0,82.0,79.0,46.0,81.0,80.0,60.0,35.0,67.0,55.0,33.0,59.0,34.0,62.0,61.67,61.33,mid
Sean Welsh,61.0,48.0,52.0,47.0,67.0,37.0,55.0,54.0,57.0,74.0,67.0,70.0,71.0,59.0,57.0,62.0,56.0,45.0,67.0,56.0,43.0,57.0,60.0,63.0,64.0,55.0,mid
Steven Lawless,65.33,62.0,61.33,32.33,64.33,52.33,64.33,42.33,58.33,72.0,75.0,81.0,90.0,65.33,81.33,80.67,57.0,58.33,44.33,21.33,60.33,64.0,64.33,21.33,27.33,20.67,mid
David Amoo,61.5,58.5,61.5,58.5,39.5,52.5,50.5,43.5,42.5,91.0,93.0,84.0,81.5,62.5,62.0,68.5,75.0,55.5,47.5,30.5,62.5,54.5,59.5,24.5,33.5,33.5,mid
Stuart Bannigan,64.0,61.6,49.6,53.6,67.6,37.6,61.6,41.6,63.6,72.0,74.0,71.2,75.0,62.6,59.0,82.6,71.0,53.6,70.6,58.4,53.6,62.6,51.6,54.6,62.6,54.6,mid
Declan McDaid,59.2,43.4,47.4,48.4,68.0,41.4,50.4,40.4,65.4,70.0,78.8,65.6,80.0,54.4,54.0,54.0,59.0,35.4,46.4,23.4,47.4,53.4,45.4,34.4,40.4,47.4,mid
Christie Elliot,60.67,46.33,57.33,62.33,64.33,36.33,38.33,34.33,57.33,73.0,79.0,65.33,55.0,56.33,70.67,63.0,78.0,53.33,64.33,20.33,56.33,61.33,55.33,53.33,64.33,62.33,mid
Ryan Edwards,60.0,56.0,51.0,48.0,62.0,43.0,49.0,40.0,55.0,77.0,75.25,80.0,81.0,51.0,66.0,77.0,43.0,43.0,49.0,45.0,53.0,58.25,52.0,32.0,39.0,35.0,mid
Liam Lindsay,54.0,30.0,19.0,44.0,31.0,31.0,23.0,31.0,32.0,48.0,55.0,34.0,43.0,37.0,71.0,64.0,90.0,25.0,45.0,53.0,24.0,27.0,18.0,46.0,61.0,59.0,mid
