name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Kevin Thomson,60.5,60.5,35.5,57.5,63.5,56.5,60.5,62.5,62.5,55.0,62.0,70.5,71.0,70.5,71.0,71.5,74.0,55.5,63.5,56.5,50.5,61.5,52.5,58.5,58.5,56.5,mid
Paul McGowan,66.67,58.67,63.67,61.67,66.67,54.67,68.67,46.67,64.67,74.0,73.0,85.67,85.0,60.67,81.0,83.33,39.0,59.67,71.67,45.67,61.67,65.67,63.67,28.67,48.67,24.67,mid
Gary Harkins,66.4,56.4,60.4,66.4,65.4,56.4,64.4,69.4,62.4,64.0,67.0,68.8,60.0,67.4,49.0,74.0,79.4,59.4,63.4,47.4,66.4,67.4,68.4,48.4,48.4,43.4,mid
Paul McGinn,58.14,48.43,31.71,44.43,57.0,29.43,29.43,31.43,54.43,69.43,70.0,55.43,74.0,27.43,60.0,72.57,57.14,27.43,58.43,52.43,46.43,34.43,36.43,51.71,63.29,61.71,mid
Nick Ross,63.0,67.0,54.0,49.0,59.0,39.0,60.0,50.0,60.0,71.0,66.0,72.0,82.0,63.0,81.0,83.0,69.5,51.0,65.0,62.0,62.0,64.0,66.0,59.0,60.0,54.0,mid
Nicky Low,61.0,56.0,49.0,58.0,64.0,37.0,46.0,54.5,58.0,71.0,70.0,72.0,90.0,54.0,61.0,71.0,37.0,43.0,67.0,57.0,57.0,61.0,41.0,54.0,55.0,51.0,mid
Kevin Holt,55.0,43.0,30.0,43.0,40.0,23.0,29.0,29.0,32.0,67.0,60.0,58.0,48.0,30.0,62.0,70.0,58.0,26.0,60.0,50.0,51.0,36.0,33.0,57.0,57.0,67.0,mid
Daryll Meggatt,53.0,35.0,28.0,47.0,23.0,27.0,31.0,29.0,28.0,62.0,64.0,56.0,66.0,22.0,58.0,63.0,59.0,22.0,56.0,51.0,40.0,33.0,42.0,62.0,64.0,69.0,mid
Cameron Kerr,55.0,43.0,23.0,43.0,51.0,23.0,31.0,30.0,29.0,70.0,71.0,56.0,65.0,34.0,57.0,71.0,57.0,28.0,47.0,52.0,45.0,41.0,38.0,52.0,59.0,58.0,mid
Craig Wighton,55.5,38.5,64.0,55.0,52.5,54.0,36.0,32.0,44.5,63.0,69.0,50.0,71.0,56.0,61.0,53.0,42.0,47.0,27.0,16.0,54.0,49.0,49.0,15.0,12.0,16.0,mid
Riccardo Calder,49.5,44.67,32.17,44.17,50.5,39.17,37.17,31.67,44.0,66.0,61.67,56.67,65.0,49.33,55.0,53.0,57.67,38.0,50.17,40.83,49.5,47.17,42.17,40.17,41.17,44.67,mid
Calvin Colquhoun,52.25,38.25,32.25,51.25,60.25,36.25,41.25,42.25,58.25,67.0,63.0,52.5,59.0,55.25,62.0,60.0,52.0,41.25,56.25,41.25,56.25,49.25,40.25,40.25,45.25,46.25,mid
