name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Chinedu Ede,67.0,60.0,63.0,49.0,64.0,61.0,70.0,72.0,62.0,57.0,67.0,87.0,90.0,76.0,59.0,69.0,70.0,78.0,65.0,70.0,59.0,45.0,34.0,58.0,57.0,63.0,14.0,17.0,12.0,16.0,16.0,10.0,12.0,16.0,for
Robbert Schilder,70.5,74.75,60.0,62.75,75.75,68.75,73.75,74.75,72.75,63.75,72.75,63.0,54.25,58.25,73.75,69.0,81.75,69.5,75.0,76.0,74.5,69.75,68.25,69.75,65.75,68.75,69.0,71.25,74.0,8.75,10.75,5.75,12.75,8.75,mid
Kamohelo Mokotjo,74.6,62.8,61.0,41.8,82.2,44.8,75.0,50.8,45.8,79.2,75.2,74.0,71.2,75.0,75.4,81.0,60.8,74.0,81.0,69.0,58.8,72.4,75.6,62.8,72.8,49.8,59.2,72.2,69.4,8.8,11.8,12.8,10.8,10.8,mid
Giorgos Katsikas,70.33,24.33,44.33,70.67,50.33,29.33,38.33,22.33,26.33,43.33,55.33,60.0,65.0,45.0,54.33,48.0,68.33,72.0,70.0,80.0,38.33,69.67,69.33,55.33,26.33,31.33,76.0,74.33,72.0,14.33,11.33,8.33,9.33,14.33,def
Felipe Gutierrez,73.75,73.0,66.0,51.0,77.0,70.25,74.0,79.0,72.0,75.5,79.25,71.0,69.0,77.0,75.5,83.0,73.25,52.0,75.0,48.0,69.0,69.0,69.0,71.0,71.5,70.0,55.0,65.0,46.0,11.0,6.0,8.0,13.0,14.0,mid
Nick Marsman,68.0,19.0,13.0,11.0,50.0,16.0,11.0,19.0,20.0,22.0,23.0,34.0,40.0,41.0,63.0,38.0,11.0,52.0,24.0,55.0,11.0,28.0,12.0,10.0,58.0,24.0,13.0,17.0,19.0,70.5,62.25,72.0,63.0,77.5,gk
Jerson Cabral,67.14,65.71,63.43,44.43,55.43,67.43,72.57,74.0,63.0,51.43,69.71,85.0,78.0,88.0,60.14,77.0,64.71,73.0,40.0,41.0,66.71,43.43,40.86,60.43,45.43,56.43,30.43,30.43,29.43,8.43,5.43,14.43,8.43,7.43,for
Bruno Uvini,68.75,20.5,42.5,66.5,58.0,24.5,46.0,43.5,41.5,53.5,55.5,46.5,60.0,40.0,60.0,45.0,63.5,61.0,44.0,78.0,37.5,71.5,72.5,32.5,51.5,42.5,73.5,71.25,65.75,15.5,14.5,13.5,10.5,14.5,def
Stefan Thesker,67.17,58.5,28.5,67.5,60.5,31.5,51.5,32.5,30.5,46.5,62.33,64.0,68.5,52.0,62.5,50.0,57.5,59.0,58.67,73.0,33.5,64.5,67.5,38.5,36.5,44.5,66.5,73.17,67.5,12.5,6.5,9.5,13.5,11.5,def
Hakim Ziyech,77.0,75.0,72.0,53.0,77.0,77.0,75.0,87.0,79.0,75.0,78.0,75.0,72.0,77.0,74.0,66.0,84.0,42.0,77.0,54.0,74.0,60.0,59.0,68.0,88.0,74.0,40.0,44.0,36.0,11.0,7.0,11.0,8.0,14.0,mid
Michael Olaitan,68.33,63.0,70.67,48.0,68.0,62.0,73.67,44.0,55.0,68.0,73.0,83.0,80.0,79.0,66.0,73.0,66.0,61.0,67.0,67.0,64.0,54.0,23.0,70.67,66.33,58.0,39.0,34.0,36.0,16.0,11.0,15.0,11.0,7.0,for
Tim Hoelscher,65.5,69.25,55.25,49.25,65.25,44.25,65.25,74.75,69.75,70.75,67.75,75.0,67.0,75.0,58.25,68.0,68.25,65.0,68.5,58.0,65.25,45.25,35.25,57.25,65.75,62.25,40.25,47.25,48.25,11.25,10.25,6.25,12.25,12.25,for
Peet Bijen,63.33,32.67,26.67,67.33,56.33,27.67,38.67,35.67,33.67,50.67,44.67,57.33,56.0,50.67,57.33,65.0,49.67,70.0,62.0,73.0,40.67,59.67,62.0,28.67,25.67,35.67,65.33,63.67,65.33,7.67,5.67,9.67,9.67,14.67,def
Jari Oosterwijk,62.4,48.2,65.0,67.2,63.2,58.2,50.2,52.2,45.2,51.2,55.2,62.0,63.0,56.0,52.2,61.6,70.2,60.0,58.0,74.0,67.2,59.2,22.2,66.2,48.2,60.2,20.2,24.2,23.2,9.2,15.2,14.2,7.2,8.2,for
Renato Tapia,66.78,61.33,51.89,71.89,70.0,60.0,70.89,72.22,56.44,64.33,72.44,70.44,66.0,69.78,66.78,62.56,64.67,75.78,71.67,76.44,62.22,77.67,65.0,56.11,65.78,56.56,56.56,66.22,62.56,15.22,13.22,6.22,14.22,7.22,mid
