name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Andrew Driver,65.5,66.5,53.5,32.5,57.5,38.5,67.5,64.5,69.5,57.5,67.5,77.0,78.0,80.0,64.5,76.0,66.5,76.0,50.0,60.5,58.5,61.5,51.5,63.5,65.5,66.5,39.5,42.5,42.5,5.5,14.5,6.5,15.5,8.5,mid
Bryan Smeets,66.5,54.0,35.0,65.0,68.0,44.0,50.0,55.0,58.0,65.0,66.0,65.0,68.0,59.0,63.0,65.0,75.0,73.0,78.5,80.0,68.0,83.5,63.0,55.0,63.0,40.0,52.0,67.0,67.0,8.0,8.0,6.0,7.0,6.0,mid
Alexander Bannink,65.0,55.0,61.0,50.0,67.0,38.0,62.0,55.0,55.0,65.0,67.0,60.0,56.0,62.0,62.0,60.0,70.0,57.0,81.0,74.0,66.0,65.0,55.0,55.0,70.0,65.0,48.0,52.0,52.0,11.0,13.0,10.0,6.0,7.0,mid
Nathaniel Will,65.0,67.0,33.0,63.0,65.0,44.0,64.0,53.0,46.0,55.0,66.0,72.0,67.0,69.0,67.0,75.0,59.0,77.0,63.0,64.0,57.0,70.0,58.0,60.0,56.0,49.0,66.0,60.0,68.0,12.0,15.0,16.0,13.0,16.0,mid
Lion Kaak,64.0,46.0,43.0,34.0,71.0,41.0,59.0,42.0,52.0,68.0,66.0,65.0,66.0,61.0,60.0,61.0,64.0,51.0,70.0,70.0,46.0,72.0,62.0,49.0,65.0,42.0,63.0,62.0,62.0,9.0,9.0,8.0,9.0,10.0,mid
Robin Propper,66.0,29.0,36.0,66.0,65.0,34.0,51.0,64.0,62.0,72.0,63.0,58.0,65.0,59.0,56.0,49.0,76.0,65.0,58.0,77.0,71.0,65.0,64.0,31.0,59.0,44.0,69.0,67.0,64.0,11.0,8.0,6.0,14.0,14.0,mid
Mark Diemers,66.0,61.0,62.0,52.0,69.0,55.0,65.0,56.0,49.0,78.0,67.0,65.0,60.0,62.0,58.0,75.0,67.0,59.0,58.0,52.0,70.0,65.0,73.0,58.0,66.0,59.0,59.0,53.0,56.0,10.0,12.0,13.0,11.0,10.0,mid
Karim Tarfi,64.0,55.0,29.0,34.0,68.0,67.0,66.0,73.0,71.0,67.0,67.0,69.0,66.0,72.0,61.0,75.0,79.0,73.0,72.0,64.0,76.0,66.0,56.0,48.0,66.0,66.0,59.0,59.0,59.0,8.0,7.0,16.0,7.0,15.0,mid
Dean Koolhof,66.0,59.0,60.0,31.0,66.0,67.0,72.0,75.0,34.0,58.0,70.0,77.0,72.0,78.0,54.0,78.0,67.0,63.0,64.0,58.0,59.0,29.0,21.0,61.0,65.0,44.0,15.0,21.0,20.0,15.0,11.0,14.0,12.0,14.0,mid
Kristopher Vida,63.0,24.0,65.0,52.0,64.0,67.0,66.0,34.0,23.0,33.0,65.0,67.0,73.0,70.0,56.0,75.0,71.0,70.0,60.0,66.0,64.0,66.0,16.0,63.0,62.0,50.0,13.0,16.0,16.0,13.0,8.0,12.0,7.0,10.0,mid
