name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Bartholomew Ogbeche,69.43,47.43,75.14,60.86,48.43,62.43,64.43,65.43,60.43,46.57,68.57,75.71,78.71,64.0,64.43,74.0,77.43,85.43,67.0,77.0,55.43,77.29,28.14,70.86,46.43,67.43,23.43,22.71,22.43,8.43,6.43,14.43,8.43,9.43,for
Tom Hiariej,66.0,62.75,57.75,61.75,71.75,56.75,66.75,66.75,54.75,66.0,67.75,74.0,69.5,74.0,66.75,70.0,58.75,76.0,73.0,65.0,48.75,68.75,58.0,61.75,65.75,60.75,63.75,65.25,65.25,8.75,9.75,9.75,9.75,13.75,mid
Martijn Barto,66.0,45.0,64.0,83.0,56.0,58.0,62.0,46.0,35.0,47.0,62.0,56.0,45.0,66.0,64.0,63.0,64.0,64.0,69.0,73.0,59.0,31.0,35.0,75.0,44.0,58.0,17.0,22.0,14.0,10.0,15.0,11.0,12.0,8.0,for
Erik Bakker,67.33,50.33,63.33,42.33,72.33,55.33,64.33,62.33,53.33,70.67,70.33,70.33,71.33,72.0,65.33,62.0,59.33,41.67,75.0,65.0,58.33,35.33,49.0,64.67,67.33,81.0,50.33,47.33,44.33,8.33,11.33,12.33,6.33,11.33,mid
Jerge Hoefdraad,62.0,67.0,60.0,39.0,46.0,59.0,66.0,63.0,34.0,44.0,61.0,85.0,85.0,80.0,46.0,80.0,66.0,80.0,65.0,65.0,45.0,36.0,22.0,56.0,50.0,56.0,23.0,24.0,22.0,8.0,6.0,15.0,12.0,12.0,for
Sjoerd Overgoor,66.0,58.0,53.0,59.0,72.0,57.0,63.0,69.0,61.0,73.0,66.0,62.0,72.0,62.0,65.0,69.0,63.0,70.0,82.0,65.0,63.0,53.0,69.0,55.0,70.0,54.0,57.0,60.0,55.0,11.0,11.0,12.0,16.0,12.0,mid
Martijn van der Laan,66.33,58.67,44.67,57.67,65.67,17.67,66.67,53.67,62.67,60.33,63.33,74.0,70.67,60.0,68.67,70.0,68.67,62.67,72.0,70.0,53.67,68.67,65.33,33.67,54.67,59.67,69.0,67.0,66.0,6.67,7.67,13.67,9.67,11.67,def
Vytautas Andriuskevicius,65.25,57.5,30.5,63.0,67.5,25.5,64.5,43.5,62.5,67.0,64.25,71.5,70.75,58.0,61.25,59.0,60.5,65.5,70.0,82.0,47.5,68.5,65.75,41.5,37.5,33.5,66.75,66.25,62.75,8.5,10.5,13.5,15.5,10.5,def
Furdjel Narsingh,66.8,65.0,52.4,41.6,64.2,47.4,73.0,61.4,45.4,60.0,67.2,85.0,82.6,76.0,58.6,74.0,57.0,34.6,43.0,51.4,52.4,54.4,22.4,59.2,64.2,56.4,31.4,34.4,36.4,11.4,15.4,9.4,9.4,6.4,for
Darryl Lachman,71.0,35.5,42.5,61.5,73.5,38.5,61.5,32.5,55.5,72.5,58.5,61.5,75.0,42.0,66.5,43.0,69.5,70.0,72.0,92.0,36.5,72.5,72.5,31.5,54.5,43.5,70.5,73.0,65.0,12.5,14.5,7.5,5.5,13.5,def
Harm Zeinstra,62.75,15.25,20.75,17.5,33.75,16.75,20.5,18.25,16.0,22.75,21.25,32.0,29.0,35.0,60.75,35.0,21.75,56.0,34.0,68.0,20.5,24.75,22.75,20.5,24.25,29.75,19.75,19.75,18.25,63.25,60.25,59.75,63.75,65.75,gk
Marlon Pereira,63.5,57.5,26.5,46.5,66.5,21.5,59.5,42.5,27.5,63.5,63.5,66.0,69.0,57.0,49.5,64.0,35.5,66.0,70.0,74.0,34.5,67.5,63.0,48.5,41.5,41.5,71.0,65.5,65.0,5.5,5.5,10.5,14.5,9.5,def
Xander Houtkoop,67.0,75.0,60.0,59.0,64.0,62.0,68.0,70.0,54.0,62.0,65.0,83.0,85.0,73.0,67.0,72.0,73.0,49.0,70.0,65.0,60.0,65.0,21.0,61.0,52.0,57.0,21.0,21.0,22.0,16.0,14.0,12.0,14.0,13.0,for
Calvin Mac-Intosh,64.67,38.33,34.33,64.33,65.33,35.33,56.33,34.33,29.33,65.0,59.33,65.0,70.33,49.0,52.33,63.0,46.33,69.33,63.0,76.0,37.33,48.33,65.67,42.33,37.33,40.33,63.67,68.0,66.0,8.33,15.33,10.33,7.33,14.33,def
Mikhail Rosheuvel,66.29,57.43,56.43,43.43,62.86,51.43,70.86,67.43,58.43,47.43,67.43,85.29,85.86,75.0,58.43,70.0,62.43,66.0,67.0,67.86,66.57,43.43,32.71,55.43,64.43,59.43,22.86,21.43,22.43,11.43,15.43,14.43,8.43,10.43,for
Marvin Peersman,66.5,63.75,38.75,56.5,56.75,38.75,61.75,53.75,38.75,59.5,58.75,68.5,75.0,67.0,61.25,67.5,62.75,82.5,73.25,71.0,55.75,75.0,70.25,44.75,45.75,48.75,61.25,72.0,68.25,13.75,10.75,10.75,5.75,14.75,def
Leonard Nienhuis,65.5,13.0,12.0,13.0,38.0,15.0,22.0,16.0,20.0,42.0,30.0,30.0,21.0,39.0,61.0,41.0,50.0,56.0,41.0,54.0,12.0,15.0,28.0,12.0,45.0,29.0,13.0,12.0,12.0,67.0,66.0,62.0,64.0,70.0,gk
Kevin van Veen,62.75,27.0,66.0,63.25,45.25,60.75,51.25,49.75,49.5,31.25,64.25,54.0,55.5,58.0,57.75,54.0,70.75,71.75,63.25,70.75,63.5,44.75,20.5,66.75,45.5,61.75,21.25,16.0,17.5,7.75,15.75,11.75,15.75,10.75,for
Dominik Masek,61.0,42.0,53.0,42.0,59.0,55.0,68.0,52.0,43.0,55.0,66.0,72.0,69.0,77.0,57.0,80.0,62.0,56.0,50.0,33.0,45.0,34.0,17.0,52.0,62.0,58.0,20.0,13.0,19.0,14.0,10.0,7.0,12.0,10.0,mid
Sander van de Streek,65.25,55.25,69.5,60.25,65.0,60.25,65.75,60.5,43.75,61.5,68.5,65.0,68.0,60.0,62.5,69.75,65.25,68.0,62.0,64.0,69.5,52.25,29.25,67.75,59.75,62.25,45.25,40.25,31.25,14.25,14.25,7.25,14.25,6.25,for
Djavan Anderson,63.0,33.0,26.0,63.0,65.0,35.0,63.0,37.0,37.0,53.0,66.0,74.0,77.0,73.0,56.0,75.0,56.0,64.0,66.0,67.0,31.0,76.0,61.0,37.0,53.0,41.0,68.0,64.0,66.0,9.0,15.0,6.0,15.0,7.0,def
Rai Vloet,64.5,44.5,63.5,69.5,65.5,60.5,61.5,61.5,66.5,61.5,66.5,66.0,63.5,59.0,59.5,63.0,70.5,68.0,64.0,69.5,62.0,55.5,32.5,65.5,66.5,67.5,35.5,30.5,22.5,12.5,8.5,14.5,6.5,15.5,for
Valmir Berisha,61.25,21.25,67.25,60.25,55.25,64.75,58.25,33.75,21.75,48.75,61.25,67.0,67.0,64.5,57.25,57.0,60.25,48.0,62.0,68.0,40.75,45.75,18.25,61.25,46.75,54.75,20.75,43.75,19.75,8.75,11.75,10.75,12.75,7.75,for
Wessel Dammers,62.38,32.25,62.38,59.75,47.5,49.25,59.25,50.25,39.25,33.25,64.5,70.5,69.25,65.0,55.5,63.0,72.25,67.88,47.5,68.5,65.25,62.25,26.12,60.12,48.25,60.25,53.75,54.88,54.88,15.25,7.25,11.25,9.25,14.25,def
Jack Byrne,55.0,31.33,46.33,48.33,62.0,33.33,51.33,43.33,59.33,56.0,56.0,63.0,65.0,61.33,52.67,69.0,41.33,62.0,55.0,60.0,54.33,55.33,49.33,51.33,52.0,40.33,44.33,55.33,45.33,6.33,7.33,11.33,7.33,5.33,for
Jamairo Monteiro,57.0,45.0,37.0,50.0,61.0,38.0,59.0,68.0,42.0,63.0,57.0,74.0,73.0,58.0,66.0,72.0,64.0,54.0,59.0,50.0,50.0,68.0,67.0,53.0,46.0,48.0,48.0,55.0,56.0,5.0,7.0,12.0,8.0,5.0,mid
Omar El Baad,59.0,44.0,34.0,56.0,55.0,39.0,58.0,45.0,41.0,53.0,60.0,67.0,63.0,64.0,55.0,64.0,60.0,65.0,69.0,55.0,36.0,62.0,65.0,35.0,42.0,45.0,58.0,65.0,63.0,11.0,12.0,13.0,9.0,6.0,def
