name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Adam Nemec,65.8,43.1,64.8,77.1,53.1,61.1,56.1,49.1,42.1,41.1,61.3,57.0,55.0,38.8,64.7,43.0,77.1,67.0,59.0,87.2,62.1,47.1,33.1,64.1,41.1,55.1,24.0,23.8,23.7,8.1,15.1,7.1,14.1,14.1,for
Robert Braber,64.0,53.0,64.0,77.0,64.0,54.0,64.0,57.0,52.0,55.0,70.0,36.0,35.0,55.0,68.0,41.0,72.0,59.0,74.0,72.0,63.0,61.0,64.0,72.0,66.0,71.0,53.0,59.0,55.0,14.0,9.0,6.0,16.0,9.0,for
Bartholomew Ogbeche,69.43,47.43,75.14,60.86,48.43,62.43,64.43,65.43,60.43,46.57,68.57,75.71,78.71,64.0,64.43,74.0,77.43,85.43,67.0,77.0,55.43,77.29,28.14,70.86,46.43,67.43,23.43,22.71,22.43,8.43,6.43,14.43,8.43,9.43,for
Nick van der Velden,67.25,76.5,63.5,72.5,65.25,57.5,67.5,69.5,67.5,64.0,70.25,52.5,62.5,48.0,70.5,60.0,78.5,48.0,83.5,78.5,66.5,81.5,56.5,66.5,68.5,70.5,52.5,60.5,64.5,15.5,14.5,6.5,6.5,14.5,for
Erik Falkenburg,68.2,56.6,69.6,72.6,66.8,67.0,67.0,60.6,62.6,71.2,71.2,64.0,67.0,68.0,65.8,57.0,67.6,56.0,70.0,70.2,68.8,42.6,26.6,72.6,63.6,57.6,33.6,38.6,37.6,5.6,11.6,13.6,15.6,9.6,for
Bruno Andrade,66.8,59.4,66.2,50.4,62.4,63.4,71.4,71.4,65.4,47.4,64.4,72.0,75.0,75.0,70.4,75.0,65.4,66.0,63.0,69.0,62.4,49.4,35.0,69.4,60.4,72.4,20.6,21.8,21.4,5.4,14.4,14.4,13.4,13.4,for
Guus Hupperts,70.2,62.6,62.6,57.6,67.0,59.6,75.0,55.6,54.6,57.6,71.4,84.0,85.0,76.0,67.6,72.0,69.6,60.0,73.0,64.0,63.6,51.6,46.6,68.2,67.6,50.6,38.6,40.6,36.6,9.6,8.6,14.6,6.6,13.6,for
Lucas Andersen,72.67,60.33,55.67,52.33,75.33,64.33,83.0,64.67,56.67,61.33,82.67,74.67,79.0,84.67,65.0,67.0,62.0,52.0,70.0,37.33,60.33,23.33,46.67,61.0,77.33,49.33,34.33,27.33,22.33,13.33,7.33,7.33,14.33,5.33,for
Lesley de Sa,66.4,63.0,56.6,39.6,61.8,50.8,71.2,64.6,42.6,42.6,65.0,87.0,87.0,77.0,64.6,84.0,56.8,58.0,64.0,59.8,44.8,43.6,32.6,62.6,55.6,42.6,25.6,22.6,27.6,14.6,14.6,5.6,7.6,14.6,for
Terell Ondaan,67.0,62.0,56.0,64.0,53.0,54.0,77.0,71.0,44.0,44.0,62.0,91.0,88.0,85.0,62.0,77.0,74.0,91.0,66.0,70.0,66.0,57.0,60.0,62.0,54.0,52.0,19.0,21.0,29.0,9.0,12.0,13.0,8.0,6.0,for
Richairo Zivkovic,69.0,42.0,76.0,71.0,62.0,67.0,69.0,48.0,41.0,62.0,68.0,77.0,80.0,77.0,65.0,64.0,73.0,72.0,62.0,59.0,68.0,44.0,15.0,61.0,61.0,65.0,16.0,12.0,13.0,7.0,7.0,7.0,13.0,9.0,for
