name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Henrico Drost,66.75,37.75,32.75,65.75,59.75,33.75,50.75,52.75,39.75,41.75,57.75,46.0,42.0,55.0,63.75,58.0,51.75,76.0,69.0,72.0,37.75,67.75,68.75,35.75,32.75,55.75,70.0,67.25,66.25,14.75,13.75,9.75,6.75,6.75,def
Ricky Kruys,65.0,45.0,39.0,41.0,68.0,65.0,58.5,64.0,64.0,66.0,67.0,55.0,39.0,69.0,64.5,72.0,72.0,66.0,64.0,63.0,69.0,71.0,64.5,58.0,66.0,59.0,59.0,64.0,59.0,13.0,13.0,10.0,9.0,6.0,mid
Luigi Bruins,68.0,64.67,65.67,51.67,66.67,68.67,72.67,78.67,73.67,70.33,76.67,66.0,69.0,73.0,67.67,54.0,67.67,62.0,65.0,60.0,66.67,55.67,57.67,60.67,70.67,51.67,48.67,51.67,53.67,11.67,7.67,13.67,6.67,8.67,mid
Adil Auassar,66.0,54.0,46.0,65.0,68.0,33.0,61.0,64.0,64.0,60.0,66.0,55.0,46.0,41.0,66.0,53.0,84.0,62.0,84.0,84.0,72.0,80.0,65.0,58.0,65.0,33.0,63.0,67.0,58.0,12.0,7.0,9.0,11.0,14.0,for
Daan Bovenberg,65.0,67.0,51.0,76.0,63.0,27.0,58.0,40.0,28.0,54.0,63.0,66.0,38.67,60.0,61.33,68.0,46.0,82.0,65.0,65.0,49.0,67.0,70.0,66.0,52.0,48.0,68.0,67.0,67.0,14.0,10.0,11.0,12.0,6.0,def
Kevin van Diermen,64.67,31.33,20.33,67.33,55.33,24.33,42.33,34.33,29.33,62.67,60.67,55.0,58.0,45.33,61.0,53.0,37.33,71.33,70.0,82.67,22.67,63.0,66.33,30.33,34.33,53.33,63.33,63.33,59.33,12.33,13.33,9.33,9.33,12.33,def
Sander Fischer,70.0,30.0,23.0,65.0,69.0,19.0,57.0,26.0,46.0,59.0,65.0,48.0,62.0,53.0,56.0,56.0,61.0,77.0,68.0,78.0,44.0,64.0,66.0,21.0,40.0,61.0,76.0,72.0,73.0,8.0,16.0,9.0,13.0,14.0,def
Tom Muyters,62.5,11.0,13.0,14.0,32.0,11.0,15.0,14.0,20.0,28.0,27.0,58.0,56.0,56.0,62.0,51.0,39.0,55.0,48.0,66.0,17.0,36.0,25.0,14.0,36.0,28.0,12.0,12.0,13.0,64.0,66.0,63.5,58.0,63.0,gk
Tom van Weert,66.2,38.2,69.8,70.6,60.2,51.2,58.2,48.2,38.2,35.2,64.2,67.6,65.0,65.0,64.8,65.0,65.2,77.0,66.0,65.0,63.2,28.2,24.0,73.6,48.2,68.2,24.0,20.2,21.2,13.2,12.2,11.2,7.2,13.2,for
Jeff Stans,67.78,50.33,64.56,53.89,71.0,70.0,65.22,62.67,67.33,65.33,68.67,64.0,63.0,65.0,65.44,63.0,74.67,70.0,82.33,68.67,65.67,73.67,40.11,70.33,69.22,78.0,55.0,55.0,56.78,10.67,9.67,12.67,11.67,8.67,mid
Nigel Hasselbaink,66.0,47.67,61.67,46.67,60.67,54.67,72.33,58.67,62.67,52.67,69.33,91.0,90.0,71.0,67.67,91.0,64.67,72.0,73.0,76.33,54.67,64.67,41.67,60.67,57.67,65.67,19.67,17.0,16.33,10.67,5.67,11.67,13.67,9.67,for
Filip Kurto,66.0,12.0,13.0,11.0,26.0,12.0,14.0,11.0,12.0,24.0,25.0,59.0,61.0,52.0,65.0,43.0,18.0,51.0,42.0,67.0,13.0,38.0,20.0,13.0,24.0,15.0,12.0,11.0,11.0,68.0,64.0,60.0,65.0,68.0,gk
Daryl van Mieghem,66.33,65.67,58.67,45.67,60.0,45.67,72.67,63.67,55.67,54.0,63.67,86.33,88.67,85.0,61.0,76.0,61.67,53.0,64.0,42.0,43.67,35.67,23.67,55.67,54.67,43.67,21.67,21.67,23.67,10.67,13.67,13.67,13.67,11.67,for
Khalid Karami,66.0,63.0,44.0,52.0,65.0,28.0,62.0,26.0,32.0,57.0,61.0,75.0,66.0,63.0,62.0,74.0,38.0,78.0,73.0,58.5,27.0,71.0,66.0,48.0,52.0,42.0,67.0,67.0,68.0,13.0,15.0,13.0,7.0,9.0,def
Stanley Elbers,65.0,61.0,63.0,44.0,65.0,49.0,71.0,51.0,53.0,55.0,66.0,76.0,71.0,75.0,60.0,76.0,61.0,65.0,63.0,49.0,66.0,50.0,30.0,57.0,53.0,46.0,26.0,29.0,24.0,11.0,6.0,13.0,11.0,13.0,for
Jurgen Mattheij,63.5,35.5,42.5,64.5,53.5,32.5,39.83,35.5,33.5,61.5,55.5,49.5,47.5,50.67,54.17,60.0,44.17,64.0,47.67,76.33,51.17,63.83,65.33,29.5,39.5,35.5,63.67,62.67,62.0,6.5,12.5,10.5,6.5,14.5,def
Yoell van Nieff,65.33,67.33,46.33,54.33,71.33,64.33,63.33,80.33,85.33,66.67,66.33,67.67,65.0,65.0,63.33,64.0,85.33,63.0,71.0,67.0,78.33,68.33,63.33,49.33,65.33,72.33,65.33,66.0,64.33,13.33,6.33,10.33,7.33,6.33,mid
Brandley Kuwas,67.33,60.0,61.0,34.0,64.0,45.0,74.33,73.0,45.0,56.33,67.33,80.33,75.67,73.67,59.0,78.0,74.0,55.0,63.33,58.33,68.0,56.0,23.0,62.33,61.33,56.0,21.0,21.0,19.0,11.0,10.0,14.0,10.0,13.0,for
Jordan Rolly Botaka,66.67,64.5,55.17,57.5,58.5,58.5,77.83,67.5,44.5,43.5,66.5,87.5,83.0,75.0,52.5,70.0,62.5,79.0,64.0,65.33,66.5,55.5,26.0,60.5,53.5,55.5,20.5,22.5,21.5,11.5,14.5,11.5,14.5,9.5,for
Kevin Vermeulen,62.0,39.0,46.0,64.0,66.0,55.0,59.0,73.0,59.0,63.0,65.0,64.0,66.0,62.0,62.0,59.0,68.0,62.0,66.0,73.0,69.0,56.0,46.0,59.0,64.0,54.0,59.0,60.0,58.0,7.0,12.0,11.0,12.0,16.0,mid
Bas Kuipers,62.67,62.67,23.33,58.33,62.0,32.33,56.33,66.33,59.33,59.33,65.0,66.67,64.33,67.33,59.0,68.0,63.33,70.0,64.33,59.0,44.33,67.67,60.0,48.67,44.33,38.33,66.33,61.0,62.33,9.33,7.33,14.33,13.33,14.33,def
