id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
109639,Jordy Buijs,67.0,78.0,51.0,63.0,66.0,69.0,59.0,73.0,74.0,66.0,68.0,41.0,43.0,58.0,67.0,66.0,79.0,56.0,72.0,76.0,66.0,76.0,63.0,56.0,66.0,70.0,66.0,70.0,69.0,9.0,8.0,8.0,7.0,10.0,def
110214,Joey van den Berg,70.0,48.6,58.4,71.4,71.4,62.2,67.6,62.2,45.4,70.4,71.2,61.4,59.6,58.0,67.2,68.8,66.2,64.0,83.0,83.0,68.4,87.2,63.6,58.8,71.6,66.6,65.4,65.2,71.6,5.4,11.4,11.4,6.4,13.4,mid
112107,Erwin Mulder,74.0,15.0,20.0,19.0,33.0,14.0,14.0,14.0,12.0,34.0,30.0,35.0,40.0,36.0,73.0,38.0,39.0,75.0,36.0,69.0,15.0,31.0,18.0,11.0,41.0,25.0,16.0,15.0,13.0,74.0,75.0,80.0,72.0,75.6666666667,gk
214397,Pele van Anholt,69.5,69.0,42.5,64.5,60.0,48.5,69.5,51.5,44.5,61.5,67.5,76.0,78.0,70.0,67.0,87.0,80.5,80.0,77.0,71.0,48.5,78.5,68.0,61.5,61.5,58.5,71.5,69.5,71.5,8.5,6.5,15.5,9.5,8.5,mid
215369,Lucas Bijker,68.5,65.0,35.0,53.0,56.0,33.0,65.0,41.0,33.0,63.0,63.0,73.0,76.0,65.0,65.0,77.0,32.0,80.0,74.0,73.0,28.0,76.0,75.0,53.0,54.0,52.0,68.0,70.5,69.0,7.0,9.0,8.0,8.0,10.0,def
243430,Mitchell te Vrede,67.6666666667,27.3333333333,70.0,82.0,63.3333333333,62.3333333333,54.3333333333,32.3333333333,25.3333333333,54.3333333333,61.0,55.0,64.3333333333,47.0,64.6666666667,50.0,71.3333333333,72.3333333333,64.0,81.0,46.3333333333,60.3333333333,24.3333333333,75.3333333333,42.3333333333,71.0,21.3333333333,22.3333333333,23.3333333333,9.33333333333,7.33333333333,5.33333333333,5.33333333333,11.3333333333,for
243465,Stefano Marzo,68.0,64.0,22.0,59.0,65.0,29.0,63.0,32.0,40.0,62.0,65.0,74.0,73.0,68.0,64.0,72.0,42.0,71.0,68.0,59.0,20.0,68.0,75.0,60.0,44.0,45.0,68.0,65.0,71.0,7.0,11.0,6.0,14.0,14.0,mid
255221,Simon Thern,67.75,53.25,56.75,43.25,72.25,66.25,71.5,72.25,58.25,64.25,75.0,81.0,76.0,82.25,63.75,74.75,64.75,49.75,81.75,49.5,67.0,59.75,48.5,58.25,73.0,53.75,42.25,49.5,44.25,6.25,6.25,12.25,13.25,9.25,mid
292769,Caner Cavlan,68.25,72.0,43.0,36.0,64.0,52.0,69.5,72.0,64.0,66.0,65.5,78.0,79.0,74.0,59.25,77.0,76.0,65.0,80.0,67.0,68.0,73.0,67.0,50.5,58.0,71.0,67.0,69.0,71.0,15.0,10.0,7.0,10.0,9.0,mid
303926,Luciano Slagveer,69.6,54.0,67.6,56.6,60.8,57.2,73.4,63.6,41.6,57.8,69.8,90.2,90.8,84.2,67.2,69.2,67.2,72.0,64.4,60.2,60.0,47.6,25.8,67.8,64.8,52.6,28.6,27.6,37.6,10.6,14.6,11.6,13.6,15.6,for
