name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,curve,free_kick_accuracy,long_passing,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,position
Nicolas Seube,69.0,59.0,46.0,69.0,71.0,24.0,54.0,51.0,64.0,49.5,50.0,57.0,64.0,51.0,70.0,71.5,72.5,46.0,73.0,70.0,56.5,65.0,47.0,67.0,69.0,65.0,mid
Julien Feret,74.33,69.67,73.0,64.67,76.0,67.67,72.67,70.67,74.67,58.33,58.67,75.0,63.0,74.0,60.0,65.67,69.33,73.0,57.67,50.67,74.0,78.33,72.67,48.67,52.67,47.67,mid
Vincent Bessat,73.0,75.75,57.0,52.0,73.0,61.0,53.0,56.0,74.0,77.5,75.5,75.5,74.5,66.0,72.5,64.5,68.5,70.0,61.0,45.0,67.5,73.5,57.5,49.25,57.0,50.5,mid
Herve Bazile,68.17,62.5,70.33,63.5,59.83,62.5,60.5,63.5,47.5,80.5,78.5,71.5,66.0,66.83,62.5,61.0,64.67,59.83,40.5,24.83,63.0,68.5,59.5,20.5,27.5,26.83,mid
Jonathan Delaplace,71.67,60.33,48.33,38.33,75.0,53.33,61.33,65.33,70.67,75.33,74.33,72.33,84.67,56.33,77.0,91.0,62.0,61.33,71.33,73.33,62.33,68.33,54.33,63.0,69.67,62.33,mid
Dennis Appiah,68.5,65.5,32.5,64.5,63.5,33.5,46.5,43.5,57.5,69.5,73.0,62.0,64.0,40.5,89.5,80.0,70.5,37.5,74.5,67.5,48.5,51.5,46.5,69.5,69.0,71.5,mid
Jeff Louis,69.6,62.4,63.4,52.4,71.4,60.4,60.4,65.4,65.4,91.6,90.0,87.0,93.0,82.4,61.6,81.0,78.0,70.4,68.2,54.4,60.4,62.0,60.4,59.4,60.4,52.4,mid
Ismael Diomande,68.6,53.8,40.6,61.6,69.8,38.6,48.4,39.6,64.6,69.8,72.4,71.0,73.8,73.0,68.0,75.0,73.0,65.2,79.6,71.0,31.6,55.6,41.6,70.8,69.8,65.0,mid
Jordan Adeoti,69.33,66.33,43.33,68.33,64.33,34.33,38.33,29.33,66.33,57.33,63.0,55.0,65.0,34.33,81.33,71.67,74.0,52.33,82.33,73.33,46.33,64.33,31.33,70.0,71.67,62.33,mid
Michael Jordan N'Kololo,65.0,61.0,63.0,58.0,61.0,61.0,50.0,45.0,56.0,76.0,84.0,84.0,63.0,71.0,76.0,53.0,46.0,65.0,32.0,32.0,67.0,62.0,67.0,14.0,15.0,19.0,mid
Jordan Leborgne,58.5,53.0,49.0,53.0,70.0,55.0,61.0,56.0,73.0,55.0,54.0,65.0,80.0,62.0,58.0,34.0,41.0,48.0,47.5,32.0,50.5,57.5,54.0,48.0,49.0,58.0,mid
