name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Jussie,74.0,67.0,76.0,68.0,76.0,70.0,76.0,71.0,68.0,71.0,78.0,72.0,71.0,79.0,74.0,63.0,77.0,62.0,58.0,74.0,65.0,62.0,47.0,75.0,72.0,76.0,28.0,22.0,14.0,6.0,11.0,8.0,7.0,6.0,mid
Mathieu Debuchy,79.5,79.5,59.0,75.0,77.0,62.0,72.0,74.0,61.0,73.0,74.5,77.0,73.0,77.0,74.0,74.0,74.0,81.0,89.0,71.0,68.0,80.0,75.5,65.5,64.0,66.0,80.0,82.0,81.0,8.0,9.0,7.0,15.0,10.0,def
Cedric Carrasso,80.0,11.0,13.0,11.0,24.0,13.0,14.0,10.0,12.0,22.0,22.0,38.0,42.0,39.0,73.0,35.0,24.0,73.0,31.0,71.0,14.0,43.0,23.0,13.0,53.0,13.0,13.0,13.0,14.0,78.0,79.0,81.0,79.0,82.0,gk
Jaroslav Plasil,74.33,69.33,60.33,64.33,83.33,62.33,74.33,73.33,73.33,79.33,79.33,53.67,53.67,65.0,74.33,68.0,67.33,61.0,56.0,56.33,70.33,62.33,58.33,69.33,81.33,68.33,54.33,60.33,52.33,5.33,7.33,7.33,6.33,7.33,mid
Cheick Diabate,77.0,42.33,81.33,79.67,72.33,76.33,70.33,55.33,47.33,60.33,74.33,53.0,65.0,45.0,77.67,50.0,79.33,74.33,73.33,89.67,68.33,82.33,23.0,82.33,55.33,79.33,20.33,22.33,21.67,5.33,9.33,5.33,7.33,7.33,for
Abdou Traore,70.5,61.67,62.67,59.67,76.67,61.67,76.33,65.67,48.67,73.67,77.17,73.67,70.33,76.33,67.67,69.0,65.67,52.33,62.67,62.67,60.67,55.67,63.67,56.67,71.67,47.67,66.67,63.67,60.67,7.67,13.67,14.67,10.67,8.67,mid
Clement Chantome,75.0,73.25,62.5,74.25,80.0,58.5,72.25,70.0,71.5,75.25,75.75,66.0,66.5,72.5,74.0,71.0,73.0,72.0,74.5,73.0,65.5,79.75,73.0,73.5,79.0,56.5,70.25,73.0,71.5,9.5,8.5,14.5,11.5,11.5,mid
Nicolas Maurice-Belay,74.0,75.5,64.5,58.5,74.5,64.5,74.5,62.5,56.5,69.5,74.5,78.0,83.0,72.0,74.5,70.0,72.5,59.0,69.0,72.5,66.5,56.5,55.5,73.5,74.5,71.5,45.5,51.5,26.5,14.5,7.5,11.5,8.5,14.5,for
Henri Saivet,76.33,74.33,73.83,76.5,80.0,68.83,81.5,68.83,73.33,78.33,79.5,76.33,76.17,83.0,76.33,76.0,72.83,88.83,76.67,68.0,65.17,58.83,59.83,75.83,80.17,65.83,54.67,56.33,56.0,9.83,7.83,12.83,14.83,10.83,mid
Gregory Sertic,75.8,71.8,63.4,66.4,80.4,52.4,72.8,71.4,72.4,77.4,76.6,67.8,73.8,68.2,74.4,65.0,83.4,69.0,77.2,72.0,77.4,76.8,72.4,73.2,79.6,70.4,73.0,74.6,70.4,10.4,13.4,5.4,7.4,5.4,def
