id,name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
16493,Pavle Ninkov,68.0,73.0,59.0,57.0,76.0,53.0,68.0,60.0,59.0,67.0,72.0,55.0,64.0,71.0,71.0,71.0,67.0,66.0,75.0,69.0,63.0,79.0,72.0,63.0,70.0,63.0,60.0,68.0,67.0,16.0,11.0,13.0,14.0,8.0,def
21414,Oscar Trejo,75.6666666667,74.0,73.3333333333,68.0,78.6666666667,73.3333333333,81.6666666667,76.6666666667,72.6666666667,72.6666666667,81.0,80.0,78.0,83.3333333333,70.0,73.3333333333,74.0,60.3333333333,82.3333333333,66.3333333333,70.3333333333,64.6666666667,64.6666666667,71.3333333333,79.0,70.0,58.6666666667,57.3333333333,45.3333333333,13.6666666667,13.6666666667,6.66666666667,15.6666666667,10.6666666667,mid
26326,Etienne Didot,74.3333333333,76.0,60.6666666667,63.6666666667,80.3333333333,63.3333333333,69.3333333333,68.6666666667,72.6666666667,78.6666666667,74.6666666667,55.6666666667,48.6666666667,71.3333333333,74.3333333333,75.0,67.6666666667,62.0,72.3333333333,64.6666666667,66.6666666667,75.6666666667,72.0,67.3333333333,79.3333333333,64.6666666667,72.0,72.0,70.0,6.66666666667,12.6666666667,11.6666666667,11.6666666667,15.6666666667,mid
103470,Jean-Armel Kana-Biyik,75.0,35.5,22.5,71.5,65.5,29.5,40.5,23.5,22.0,58.5,60.5,71.5,73.5,52.0,74.5,54.0,43.5,77.0,65.5,85.5,37.5,80.5,70.5,34.5,47.5,44.5,75.5,76.5,75.0,14.5,12.5,14.5,12.5,7.5,def
129393,William Matheus,71.25,78.75,62.25,49.75,71.75,51.0,66.5,47.75,45.75,62.25,74.75,73.5,75.0,74.0,69.25,65.0,68.75,53.0,72.5,75.0,58.75,70.75,68.25,67.75,59.75,57.75,75.0,69.5,68.5,15.75,15.75,15.75,14.75,9.75,mid
164519,Aleksandar Pesic,73.0,58.0,73.0,73.0,73.0,69.0,69.0,59.0,55.0,49.0,75.0,67.0,68.0,70.0,71.0,44.0,78.0,74.0,72.0,82.0,69.0,77.0,30.0,75.0,70.0,68.0,35.0,48.0,46.0,14.0,12.0,14.0,10.0,10.0,for
166020,Tongo Hamed Doumbia,73.5,73.75,68.75,71.75,75.5,64.5,72.25,62.5,56.25,72.5,72.75,75.75,76.75,68.25,75.0,53.0,78.5,83.75,80.25,85.75,69.0,87.0,78.5,71.75,71.25,56.5,73.25,76.5,74.75,9.75,15.75,10.75,8.75,14.75,mid
169865,Martin Braithwaite,76.4,71.6,79.8,60.8,75.8,74.2,79.8,67.8,70.6,60.2,78.8,88.8,88.4,90.0,71.6,78.0,77.8,84.4,80.0,74.2,72.0,69.0,27.6,78.0,72.6,68.8,32.4,29.8,25.8,13.8,12.8,10.8,6.8,7.8,for
188413,Adrien Regattin,72.8,73.4,72.4,47.0,76.2,72.6,78.6,75.0,75.8,71.0,77.6,83.2,80.6,78.2,72.4,90.0,78.8,61.2,73.8,70.0,77.4,76.6,61.4,72.6,72.6,69.2,61.0,60.4,54.8,8.6,9.6,8.6,11.6,13.6,mid
190741,Ali Ahamada,73.5,21.0,18.5,52.5,31.5,19.0,19.0,20.5,18.5,33.5,23.5,43.0,38.0,42.0,74.5,34.0,25.5,67.0,38.0,75.0,19.0,32.5,25.5,19.0,24.5,27.5,20.0,22.0,17.5,78.0,67.5,65.5,70.5,81.0,gk
195706,Francois Moubandje,72.6666666667,62.6666666667,38.6666666667,63.6666666667,69.6666666667,38.6666666667,67.6666666667,56.6666666667,47.6666666667,66.6666666667,68.6666666667,69.0,66.6666666667,70.0,69.6666666667,67.0,59.6666666667,83.6666666667,74.0,75.0,38.6666666667,73.6666666667,72.6666666667,67.6666666667,56.6666666667,55.6666666667,76.3333333333,76.3333333333,71.3333333333,14.6666666667,13.6666666667,12.6666666667,10.6666666667,5.66666666667,def
206711,Mauro Goicoechea,74.0,18.0,16.0,19.0,26.0,16.0,14.0,18.0,23.0,23.0,18.0,47.0,52.0,33.0,76.0,46.0,25.0,70.0,37.0,66.0,20.0,39.0,22.0,13.0,27.0,22.0,18.0,23.0,24.0,75.0,71.0,72.0,73.0,78.0,gk
210184,Wissam Ben Yedder,78.0,75.0,83.0,75.0,80.0,75.0,82.0,76.0,77.0,70.0,82.0,81.0,82.0,91.0,76.0,82.0,77.0,84.0,80.0,57.0,69.0,55.0,44.0,81.0,79.0,74.0,28.0,21.0,26.0,6.0,13.0,9.0,7.0,7.0,for
279879,Jean-Daniel Akpa-Akpro,72.0,72.5,62.0,62.0,75.5,66.5,73.5,63.0,50.0,64.0,72.5,80.0,80.75,70.5,74.5,70.5,70.0,67.0,77.5,58.0,60.5,76.0,70.0,69.0,65.5,55.5,70.5,70.5,68.5,6.5,9.5,8.5,8.5,7.5,mid
292978,Somalia,71.3333333333,75.0,71.0,45.0,75.0,65.0,74.0,67.0,49.0,70.0,68.0,77.3333333333,84.3333333333,74.6666666667,70.0,68.0,73.0,50.0,81.6666666667,66.6666666667,72.0,72.6666666667,72.0,54.0,66.0,62.0,70.0,71.0,67.0,11.0,10.0,7.0,8.0,8.0,mid
303360,Steeve Yago,69.3333333333,56.6666666667,33.6666666667,60.6666666667,63.6666666667,38.6666666667,59.6666666667,44.6666666667,36.6666666667,56.6666666667,59.6666666667,73.0,68.0,56.0,64.0,66.0,55.6666666667,74.0,72.3333333333,76.0,26.6666666667,81.6666666667,68.0,52.6666666667,39.6666666667,48.6666666667,72.6666666667,70.3333333333,64.0,6.66666666667,13.6666666667,7.66666666667,13.6666666667,9.66666666667,def
435214,Uros Spajic,75.0,53.0,34.0,75.0,69.0,30.0,60.0,39.0,34.0,64.0,69.0,64.0,69.0,63.0,70.0,67.0,59.0,82.0,68.0,76.0,36.0,83.0,70.0,41.0,49.0,44.0,78.0,77.0,74.0,12.0,8.0,9.0,15.0,13.0,def
466357,Marcel Tisserand,70.6666666667,70.0,49.6666666667,69.6666666667,69.6666666667,51.3333333333,70.6666666667,69.6666666667,36.6666666667,68.3333333333,71.0,73.6666666667,70.3333333333,64.3333333333,71.3333333333,65.0,64.3333333333,70.0,79.3333333333,69.3333333333,51.0,74.0,67.3333333333,67.6666666667,66.0,55.6666666667,71.6666666667,71.0,67.6666666667,12.6666666667,14.6666666667,7.66666666667,12.6666666667,13.6666666667,def
563069,Yann Bodiger,66.0,50.0,40.3333333333,58.6666666667,66.6666666667,42.0,61.0,63.6666666667,55.6666666667,62.3333333333,67.6666666667,55.3333333333,48.6666666667,54.0,62.3333333333,58.0,65.6666666667,56.3333333333,70.3333333333,70.6666666667,48.6666666667,72.0,64.3333333333,40.6666666667,57.6666666667,54.6666666667,66.3333333333,71.3333333333,65.3333333333,13.6666666667,11.6666666667,8.66666666667,12.6666666667,15.6666666667,mid
605848,Alexis Blin,61.8,52.6,46.2,53.2,68.6,36.8,61.8,61.0,42.8,61.0,64.6,58.8,58.4,59.4,59.2,51.0,59.2,62.0,64.6,64.0,50.4,59.0,57.6,54.0,61.0,50.2,60.0,61.4,62.4,12.2,5.2,7.2,9.2,7.2,mid
642618,Zinedine Machach,61.5,60.75,50.5,54.0,69.0,41.0,66.5,48.0,49.0,62.0,63.5,69.0,70.0,63.5,61.0,61.5,61.0,61.0,61.25,59.5,49.25,67.0,52.0,47.75,60.25,55.0,49.5,63.0,64.0,13.0,8.0,11.0,11.0,9.0,mid
696443,Issa Diop,61.3333333333,32.0,21.6666666667,67.3333333333,39.6666666667,28.0,30.0,28.0,34.0,37.0,45.0,61.0,59.6666666667,49.0,46.0,37.0,39.0,73.6666666667,55.0,86.0,21.0,53.6666666667,53.0,26.6666666667,34.6666666667,44.0,57.3333333333,66.0,68.0,10.0,7.0,6.0,14.0,9.0,def
