name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Remy Gomis,71.67,52.67,52.67,66.67,69.67,47.67,59.67,37.67,54.67,67.33,69.67,60.67,47.67,43.33,69.0,69.0,72.67,67.0,80.33,83.0,64.67,87.67,76.0,48.67,62.67,48.67,59.67,76.0,68.67,15.67,6.67,13.67,10.67,7.67,mid
Lorik Cana,77.0,49.5,21.5,80.5,67.5,33.5,49.5,57.5,56.5,71.5,61.5,61.0,58.0,58.0,71.5,50.0,83.5,87.0,68.0,90.0,72.5,79.5,79.5,60.5,49.5,54.5,72.5,74.5,79.5,9.5,5.5,13.5,13.5,14.5,def
Johan Audel,69.25,72.25,68.25,52.25,66.75,63.25,70.5,68.25,57.25,63.25,67.0,72.75,71.25,68.75,72.25,69.25,67.25,57.0,52.75,62.0,60.25,59.25,46.25,71.25,75.25,54.25,23.5,23.5,20.25,7.25,8.25,15.25,10.25,5.25,for
Guillaume Gillet,72.56,72.56,72.0,76.56,73.56,69.0,69.56,64.56,64.56,69.56,71.56,69.67,72.89,67.0,74.56,60.0,72.56,78.0,83.0,76.0,71.56,70.33,69.33,76.0,72.56,68.56,66.56,69.56,76.56,8.56,13.56,14.56,11.56,9.56,mid
Remy Riou,78.17,21.33,20.33,20.67,41.33,21.0,20.67,21.0,21.67,33.33,22.33,56.5,56.0,39.0,72.33,57.0,27.67,68.17,32.0,79.0,21.0,28.33,27.33,22.67,25.0,22.33,21.33,21.0,20.67,77.0,80.17,80.17,79.17,79.17,gk
Olivier Veigneau,71.33,69.33,24.33,60.33,70.33,37.33,66.33,57.33,42.33,72.33,68.33,71.0,72.33,71.0,66.33,79.0,65.33,68.0,75.33,64.0,61.33,71.33,75.33,46.33,63.33,52.33,75.33,72.0,71.33,11.33,14.33,7.33,8.33,6.33,def
Lucas Deaux,73.67,52.33,46.33,67.33,75.33,31.33,66.33,51.33,37.33,75.33,69.33,58.67,68.67,65.67,67.33,62.0,61.33,69.67,88.0,80.0,50.33,88.33,75.33,56.33,68.33,42.33,62.0,74.33,72.33,6.33,10.33,8.33,11.33,8.33,mid
Oswaldo Vizcarrondo,75.33,41.67,53.67,78.67,62.67,17.0,32.67,37.67,31.67,56.67,47.67,23.33,29.0,24.0,71.67,32.0,62.67,71.0,59.33,87.67,29.67,85.67,78.0,27.67,19.0,54.67,77.0,77.0,75.0,10.67,14.67,9.67,13.67,5.67,def
Wilfried Moimbe,69.0,67.0,36.0,53.0,65.0,52.0,65.0,41.0,39.0,61.0,63.0,81.0,80.75,75.0,74.0,81.0,46.0,63.0,80.0,62.0,44.0,72.0,64.25,46.0,59.0,51.0,65.0,71.0,67.75,6.0,11.0,16.0,15.0,8.0,def
Ermir Lenjani,65.67,74.67,59.0,52.0,66.0,56.0,64.0,60.33,52.33,61.67,64.33,77.67,78.0,75.33,62.0,59.0,68.33,75.0,76.67,56.33,58.67,69.67,59.67,59.67,59.67,58.67,63.33,65.33,58.67,7.67,5.67,9.67,13.67,15.67,mid
Alejandro Bedoya,74.38,62.75,65.88,81.25,80.38,64.5,67.5,54.5,53.5,73.25,77.88,68.12,69.62,72.0,73.5,74.0,73.88,86.0,87.0,59.5,76.5,72.5,56.25,77.5,72.5,48.5,42.5,59.5,52.5,8.5,13.5,5.5,11.5,5.5,mid
Kolbeinn Sigthorsson,74.0,47.5,75.5,84.0,62.5,70.0,65.5,52.5,53.5,59.5,68.0,65.5,69.0,58.0,72.0,58.0,78.5,71.0,74.5,83.0,67.0,62.5,39.5,76.0,62.5,70.5,29.5,45.5,31.5,5.5,15.5,9.5,13.5,11.5,for
Adryan,68.22,61.33,57.56,45.56,68.11,60.78,74.11,72.11,68.22,50.78,74.78,77.11,76.0,80.33,59.89,57.11,60.44,62.67,64.0,52.22,61.67,38.33,37.11,64.33,68.67,66.56,24.22,34.44,23.67,4.11,4.11,4.11,4.11,4.11,mid
Maxime Dupe,69.0,15.0,15.0,17.0,34.67,15.0,15.67,16.33,15.67,28.67,21.67,48.0,42.0,35.0,67.67,39.0,20.67,54.0,21.0,78.0,15.67,34.67,22.67,15.67,22.33,20.33,16.33,15.67,15.67,68.67,72.67,63.67,63.67,73.67,gk
Emiliano Sala,69.0,53.33,72.0,69.0,63.67,60.0,67.0,43.33,40.33,42.33,71.33,65.0,66.67,69.67,67.67,55.0,68.33,61.0,72.67,75.0,64.67,68.33,37.33,72.33,59.33,67.67,24.33,23.0,21.33,6.33,10.33,6.33,8.33,6.33,for
Koffi Djidji,66.67,34.33,23.33,69.0,59.67,20.67,43.0,22.67,21.33,55.33,63.0,65.67,70.0,60.33,58.67,66.0,37.33,72.0,53.33,70.0,23.33,65.67,68.0,20.67,22.67,29.33,66.0,69.33,65.67,14.33,6.33,6.33,7.33,8.33,def
Adrien Thomasson,68.29,58.86,66.57,62.43,72.86,44.43,71.71,57.14,53.43,68.29,70.86,73.43,73.71,76.57,68.57,72.0,67.86,70.0,65.57,68.14,64.71,65.57,62.14,61.57,72.71,56.43,55.43,58.0,53.29,13.43,8.43,14.43,8.43,12.43,mid
Birama Toure,69.25,59.5,35.5,50.5,71.5,36.5,61.0,54.5,45.5,69.0,68.25,59.0,49.0,54.0,68.5,61.0,59.5,67.0,73.5,74.0,59.5,75.0,72.5,22.5,54.5,52.5,66.5,70.25,66.75,11.5,10.5,8.5,5.5,8.5,mid
Abdoulaye Toure,64.0,46.0,34.0,66.0,68.0,39.0,57.0,41.0,49.0,67.0,58.0,65.0,55.0,46.0,69.0,41.0,57.0,59.0,68.0,78.0,61.0,67.0,62.0,35.0,60.0,39.0,57.0,62.0,58.0,8.0,15.0,9.0,9.0,7.0,mid
Youssouf Sabaly,67.75,68.75,32.25,54.25,68.5,36.25,67.5,54.25,37.25,56.25,66.75,75.0,75.25,72.25,66.75,75.0,42.25,62.0,71.5,63.5,33.25,61.0,69.5,60.0,44.25,42.25,70.25,68.0,68.5,8.25,10.25,7.25,14.25,10.25,def
Leo Dubois,62.75,66.0,37.5,46.5,58.0,35.5,61.0,45.5,45.5,49.5,61.5,68.75,69.0,73.0,58.0,73.0,56.5,57.0,63.75,54.75,39.5,60.75,58.5,44.5,34.5,51.5,66.0,69.0,68.5,12.5,7.5,7.5,8.5,15.5,def
Yacine Bammou,70.44,58.67,70.22,75.33,69.89,64.11,67.0,59.67,51.44,64.11,72.56,68.89,73.33,71.11,66.67,60.0,73.67,78.11,56.89,75.78,66.44,65.0,44.56,68.78,64.33,66.56,21.67,39.56,23.56,9.56,14.56,10.56,6.56,9.56,for
Anthony Walongwa,60.25,20.25,20.25,60.75,46.25,28.25,26.25,34.25,37.25,42.25,39.25,64.75,55.5,59.25,55.75,53.0,40.25,62.0,48.0,79.5,24.25,56.5,60.0,35.25,21.25,51.25,58.5,62.5,61.25,14.25,15.25,7.25,12.25,14.25,def
Valentin Rongier,64.5,57.5,52.5,40.5,73.0,40.5,66.0,59.5,51.5,70.5,73.5,68.5,61.0,66.0,61.83,90.5,57.33,72.0,58.83,43.0,52.5,56.5,49.0,52.5,64.5,62.5,47.5,62.0,63.5,10.5,7.5,11.5,6.5,10.5,mid
