name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Dusan Veskovac,70.0,43.0,36.0,68.0,59.0,36.0,57.0,38.0,43.0,56.0,57.0,55.0,61.0,54.0,61.0,51.0,61.0,70.0,67.0,77.0,44.0,85.0,68.0,49.0,42.0,52.0,74.0,72.0,70.0,14.0,7.0,10.0,16.0,12.0,def
Thiago Xavier,63.0,44.5,40.0,62.0,64.5,43.0,47.5,42.0,62.0,61.5,62.0,48.5,50.5,54.0,58.5,63.0,62.0,66.0,72.0,74.0,58.5,68.5,62.5,51.5,52.5,57.0,59.5,64.0,64.0,12.5,8.5,11.5,11.5,8.5,mid
Mouhamadou Dabo,70.12,61.0,34.5,63.0,67.0,52.0,63.5,53.0,47.0,62.0,68.25,74.12,74.38,76.88,71.0,78.75,64.88,73.0,75.12,62.0,57.12,78.0,72.0,58.88,61.0,54.0,71.38,68.25,72.38,14.0,16.0,7.0,11.0,12.0,def
Benjamin Nivet,71.33,61.33,71.33,57.33,74.67,63.33,68.33,72.33,72.33,71.0,76.67,57.33,61.67,57.33,68.0,72.0,68.67,39.0,59.0,61.67,66.33,57.33,53.33,65.0,80.33,75.33,52.33,58.33,44.33,10.33,6.33,7.33,13.33,6.33,mid
Chaouki Ben Saada,66.0,63.0,62.0,62.0,67.0,62.0,66.0,68.0,64.0,58.0,65.0,73.0,69.0,76.0,61.0,78.0,65.0,61.0,58.0,49.0,66.0,53.0,44.0,59.0,70.0,62.0,42.0,38.0,36.0,10.0,14.0,14.0,11.0,16.0,mid
Stephane Darbion,66.0,71.0,66.0,57.0,69.0,55.5,64.0,70.5,65.5,61.0,71.0,54.0,64.0,65.5,68.5,61.0,72.0,61.0,76.0,68.5,70.5,53.5,50.5,56.5,62.5,58.5,47.5,55.5,40.5,12.5,9.5,6.5,12.5,5.5,mid
Fabien Camus,72.67,73.33,67.33,47.33,73.33,71.33,73.33,75.33,76.33,74.33,75.67,70.0,68.67,72.0,70.67,74.0,71.67,66.0,65.0,53.33,76.67,53.33,62.33,72.67,72.33,72.33,46.33,56.33,51.33,10.33,11.33,7.33,6.33,12.33,for
Rincon,73.5,41.5,22.5,72.5,66.5,29.5,39.5,22.5,28.5,44.5,49.5,51.5,49.5,40.0,74.0,47.0,64.5,80.0,69.5,74.5,40.5,70.5,82.5,29.5,44.5,28.5,75.5,77.5,70.5,9.5,10.5,12.5,7.5,9.5,def
Jonathan Martins-Pereira,70.67,72.67,38.67,60.67,71.67,47.67,68.67,56.67,43.67,66.67,69.67,67.0,68.0,67.67,59.67,65.0,54.67,63.0,80.0,67.0,61.67,74.67,67.67,61.67,51.67,51.67,69.67,72.0,78.67,10.67,9.67,5.67,15.67,13.67,def
Loosemy Karaboue,68.0,69.0,72.0,58.0,59.0,59.0,66.0,64.0,67.0,62.0,73.0,75.0,78.0,82.0,57.0,79.0,77.0,59.0,80.0,66.0,71.0,53.0,53.0,63.0,63.0,63.0,27.0,24.0,19.0,15.0,6.0,16.0,6.0,13.0,mid
Quentin Othon,68.0,61.0,19.0,48.0,73.0,52.0,61.0,42.0,52.0,69.0,65.0,68.0,64.0,74.0,67.0,86.0,62.0,52.0,82.0,64.0,58.0,64.0,69.0,48.0,45.0,56.0,59.0,71.0,66.0,11.0,7.0,10.0,7.0,13.0,def
Denis Petric,70.67,15.67,16.33,15.67,20.33,19.0,17.67,15.0,16.33,17.0,20.67,47.0,46.0,34.0,68.33,41.0,24.67,57.0,30.0,57.0,17.67,21.0,17.0,16.33,20.67,21.67,16.33,17.0,16.33,70.33,66.67,55.33,75.67,73.33,gk
Thomas Ayasse,71.0,58.5,40.5,62.5,74.5,43.5,47.5,67.5,51.5,75.5,66.5,61.0,64.5,58.0,69.5,62.0,62.5,77.0,92.0,73.0,65.5,71.5,65.5,64.5,71.5,53.5,59.5,72.5,60.5,12.5,10.5,13.5,8.5,14.5,mid
Mathieu Dreyer,65.0,10.0,10.0,14.0,31.0,16.0,16.0,10.0,13.0,13.0,21.0,49.0,55.0,45.0,59.0,40.0,16.0,75.0,27.0,69.0,14.0,11.0,24.0,10.0,15.0,11.0,10.0,14.0,10.0,66.0,70.0,60.0,59.0,69.0,gk
Anele Ngcongca,72.86,68.0,39.43,68.43,69.43,46.43,66.43,63.43,36.43,67.43,68.43,79.0,80.29,83.0,73.43,75.0,62.43,86.29,82.0,68.0,56.43,71.71,71.43,57.43,58.43,46.43,72.57,73.14,72.14,15.43,9.43,5.43,8.43,13.43,def
Matthieu Saunier,66.0,37.5,20.5,56.5,57.5,21.0,49.5,23.5,21.5,59.5,58.5,39.0,51.0,55.5,60.5,60.0,33.5,81.0,56.5,72.5,25.5,67.5,68.5,21.5,44.5,54.5,67.5,68.5,65.5,7.5,11.5,10.5,12.5,13.5,def
Johan Martial,67.0,53.0,25.0,66.0,61.0,24.0,39.0,37.0,33.0,57.0,58.0,65.0,69.0,58.0,63.0,56.0,41.0,71.0,72.0,76.0,22.0,73.0,67.0,29.0,45.0,35.0,67.0,66.0,65.0,13.0,14.0,14.0,12.0,12.0,def
Yoann Court,67.0,65.0,57.0,26.0,76.0,32.0,66.0,70.0,42.0,64.0,67.0,74.0,74.0,77.0,70.0,82.0,75.0,69.0,80.0,61.0,61.0,46.0,49.0,53.0,64.0,46.0,32.0,44.0,43.0,12.0,16.0,7.0,13.0,13.0,mid
Chris Mavinga,69.4,70.6,42.2,69.6,70.2,29.4,67.2,41.4,21.4,65.2,71.2,77.8,81.0,68.0,64.0,59.0,56.2,73.8,72.8,70.8,32.2,63.4,64.0,48.2,58.4,32.4,67.2,70.8,69.8,8.4,14.4,6.4,11.4,13.4,def
Brayan Perea,68.25,59.25,64.25,69.25,64.25,65.25,73.25,61.25,58.25,55.25,71.25,77.0,79.0,51.0,67.25,50.0,69.25,69.0,68.0,74.0,58.25,33.25,22.5,65.25,61.25,61.25,22.75,31.25,29.25,12.25,5.25,6.25,5.25,7.25,for
Mory Kone,60.5,33.5,27.5,59.5,26.5,26.5,41.5,28.5,31.5,25.5,49.5,58.0,70.0,59.0,50.5,48.0,22.5,71.0,72.5,86.0,23.5,55.5,52.5,37.5,36.5,37.5,59.5,67.5,61.5,10.5,7.5,11.5,8.5,12.5,def
Corentin Jean,67.0,40.33,71.33,60.67,61.0,69.0,66.33,60.33,53.67,42.0,64.33,83.33,82.33,90.0,65.0,81.67,65.0,42.0,55.33,43.0,60.33,31.0,22.33,70.67,56.67,59.33,23.33,21.67,23.67,11.33,6.33,13.33,9.33,14.33,for
Jimmy Cabot,65.0,64.5,61.5,37.5,60.5,53.5,71.5,56.5,49.5,53.5,64.5,90.5,90.0,80.0,64.5,92.0,47.5,63.0,58.5,32.0,51.5,31.5,26.5,46.5,53.5,54.5,26.5,22.5,28.5,13.5,11.5,7.5,13.5,13.5,for
Karim Azamoum,63.5,64.5,51.5,38.5,70.5,45.5,56.5,66.5,64.5,68.5,65.5,67.5,65.0,76.5,66.5,76.0,57.5,61.0,58.5,69.5,58.5,58.5,55.5,60.5,61.5,57.5,37.5,55.5,45.5,9.5,11.5,13.5,8.5,6.5,for
