name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Reynald Lemaitre,69.0,72.0,45.0,69.0,65.0,60.0,61.0,54.0,54.0,62.0,66.0,61.0,62.0,65.0,65.0,73.0,65.0,70.0,71.0,67.0,64.0,67.0,68.0,37.0,60.0,59.0,70.0,75.0,74.0,6.0,12.0,12.0,12.0,15.0,def
Lionel Mathis,72.5,66.5,40.5,55.5,79.5,51.5,62.5,54.5,50.5,78.5,76.5,49.5,50.0,62.5,78.5,75.0,69.5,66.0,83.0,62.0,63.5,80.5,79.5,42.5,68.5,45.5,71.5,76.5,75.5,8.5,8.5,12.5,7.5,6.5,mid
Lars Jacobsen,71.33,72.0,36.33,58.33,70.0,50.33,61.0,43.33,42.33,68.0,72.33,61.0,64.67,56.67,80.33,65.0,70.33,71.67,60.0,71.33,41.33,69.33,77.33,59.33,52.33,62.33,73.33,75.0,73.0,9.33,9.33,7.33,8.33,12.33,def
Jimmy Briand,74.5,71.5,74.5,78.5,68.5,80.0,70.5,68.5,45.5,63.5,67.5,75.5,83.5,79.5,74.25,65.0,75.5,82.0,77.5,77.0,66.5,64.5,41.5,75.5,70.5,70.5,42.5,45.5,40.5,11.5,5.5,6.5,5.5,9.5,for
Mevlut Erdinc,76.4,68.4,77.2,77.4,73.4,71.4,74.4,69.2,73.6,63.4,74.6,77.0,75.0,71.0,73.6,74.0,76.0,81.4,76.0,77.0,66.4,65.4,41.4,78.4,72.6,76.8,32.4,44.6,39.4,11.4,13.4,13.4,5.4,6.4,for
Mustapha Diallo,69.83,58.33,37.33,70.17,74.0,43.33,56.5,49.33,45.33,64.67,67.83,50.33,66.0,58.0,67.67,53.0,58.33,73.67,78.33,84.5,59.33,79.33,69.5,49.33,54.5,47.33,66.0,67.83,70.0,7.33,11.33,6.33,12.33,15.33,mid
Jonathan Martins-Pereira,70.67,72.67,38.67,60.67,71.67,47.67,68.67,56.67,43.67,66.67,69.67,67.0,68.0,67.67,59.67,65.0,54.67,63.0,80.0,67.0,61.67,74.67,67.67,61.67,51.67,51.67,69.67,72.0,78.67,10.67,9.67,5.67,15.67,13.67,def
Julien Cardy,64.5,66.5,49.5,71.5,72.5,28.5,61.5,72.5,67.5,68.5,72.5,42.5,58.0,53.0,61.5,73.0,63.5,52.0,67.5,53.5,43.5,76.5,59.5,22.5,78.5,68.5,50.5,55.5,61.5,12.5,14.5,11.5,5.5,7.5,mid
Thibault Giresse,73.5,74.0,67.5,40.5,76.5,70.5,73.5,71.5,79.5,74.5,79.5,68.0,64.0,75.0,69.5,85.5,66.5,28.5,62.0,45.0,73.5,53.5,35.5,80.5,77.5,75.5,40.5,32.5,27.5,10.5,7.5,14.5,8.5,12.5,mid
Jeremy Sorbon,72.0,59.5,24.5,70.5,62.5,24.5,29.5,39.5,33.5,55.5,63.5,37.0,51.5,49.0,70.5,70.0,42.5,63.0,53.5,72.0,29.5,74.5,74.5,41.5,51.5,38.5,76.5,78.5,68.5,12.5,14.5,7.5,5.5,12.5,def
Benjamin Brou Angoua,72.5,52.5,35.5,71.5,65.5,24.5,36.5,38.5,27.5,58.5,65.5,67.0,55.5,66.5,74.5,71.0,49.5,77.5,66.5,76.0,36.5,85.5,68.5,28.5,46.5,42.5,72.5,73.5,69.5,7.5,11.5,11.5,14.5,15.5,def
Younousse Sankhare,74.5,61.33,59.33,62.33,77.0,67.33,71.67,59.33,49.33,73.5,76.33,67.33,66.67,64.67,72.67,52.0,63.33,61.0,81.33,77.5,50.33,73.83,75.67,50.33,69.33,58.33,66.0,76.33,72.0,13.33,9.33,9.33,11.33,7.33,mid
Nill De Pauw,70.33,65.67,55.67,62.67,67.67,66.67,73.67,56.67,61.67,64.33,73.67,74.0,74.67,74.33,70.67,72.0,70.67,76.0,72.0,72.0,69.67,67.67,48.67,70.67,69.0,53.67,24.67,37.67,23.67,11.67,15.67,11.67,7.67,7.67,mid
Sloan Privat,70.0,42.67,65.33,80.67,66.67,68.0,62.67,59.67,58.67,49.67,67.67,65.67,65.67,66.67,73.67,48.0,72.0,82.33,57.33,84.0,64.67,28.67,41.67,71.0,47.67,65.67,21.67,21.0,20.67,10.67,9.67,14.67,14.67,5.67,for
Jonas Loessl,74.5,16.75,15.25,19.0,29.75,14.5,17.5,16.75,16.0,33.75,20.5,62.0,48.0,59.0,67.25,57.0,27.25,59.0,23.0,81.0,17.5,26.75,22.75,16.75,23.0,15.25,15.25,16.0,17.5,74.0,69.75,69.75,76.75,79.75,gk
Mamadou Samassa,72.0,10.0,11.0,13.0,27.0,13.0,12.0,10.0,10.0,22.0,19.0,43.0,59.0,45.0,67.0,39.0,24.0,47.0,32.0,76.0,10.0,21.0,19.0,11.0,19.0,18.0,12.0,11.0,12.0,76.0,71.0,64.0,66.0,79.0,gk
Yannis Salibur,69.71,66.57,63.71,50.71,61.57,49.71,76.71,66.71,70.71,49.71,67.0,89.29,87.0,83.86,62.0,72.0,68.86,76.0,72.29,71.14,63.71,30.71,51.71,67.0,60.14,60.14,35.71,30.71,34.71,11.71,12.71,10.71,9.71,6.71,for
Dorian Leveque,71.25,72.5,29.5,61.5,72.0,22.5,55.0,42.0,32.5,58.25,71.0,63.0,69.0,66.0,71.0,70.0,55.5,75.0,67.5,64.5,20.5,64.5,73.5,45.0,49.25,45.5,73.5,75.25,73.5,13.5,5.5,5.5,8.5,8.5,def
Nicolas Benezet,71.0,68.17,65.5,62.5,70.5,54.17,73.83,59.5,42.5,59.5,74.0,90.0,86.33,90.17,62.5,85.83,65.5,62.0,60.67,41.5,61.5,31.5,27.5,67.5,64.5,62.5,26.5,21.5,28.83,6.5,11.5,11.5,12.5,13.5,mid
Christophe Kerbrat,74.67,50.0,39.33,66.33,67.33,31.33,61.33,39.33,43.33,64.33,73.0,71.0,74.67,66.0,71.0,62.0,45.33,70.0,79.0,77.33,39.33,74.33,77.0,32.33,48.33,47.33,77.67,79.33,75.67,6.33,6.33,15.33,12.33,10.33,def
Laurent Dos Santos,62.0,63.67,41.67,53.67,69.67,37.67,61.67,40.67,41.67,65.67,60.67,59.0,62.0,61.0,56.67,72.0,53.67,64.0,54.0,41.33,39.67,64.67,60.67,43.67,46.67,45.67,64.67,63.67,68.67,14.67,12.67,8.67,8.67,11.67,def
Marcus Regis Coco,62.33,56.89,61.44,55.44,50.33,45.44,65.89,40.44,35.44,38.33,65.33,86.44,86.56,82.67,55.44,74.33,58.22,60.0,52.11,65.0,55.44,32.44,43.44,47.22,49.33,58.44,22.44,38.44,25.44,11.44,5.44,14.44,6.44,6.44,for
Ludovic Blas,58.0,48.0,42.0,50.0,68.0,41.0,59.0,44.0,41.0,61.0,54.0,69.0,64.0,67.0,53.0,74.0,65.0,58.0,61.0,50.0,44.0,64.0,56.0,54.0,52.0,54.0,51.0,57.0,58.0,12.0,9.0,14.0,14.0,15.0,mid
