name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Benoit Costil,81.0,11.0,14.0,15.0,35.0,12.0,13.0,12.0,11.0,33.0,12.0,49.0,53.0,38.0,77.0,45.0,22.0,49.0,28.0,65.0,15.0,22.0,22.0,12.0,22.0,15.0,16.0,11.0,14.0,82.0,80.0,78.0,82.0,85.0,gk
Sylvain Armand,75.33,71.67,48.67,70.67,79.67,56.67,56.67,68.67,72.67,80.33,70.67,56.0,63.33,64.0,75.67,61.0,73.67,71.0,69.33,78.67,55.67,72.33,73.33,48.67,65.67,60.67,76.0,80.33,76.67,9.67,8.67,10.67,7.67,5.67,def
Yoann Gourcuff,78.38,77.0,66.75,73.0,82.75,70.0,82.25,82.25,81.0,81.62,84.0,68.0,68.25,76.75,65.75,68.5,77.0,71.0,50.5,76.0,75.0,68.12,55.0,69.0,83.62,78.0,51.0,55.0,49.0,11.0,7.0,5.0,9.0,13.0,for
Ludovic Baal,73.0,71.14,43.57,65.57,73.71,55.57,63.57,52.57,49.57,67.14,70.57,81.71,82.14,63.57,68.86,73.0,49.57,67.0,91.0,69.71,57.57,72.86,71.14,33.57,61.71,65.57,69.29,70.43,69.71,11.57,12.57,9.57,13.57,15.57,mid
Romain Danze,75.0,74.0,52.0,66.0,73.0,58.0,69.0,58.0,55.0,75.0,72.0,67.0,68.0,70.0,74.0,71.0,69.0,63.0,73.0,73.0,71.0,75.0,78.0,59.0,66.0,42.0,79.0,79.0,78.0,9.0,10.0,8.0,13.0,7.0,def
Gelson Fernandes,76.0,65.0,58.0,63.0,77.0,61.0,70.0,57.0,55.0,70.0,69.0,69.0,70.5,67.0,72.0,66.0,69.0,70.0,92.0,73.0,58.0,87.0,78.0,63.0,68.0,50.0,77.0,80.0,75.0,14.0,6.0,13.0,10.0,13.0,mid
Kamil Grosicki,74.0,74.8,70.8,68.8,70.8,67.6,73.8,63.8,54.8,68.8,73.8,85.4,87.4,80.0,69.4,70.0,76.8,62.0,63.0,64.0,69.8,42.8,47.8,70.8,69.8,70.8,17.0,28.8,21.0,15.8,9.8,14.8,13.8,10.8,for
Giovanni Sio,74.71,68.71,76.14,69.71,73.71,71.57,75.57,72.71,69.71,67.43,76.71,87.0,89.0,82.57,69.71,77.43,74.0,70.0,80.0,74.43,73.71,60.71,20.0,73.14,72.71,69.71,19.29,20.0,15.71,14.71,8.71,9.71,14.71,15.71,for
Cheikh Mbengue,74.67,76.67,44.67,69.67,75.67,21.67,66.67,65.67,31.67,68.67,68.67,74.33,76.0,73.0,72.33,67.0,55.67,74.0,72.67,75.0,25.67,79.67,74.0,48.67,53.67,30.67,75.67,75.0,77.67,15.67,8.67,12.67,12.67,7.67,def
Fallou Diagne,74.0,52.5,33.5,72.5,69.5,39.5,68.0,43.5,44.5,65.5,70.5,69.5,74.0,71.5,73.5,67.0,58.5,88.5,62.5,74.0,40.5,71.0,74.5,35.5,52.5,48.5,74.5,76.5,72.5,10.5,14.5,5.5,11.5,10.5,def
Benjamin Andre,71.0,72.0,67.0,55.0,77.0,56.0,72.0,63.0,46.0,69.0,73.0,69.0,69.0,73.0,75.0,73.0,69.0,72.0,74.0,67.0,63.0,75.0,65.0,60.0,75.0,66.0,68.0,65.0,60.0,8.0,14.0,15.0,7.0,10.0,mid
Pedro Mendes,73.0,25.0,25.0,69.0,45.0,22.0,63.0,48.0,52.0,50.0,62.0,65.0,66.0,55.0,70.0,53.0,67.0,72.0,71.33,76.0,34.0,79.0,74.0,25.0,32.0,35.0,77.0,78.0,74.0,10.0,6.0,13.0,10.0,10.0,def
Yacouba Sylla,66.8,48.2,42.6,59.4,68.2,33.6,58.4,55.4,37.4,56.6,64.6,71.6,73.8,74.6,71.2,68.0,66.8,66.0,92.0,84.8,54.8,79.8,68.2,64.4,59.2,54.4,61.8,70.8,65.0,6.4,7.4,10.4,15.4,9.4,mid
Abdoulaye Diallo,66.67,20.67,20.33,21.0,33.33,21.33,21.67,21.67,21.33,24.33,24.33,42.0,33.33,57.0,70.33,52.0,29.0,66.0,31.0,75.0,20.67,22.67,23.33,20.33,24.67,23.33,23.0,23.33,20.67,66.0,62.33,61.5,65.17,74.33,gk
Mexer,78.0,40.0,44.0,76.0,75.0,50.0,59.0,55.0,32.0,55.0,66.0,68.0,69.67,67.0,77.0,64.0,49.0,75.0,74.0,79.0,59.0,78.0,79.0,43.0,60.0,38.0,81.0,81.0,78.0,10.0,14.0,7.0,11.0,11.0,def
Juan Quintero,77.0,67.71,64.29,41.29,80.29,64.29,85.0,81.29,81.29,79.29,82.29,78.0,75.14,87.0,68.29,90.0,81.43,53.0,55.0,39.0,76.29,42.29,34.29,63.0,80.29,70.29,23.0,29.29,21.29,13.29,15.29,9.29,6.29,11.29,mid
Paul-Georges Ntep,79.0,77.0,77.0,43.0,75.0,74.0,84.0,77.0,73.0,70.0,84.0,90.0,91.0,86.0,77.0,75.0,79.0,49.0,73.0,74.0,76.0,75.0,28.0,75.0,71.0,70.0,22.0,25.0,15.0,15.0,9.0,9.0,8.0,6.0,for
Mehdi Zeffane,66.75,64.12,50.88,53.62,67.62,50.12,64.38,57.38,46.38,55.38,65.38,80.75,81.75,77.75,58.25,79.62,77.38,68.25,87.25,60.38,67.38,67.88,64.38,43.62,52.88,59.38,63.62,64.88,65.75,14.38,11.38,8.38,12.38,9.38,for
Pedro Henrique,74.0,71.6,72.2,32.8,71.8,65.6,81.0,74.8,68.8,63.8,74.4,86.0,84.2,87.0,65.2,73.4,71.8,33.6,65.2,52.0,68.2,52.0,22.8,80.4,69.2,47.8,21.8,26.8,31.8,10.8,13.8,9.8,9.8,11.8,for
Abdoulaye Doucoure,71.5,58.0,69.0,65.5,74.5,64.5,73.0,34.5,36.0,70.5,74.0,67.0,68.0,58.0,65.0,64.0,72.5,71.0,78.5,73.5,71.5,72.0,69.0,57.5,77.5,44.5,63.5,69.5,63.5,14.5,11.5,11.5,14.5,13.5,mid
Steven Moreira,69.33,71.0,23.67,53.67,72.67,33.67,64.0,42.67,28.67,67.0,65.67,70.0,71.0,71.0,69.33,66.0,41.67,54.0,66.33,59.0,27.67,67.0,71.33,52.67,59.33,34.67,72.33,72.67,71.67,9.67,13.67,8.67,14.67,8.67,mid
Jeremie Boga,60.57,50.14,60.57,40.43,58.43,40.43,70.43,47.43,53.0,51.0,63.14,78.86,78.14,71.29,53.0,79.0,53.43,50.0,76.0,65.14,45.43,51.57,40.43,53.43,60.43,49.29,33.43,34.43,33.43,14.43,7.43,8.43,13.43,15.43,for
Ousmane Dembele,57.0,50.0,54.0,43.0,59.0,48.0,66.0,53.0,47.0,55.0,70.0,65.0,61.0,52.0,54.0,68.0,63.0,58.0,46.0,42.0,45.0,47.0,32.0,41.0,52.0,57.0,45.0,36.0,45.0,6.0,6.0,14.0,10.0,13.0,for
