name,overall_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Jean-Louis Leca,69.75,15.25,14.5,16.0,19.75,14.5,16.0,16.0,15.25,21.25,24.75,39.5,40.5,44.0,62.75,45.0,18.25,55.0,24.0,62.0,16.0,41.25,21.75,14.5,22.5,16.75,13.75,16.75,15.25,68.25,71.75,62.75,71.25,74.25,gk
Jesper Hansen,71.0,18.0,13.0,13.0,36.0,11.0,12.0,16.0,12.0,46.0,23.0,36.0,31.0,33.0,69.0,64.0,12.0,69.0,28.0,64.0,13.0,31.0,27.0,12.0,12.0,20.0,15.0,14.0,15.0,73.0,65.0,69.0,71.0,76.0,gk
Florian Marange,69.0,68.0,34.0,66.0,72.0,30.0,57.0,61.0,37.0,64.0,67.0,55.0,52.0,63.0,72.0,65.0,77.0,70.0,57.0,71.0,67.0,72.0,74.0,53.0,58.0,49.0,76.0,76.0,74.0,11.0,12.0,12.0,7.0,16.0,def
Francois Modesto,73.0,59.0,52.0,66.0,65.0,22.0,49.0,66.0,23.0,63.0,61.0,47.0,50.0,59.0,75.0,71.0,54.0,80.0,51.0,75.0,61.0,76.0,73.0,49.0,52.0,36.0,77.0,77.0,75.0,16.0,15.0,8.0,10.0,11.0,mid
Sebastien Squillaci,73.5,25.5,27.5,82.5,70.5,30.5,51.5,34.5,25.5,60.5,61.5,45.0,38.0,59.0,59.0,48.0,58.5,78.5,32.0,69.0,21.5,76.5,69.5,28.5,49.5,52.5,71.5,81.5,79.5,13.5,5.5,8.5,11.5,7.5,def
Brandao,71.25,67.0,72.0,81.75,69.0,68.75,60.75,58.75,56.75,60.25,68.0,46.5,48.5,37.5,71.75,41.0,81.5,61.0,72.0,77.0,71.25,80.25,38.75,79.5,68.75,70.25,39.75,40.75,37.75,13.75,5.75,11.75,5.75,5.75,for
Gael Danic,67.5,68.5,56.5,56.5,67.0,60.5,68.0,70.5,70.5,66.0,70.5,65.0,61.5,71.0,69.0,70.0,63.5,52.0,72.0,55.0,64.5,64.5,41.5,66.0,66.0,75.5,21.5,34.5,23.5,12.5,7.5,13.5,6.5,8.5,mid
Julien Palmieri,72.0,75.2,61.8,56.8,74.2,51.8,73.8,71.8,62.8,71.8,74.8,79.4,79.0,82.8,73.8,82.6,67.2,65.0,70.8,55.4,57.8,80.2,65.2,69.8,70.8,60.8,74.4,68.6,75.2,6.8,12.8,6.8,14.8,5.8,for
Yannick Cahuzac,68.5,46.5,42.5,65.5,69.0,36.5,35.0,51.5,44.5,58.5,59.5,64.0,66.5,69.0,70.5,73.0,53.5,71.0,89.0,67.0,43.5,79.5,71.0,48.5,62.5,46.5,70.5,68.0,59.5,9.5,15.5,14.5,14.5,11.5,mid
Gilles Cioni,68.5,70.0,22.0,63.0,68.0,25.0,53.0,50.0,43.0,58.0,70.0,62.0,61.0,55.0,68.0,91.0,14.0,85.0,66.0,65.0,24.0,74.0,72.0,45.0,46.0,50.0,74.0,70.0,70.0,11.0,9.0,15.0,12.0,10.0,def
